time,key,degree,quality,inversion,roman_numeral_notation
0,15,3,3,1,ii65
1,15,3,3,1,ii65
2,15,3,3,1,ii65
3,15,3,3,1,ii65
4,15,3,3,1,ii65
5,15,3,3,1,ii65
6,15,3,3,1,ii65
7,15,3,3,1,ii65
8,15,3,3,1,ii65
9,15,8,8,0,vii-7/V
10,15,8,8,0,vii-7/V
11,15,8,8,0,vii-7/V
12,15,8,8,0,vii-7/V
13,15,8,8,0,vii-7/V
14,15,8,8,0,vii-7/V
15,15,1,0,2,I64
16,15,1,0,2,I64
17,15,1,0,2,I64
18,15,8,4,0,V7
19,15,8,4,0,V7
20,15,8,4,0,V7
21,15,1,0,0,I
22,15,1,0,0,I
23,15,1,0,0,I
24,15,1,0,0,I
25,15,1,0,0,I
26,15,1,0,0,I
27,15,3,3,1,ii65
28,15,3,3,1,ii65
29,15,3,3,1,ii65
30,15,3,3,1,ii65
31,15,3,3,1,ii65
32,15,3,3,1,ii65
33,15,3,3,1,ii65
34,15,3,3,1,ii65
35,15,3,3,1,ii65
36,15,8,8,0,vii-7/V
37,15,8,8,0,vii-7/V
38,15,8,8,0,vii-7/V
39,15,8,8,0,vii-7/V
40,15,8,8,0,vii-7/V
41,15,8,8,0,vii-7/V
42,15,1,0,2,I64
43,15,1,0,2,I64
44,15,1,0,2,I64
45,15,8,4,0,V7
46,15,8,4,0,V7
47,15,8,4,0,V7
48,15,1,0,0,I
49,15,1,0,0,I
50,15,1,0,0,I
51,15,6,0,2,IV64
52,15,6,0,2,IV64
53,15,6,0,2,IV64
54,15,1,2,0,I7
55,15,1,2,0,I7
56,15,1,2,0,I7
57,15,3,3,3,ii42
58,15,3,3,3,ii42
59,15,12,8,2,vii-43
60,15,1,0,0,I
61,15,1,0,0,I
62,15,1,0,0,I
63,15,6,0,2,IV64
64,15,6,0,2,IV64
65,15,6,0,2,IV64
66,15,1,2,0,I7
67,15,1,2,0,I7
68,15,1,2,0,I7
69,15,3,3,3,ii42
70,15,3,3,3,ii42
71,15,12,8,2,vii-43
72,15,1,0,0,I
73,15,1,0,0,I
74,15,1,0,0,I
75,15,8,4,0,V7
76,15,8,4,0,V7
77,15,8,4,0,V7
78,15,1,0,0,I
79,15,1,0,0,I
80,15,1,0,0,I
81,15,8,4,0,V7
82,15,8,4,0,V7
83,15,8,4,0,V7
84,15,12,9,0,vii=7
