onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,36.0,46.0,0.5,1.0,1.0
0.5,52.0,55.0,0.5,0.0,1.0
1.0,52.0,55.0,0.5,0.0,1.0
1.5,52.0,55.0,0.5,0.0,1.0
2.0,52.0,55.0,0.5,0.0,1.0
2.5,52.0,55.0,0.5,0.0,1.0
3.0,52.0,55.0,0.5,0.0,1.0
3.5,52.0,55.0,0.5,0.0,1.0
4.0,52.0,55.0,0.5,0.0,2.0
4.5,52.0,55.0,0.5,0.0,2.0
5.0,52.0,55.0,0.5,0.0,2.0
5.5,52.0,55.0,0.5,0.0,2.0
6.0,52.0,55.0,0.5,0.0,2.0
6.5,52.0,55.0,0.5,0.0,2.0
7.0,54.0,56.0,0.5,0.0,2.0
7.5,54.0,56.0,0.5,0.0,2.0
8.0,55.0,57.0,1.5,0.0,3.0
8.5,43.0,50.0,0.5,1.0,3.0
9.0,43.0,50.0,0.5,1.0,3.0
9.5,59.0,59.0,0.25,0.0,3.0
9.75,57.0,58.0,0.25,0.0,3.0
10.0,43.0,50.0,0.5,1.0,3.0
10.5,55.0,57.0,0.5,0.0,3.0
11.0,43.0,50.0,0.5,1.0,3.0
11.5,43.0,50.0,0.5,1.0,3.0
12.0,86.0,75.0,1.25,0.0,4.0
12.5,43.0,50.0,0.5,1.0,4.0
13.0,43.0,50.0,0.5,1.0,4.0
13.25,84.0,74.0,0.25,0.0,4.0
13.5,83.0,73.0,0.25,0.0,4.0
13.75,81.0,72.0,0.25,0.0,4.0
14.0,79.0,71.0,1.0,0.0,4.0
14.5,43.0,50.0,0.5,1.0,4.0
15.0,43.0,50.0,0.5,1.0,4.0
15.5,43.0,50.0,0.5,1.0,4.0
16.0,50.0,54.0,0.5,0.0,5.0
16.5,50.0,54.0,0.5,0.0,5.0
17.0,50.0,54.0,0.5,0.0,5.0
17.5,50.0,54.0,0.5,0.0,5.0
18.0,50.0,54.0,0.5,0.0,5.0
18.5,50.0,54.0,0.5,0.0,5.0
19.0,50.0,54.0,0.5,0.0,5.0
19.5,50.0,54.0,0.5,0.0,5.0
20.0,50.0,54.0,0.5,0.0,6.0
20.5,50.0,54.0,0.5,0.0,6.0
21.0,50.0,54.0,0.5,0.0,6.0
21.5,50.0,54.0,0.5,0.0,6.0
22.0,50.0,54.0,0.5,0.0,6.0
22.5,50.0,54.0,0.5,0.0,6.0
23.0,52.0,55.0,0.5,0.0,6.0
23.5,52.0,55.0,0.5,0.0,6.0
24.0,53.0,56.0,1.5,0.0,7.0
24.5,41.0,49.0,0.5,1.0,7.0
25.0,41.0,49.0,0.5,1.0,7.0
25.5,57.0,58.0,0.25,0.0,7.0
25.75,55.0,57.0,0.25,0.0,7.0
26.0,41.0,49.0,0.5,1.0,7.0
26.5,41.0,49.0,0.5,1.0,7.0
27.0,41.0,49.0,0.5,1.0,7.0
27.5,53.0,56.0,0.5,0.0,7.0
28.0,84.0,74.0,1.25,0.0,8.0
28.5,41.0,49.0,0.5,1.0,8.0
29.0,41.0,49.0,0.5,1.0,8.0
29.25,82.0,73.0,0.25,0.0,8.0
29.5,80.0,72.0,0.25,0.0,8.0
29.75,79.0,71.0,0.25,0.0,8.0
30.0,77.0,70.0,1.0,0.0,8.0
30.5,41.0,49.0,0.5,1.0,8.0
31.0,41.0,49.0,0.5,1.0,8.0
31.5,41.0,49.0,0.5,1.0,8.0
32.0,89.0,77.0,3.0,0.0,9.0
32.5,41.0,49.0,0.5,1.0,9.0
33.0,41.0,49.0,0.5,1.0,9.0
33.5,41.0,49.0,0.5,1.0,9.0
34.0,41.0,49.0,0.5,1.0,9.0
34.5,41.0,49.0,0.5,1.0,9.0
35.0,89.0,77.0,0.25,0.0,9.0
35.25,87.0,76.0,0.25,0.0,9.0
35.5,86.0,75.0,0.25,0.0,9.0
35.75,84.0,74.0,0.25,0.0,9.0
36.0,83.0,73.0,0.25,0.0,10.0
36.25,84.0,74.0,0.25,0.0,10.0
36.5,86.0,75.0,0.25,0.0,10.0
36.75,87.0,76.0,0.25,0.0,10.0
37.0,89.0,77.0,0.25,0.0,10.0
37.25,87.0,76.0,0.25,0.0,10.0
37.5,86.0,75.0,0.25,0.0,10.0
37.75,84.0,74.0,0.25,0.0,10.0
38.0,83.0,73.0,0.25,0.0,10.0
38.25,84.0,74.0,0.25,0.0,10.0
38.5,86.0,75.0,0.25,0.0,10.0
38.75,87.0,76.0,0.25,0.0,10.0
39.0,89.0,77.0,0.25,0.0,10.0
39.25,87.0,76.0,0.25,0.0,10.0
39.5,86.0,75.0,0.25,0.0,10.0
39.75,84.0,74.0,0.25,0.0,10.0
40.0,83.0,73.0,0.25,0.0,11.0
40.25,84.0,74.0,0.25,0.0,11.0
40.5,86.0,75.0,0.25,0.0,11.0
40.75,87.0,76.0,0.25,0.0,11.0
41.0,89.0,77.0,0.25,0.0,11.0
41.25,87.0,76.0,0.25,0.0,11.0
41.5,86.0,75.0,0.25,0.0,11.0
41.75,84.0,74.0,0.25,0.0,11.0
42.0,83.0,73.0,0.25,0.0,11.0
42.25,80.0,72.0,0.25,0.0,11.0
42.5,79.0,71.0,0.25,0.0,11.0
42.75,77.0,70.0,0.25,0.0,11.0
43.0,75.0,69.0,0.25,0.0,11.0
43.25,74.0,68.0,0.25,0.0,11.0
43.5,72.0,67.0,0.25,0.0,11.0
43.75,71.0,66.0,0.25,0.0,11.0
44.0,72.0,67.0,0.5,0.0,12.0
45.0,67.0,64.0,0.5,0.0,12.0
46.0,63.0,62.0,0.5,0.0,12.0
47.0,60.0,60.0,0.5,0.0,12.0
48.0,55.0,57.0,4.0,0.0,13.0
52.0,64.0,62.0,0.25,0.0,14.0
52.25,60.0,60.0,0.25,0.0,14.0
52.5,64.0,62.0,0.25,0.0,14.0
52.75,60.0,60.0,0.25,0.0,14.0
53.0,64.0,62.0,0.25,0.0,14.0
53.25,60.0,60.0,0.25,0.0,14.0
53.5,64.0,62.0,0.25,0.0,14.0
53.75,60.0,60.0,0.25,0.0,14.0
54.0,64.0,62.0,0.25,0.0,14.0
54.25,60.0,60.0,0.25,0.0,14.0
54.5,64.0,62.0,0.25,0.0,14.0
54.75,60.0,60.0,0.25,0.0,14.0
55.0,64.0,62.0,0.25,0.0,14.0
55.25,60.0,60.0,0.25,0.0,14.0
55.5,64.0,62.0,0.25,0.0,14.0
55.75,60.0,60.0,0.25,0.0,14.0
56.0,64.0,62.0,0.25,0.0,15.0
56.25,60.0,60.0,0.25,0.0,15.0
56.5,64.0,62.0,0.25,0.0,15.0
