time,key,degree,quality,inversion,roman_numeral_notation
0,1,1,1,1,I
1,1,1,1,1,I
2,1,1,1,1,I
3,1,1,1,1,I
4,1,8,1,1,V
5,1,8,1,1,V
6,1,8,1,1,V
7,1,8,1,1,V
8,1,8,5,1,V7
9,1,8,5,1,V7
10,1,8,5,1,V7
11,1,8,5,1,V7
12,1,1,1,1,I
13,1,1,1,1,I
14,1,1,1,1,I
15,1,1,1,1,I
16,1,1,1,1,I
17,1,1,1,1,I
18,1,8,5,1,V7
19,1,8,5,1,V7
20,1,1,1,1,I
21,1,1,1,1,I
22,1,8,5,1,V7
23,1,8,5,1,V7
24,1,1,1,1,I
25,1,1,1,1,I
26,1,3,4,1,ii7
27,1,3,4,1,ii7
28,1,8,1,1,V
29,1,8,1,1,V
30,1,1,1,1,I
31,1,1,1,1,I
32,1,1,1,1,I
33,1,1,1,1,I
34,1,8,5,2,V65
35,1,8,5,2,V65
36,1,1,1,1,I
37,1,1,1,1,I
38,1,8,5,2,V65
39,1,8,5,2,V65
40,1,1,1,1,I
41,1,1,1,1,I
42,1,8,10,1,vii=7/V
43,1,8,10,1,vii=7/V
44,1,1,1,3,I64
45,1,1,1,3,I64
46,1,8,5,1,V7
47,1,8,5,1,V7
48,1,1,1,1,I
49,1,1,1,1,I
50,1,1,1,1,I
51,1,1,1,1,I
52,1,1,1,1,I
53,1,1,1,1,I
54,1,1,1,1,I
55,1,1,1,1,I
56,1,1,1,1,I
57,1,1,1,1,I
58,1,1,1,1,I
59,1,1,1,1,I
60,1,6,1,1,IV
61,1,6,1,1,IV
62,1,8,5,1,V7
63,1,8,5,1,V7
64,1,1,1,1,I
65,1,1,1,1,I
66,1,1,1,1,I
67,1,1,1,1,I
68,1,1,1,1,I
69,1,1,1,1,I
70,1,1,1,1,I
71,1,1,1,1,I
72,1,10,2,1,vi
73,1,10,2,1,vi
74,1,12,5,1,V7/ii
75,1,12,5,1,V7/ii
76,1,3,2,1,ii
77,1,3,2,1,ii
78,1,3,2,1,ii
79,1,5,5,2,V65/V
80,1,8,5,1,V7
81,1,8,5,1,V7
82,1,8,5,1,V7
83,1,8,5,1,V7
84,1,1,1,1,I
85,1,1,1,1,I
86,1,8,5,2,V65
87,1,1,1,1,I
88,1,8,5,1,V7
89,1,8,5,1,V7
90,1,8,5,1,V7
91,1,8,5,1,V7
92,1,1,1,1,I
93,1,1,1,1,I
94,1,8,5,2,V65
95,1,1,1,1,I
96,1,8,1,1,V
97,1,8,1,1,V
98,1,8,1,1,V
99,1,8,1,1,V
100,1,8,1,1,V
101,1,8,1,1,V
102,1,8,1,1,V
103,1,8,1,1,V
104,26,1,2,1,i
105,26,1,2,1,i
106,26,1,2,1,i
107,26,1,2,1,i
108,26,5,5,4,V42/V
109,26,5,5,4,V42/V
110,26,5,5,4,V42/V
111,26,5,5,4,V42/V
112,26,8,5,2,V65
113,26,8,5,2,V65
114,26,8,5,2,V65
115,26,8,5,2,V65
116,26,3,5,4,V42/iv
117,26,3,5,4,V42/iv
118,26,3,5,4,V42/iv
119,26,3,5,4,V42/iv
120,26,6,2,2,iv6
121,26,6,2,2,iv6
122,26,1,2,3,i64
123,26,1,2,3,i64
124,8,8,5,2,V65
125,8,8,5,2,V65
126,8,8,5,2,V65
127,8,8,5,2,V65
128,8,1,2,1,i
129,8,1,2,1,i
130,8,1,2,1,i
131,8,1,2,1,i
132,8,5,5,4,V42/V
133,8,5,5,4,V42/V
134,8,5,5,4,V42/V
135,8,5,5,4,V42/V
136,8,8,5,2,V65
137,8,8,5,2,V65
138,8,8,5,2,V65
139,8,8,5,2,V65
140,8,3,5,4,V42/iv
141,8,3,5,4,V42/iv
142,8,3,5,4,V42/iv
143,8,3,5,4,V42/iv
144,8,6,2,2,iv6
145,8,6,2,2,iv6
146,8,1,2,3,i64
147,8,1,2,3,i64
148,32,8,5,2,V65
149,32,8,5,2,V65
150,32,8,5,2,V65
151,32,8,5,2,V65
152,32,1,2,1,i
153,32,1,2,1,i
154,32,1,2,1,i
155,32,8,5,4,V42
156,32,1,2,1,i
157,32,1,2,1,i
158,26,8,5,1,V7
159,26,8,5,1,V7
160,26,1,2,1,i
161,26,1,2,1,i
162,26,1,2,1,i
163,26,8,5,4,V42
164,26,1,2,1,i
165,26,1,2,1,i
166,26,7,7,2,It+6
167,26,7,7,2,It+6
168,25,8,1,1,V
169,25,8,1,1,V
170,25,8,1,1,V
171,25,5,5,4,V42/V
172,25,8,1,1,V
173,25,8,1,1,V
174,25,8,1,1,V
175,25,5,5,4,V42/V
176,25,8,1,1,V
177,25,8,1,1,V
178,25,8,1,1,V
179,25,8,1,1,V
180,25,8,1,1,V
181,25,8,1,1,V
182,25,8,5,1,V7
183,25,8,5,1,V7
184,25,1,1,1,I
185,25,1,1,1,I
186,25,1,1,1,I
187,25,1,1,1,I
188,25,1,1,2,I6
189,25,1,1,2,I6
190,25,1,1,2,I6
191,25,1,1,2,I6
192,25,8,5,4,V42
193,25,8,5,4,V42
194,25,8,5,4,V42
195,25,8,5,4,V42
196,25,8,5,3,V43
197,25,8,5,3,V43
198,25,8,5,3,V43
199,25,8,5,3,V43
200,25,1,1,2,I6
201,25,1,1,2,I6
202,25,1,1,2,I6
203,25,1,1,2,I6
204,25,10,4,2,vi65
205,25,10,4,2,vi65
206,25,10,4,2,vi65
207,25,10,4,2,vi65
208,25,5,5,1,V7/V
209,25,5,5,1,V7/V
210,25,5,5,1,V7/V
211,25,5,5,1,V7/V
212,25,8,5,1,V7
213,25,8,5,1,V7
214,25,8,5,1,V7
215,25,8,5,1,V7
216,25,1,1,1,I
217,25,1,1,1,I
218,25,1,1,1,I
219,25,1,1,1,I
220,25,1,1,2,I6
221,25,1,1,2,I6
222,25,1,1,2,I6
223,25,1,1,2,I6
224,25,8,5,3,V43
225,25,8,5,3,V43
226,25,8,5,3,V43
