onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,64.0,62.0,2.0,0.0,1.0
2.0,62.0,61.0,0.25,0.0,1.0
2.25,64.0,62.0,0.25,0.0,1.0
2.5,62.0,61.0,0.25,0.0,1.0
2.75,64.0,62.0,0.25,0.0,1.0
3.0,65.0,63.0,0.5,0.0,1.0
3.5,64.0,62.0,0.5,0.0,1.0
4.0,62.0,61.0,1.0,0.0,2.0
5.0,67.0,64.0,1.0,0.0,2.0
8.0,65.0,63.0,2.0,0.0,3.0
10.0,64.0,62.0,0.25,0.0,3.0
10.25,65.0,63.0,0.25,0.0,3.0
10.5,64.0,62.0,0.25,0.0,3.0
10.75,65.0,63.0,0.25,0.0,3.0
11.0,67.0,64.0,0.5,0.0,3.0
11.5,65.0,63.0,0.5,0.0,3.0
12.0,64.0,62.0,1.0,0.0,4.0
13.0,72.0,67.0,1.0,0.0,4.0
16.0,72.0,67.0,2.0,0.0,5.0
17.0,48.0,53.0,1.0,1.0,5.0
18.0,71.0,66.0,0.25,0.0,5.0
18.25,72.0,67.0,0.25,0.0,5.0
18.5,71.0,66.0,0.25,0.0,5.0
18.75,72.0,67.0,0.25,0.0,5.0
19.0,74.0,68.0,0.5,0.0,5.0
19.5,71.0,66.0,0.5,0.0,5.0
20.0,67.0,64.0,1.0,0.0,6.0
21.0,72.0,67.0,1.0,0.0,6.0
22.0,71.0,66.0,0.25,0.0,6.0
22.25,72.0,67.0,0.25,0.0,6.0
22.5,71.0,66.0,0.25,0.0,6.0
22.75,72.0,67.0,0.25,0.0,6.0
23.0,74.0,68.0,0.5,0.0,6.0
23.5,71.0,66.0,0.5,0.0,6.0
24.0,67.0,64.0,1.0,0.0,7.0
25.0,72.0,67.0,1.0,0.0,7.0
26.0,62.0,61.0,1.0,0.0,7.0
27.0,69.0,65.0,1.0,0.0,7.0
28.0,62.0,61.0,1.0,0.0,8.0
29.0,67.0,64.0,1.0,0.0,8.0
30.0,64.0,62.0,1.0,0.0,8.0
30.33333333,55.0,57.0,0.333333333,1.0,8.0
30.66666667,54.0,56.0,0.333333333,1.0,8.0
31.0,53.0,56.0,0.333333333,1.0,8.0
31.33333333,52.0,55.0,0.333333333,1.0,8.0
31.66666667,50.0,54.0,0.333333333,1.0,8.0
32.0,48.0,53.0,2.0,1.0,9.0
33.0,67.0,64.0,2.0,0.0,9.0
34.0,62.0,61.0,1.0,0.0,9.0
34.25,48.0,53.0,0.25,1.0,9.0
34.5,47.0,52.0,0.25,1.0,9.0
34.75,48.0,53.0,0.25,1.0,9.0
35.0,65.0,63.0,1.0,0.0,9.0
35.5,47.0,52.0,0.5,1.0,9.0
36.0,64.0,62.0,1.0,0.0,10.0
37.0,67.0,64.0,2.0,0.0,10.0
38.0,62.0,61.0,1.0,0.0,10.0
38.25,48.0,53.0,0.25,1.0,10.0
38.5,47.0,52.0,0.25,1.0,10.0
38.75,48.0,53.0,0.25,1.0,10.0
39.0,65.0,63.0,1.0,0.0,10.0
39.5,47.0,52.0,0.5,1.0,10.0
40.0,64.0,62.0,1.0,0.0,11.0
41.0,48.0,53.0,2.0,1.0,11.0
42.0,69.0,65.0,1.0,0.0,11.0
43.0,42.0,49.0,2.0,1.0,11.0
44.0,67.0,64.0,1.0,0.0,12.0
45.0,43.0,50.0,2.0,1.0,12.0
46.0,59.0,59.0,1.0,1.0,12.0
47.0,43.0,50.0,1.0,1.0,12.0
48.0,60.0,60.0,0.25,0.0,13.0
48.25,64.0,62.0,0.25,0.0,13.0
48.5,67.0,64.0,0.25,0.0,13.0
48.75,72.0,67.0,0.25,0.0,13.0
49.0,64.0,62.0,0.25,0.0,13.0
49.25,76.0,69.0,0.25,0.0,13.0
49.5,64.0,62.0,0.25,0.0,13.0
49.75,76.0,69.0,0.25,0.0,13.0
50.0,64.0,62.0,0.25,0.0,13.0
50.25,67.0,64.0,0.25,0.0,13.0
50.5,72.0,67.0,0.25,0.0,13.0
50.75,76.0,69.0,0.25,0.0,13.0
51.0,67.0,64.0,0.25,0.0,13.0
51.25,79.0,71.0,0.25,0.0,13.0
51.5,67.0,64.0,0.25,0.0,13.0
51.75,79.0,71.0,0.25,0.0,13.0
52.0,67.0,64.0,0.25,0.0,14.0
52.25,72.0,67.0,0.25,0.0,14.0
52.5,76.0,69.0,0.25,0.0,14.0
52.75,79.0,71.0,0.25,0.0,14.0
53.0,72.0,67.0,0.25,0.0,14.0
53.25,84.0,74.0,0.25,0.0,14.0
53.5,72.0,67.0,0.25,0.0,14.0
53.75,84.0,74.0,0.25,0.0,14.0
54.0,72.0,67.0,0.25,0.0,14.0
54.25,76.0,69.0,0.25,0.0,14.0
54.5,79.0,71.0,0.25,0.0,14.0
54.75,84.0,74.0,0.25,0.0,14.0
55.0,76.0,69.0,0.25,0.0,14.0
55.25,88.0,76.0,0.25,0.0,14.0
55.5,76.0,69.0,0.25,0.0,14.0
55.75,88.0,76.0,0.25,0.0,14.0
56.0,76.0,69.0,0.25,0.0,15.0
56.25,88.0,76.0,0.25,0.0,15.0
56.5,74.0,68.0,0.25,0.0,15.0
56.75,86.0,75.0,0.25,0.0,15.0
57.0,74.0,68.0,0.25,0.0,15.0
57.25,86.0,75.0,0.25,0.0,15.0
57.5,72.0,67.0,0.25,0.0,15.0
57.75,84.0,74.0,0.25,0.0,15.0
58.0,72.0,67.0,0.25,0.0,15.0
58.25,84.0,74.0,0.25,0.0,15.0
58.5,71.0,66.0,0.25,0.0,15.0
58.75,83.0,73.0,0.25,0.0,15.0
59.0,71.0,66.0,0.25,0.0,15.0
59.25,83.0,73.0,0.25,0.0,15.0
59.5,69.0,65.0,0.25,0.0,15.0
59.75,81.0,72.0,0.25,0.0,15.0
60.0,69.0,65.0,0.25,0.0,16.0
60.25,81.0,72.0,0.25,0.0,16.0
60.5,67.0,64.0,0.25,0.0,16.0
60.75,79.0,71.0,0.25,0.0,16.0
61.0,67.0,64.0,0.25,0.0,16.0
61.25,79.0,71.0,0.25,0.0,16.0
61.5,65.0,63.0,0.25,0.0,16.0
61.75,77.0,70.0,0.25,0.0,16.0
62.0,65.0,63.0,0.25,0.0,16.0
62.25,77.0,70.0,0.25,0.0,16.0
62.5,64.0,62.0,0.25,0.0,16.0
62.75,76.0,69.0,0.25,0.0,16.0
63.0,64.0,62.0,0.25,0.0,16.0
63.25,76.0,69.0,0.25,0.0,16.0
63.5,62.0,61.0,0.25,0.0,16.0
63.75,74.0,68.0,0.25,0.0,16.0
64.0,60.0,60.0,0.25,0.0,17.0
64.25,64.0,62.0,0.25,0.0,17.0
64.5,67.0,64.0,0.25,0.0,17.0
64.75,72.0,67.0,0.25,0.0,17.0
65.0,64.0,62.0,0.25,0.0,17.0
65.25,76.0,69.0,0.25,0.0,17.0
65.5,64.0,62.0,0.25,0.0,17.0
65.75,76.0,69.0,0.25,0.0,17.0
66.0,64.0,62.0,0.25,0.0,17.0
66.25,67.0,64.0,0.25,0.0,17.0
66.5,72.0,67.0,0.25,0.0,17.0
66.75,76.0,69.0,0.25,0.0,17.0
67.0,67.0,64.0,0.25,0.0,17.0
67.25,79.0,71.0,0.25,0.0,17.0
67.5,67.0,64.0,0.25,0.0,17.0
67.75,79.0,71.0,0.25,0.0,17.0
68.0,67.0,64.0,0.25,0.0,18.0
68.25,72.0,67.0,0.25,0.0,18.0
68.5,76.0,69.0,0.25,0.0,18.0
68.75,79.0,71.0,0.25,0.0,18.0
69.0,72.0,67.0,0.25,0.0,18.0
69.25,84.0,74.0,0.25,0.0,18.0
69.5,72.0,67.0,0.25,0.0,18.0
69.75,84.0,74.0,0.25,0.0,18.0
70.0,72.0,67.0,0.25,0.0,18.0
70.25,76.0,69.0,0.25,0.0,18.0
70.5,79.0,71.0,0.25,0.0,18.0
