onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
-0.5,81.0,72.0,0.25,0.0,0.0
0.0,76.0,69.0,0.5,0.0,1.0
1.5,64.0,62.0,0.125,0.0,1.0
1.625,62.0,61.0,0.125,0.0,1.0
1.75,61.0,60.0,0.125,0.0,1.0
1.875,59.0,59.0,0.125,0.0,1.0
2.0,57.0,58.0,1.0,0.0,2.0
3.5,81.0,72.0,0.25,0.0,2.0
4.0,78.0,70.0,0.5,0.0,3.0
5.5,66.0,63.0,0.125,0.0,3.0
5.625,64.0,62.0,0.125,0.0,3.0
5.75,62.0,61.0,0.125,0.0,3.0
5.875,61.0,60.0,0.125,0.0,3.0
6.0,59.0,59.0,1.0,0.0,4.0
7.5,86.0,75.0,0.25,0.0,4.0
8.0,83.0,73.0,0.5,0.0,5.0
9.0,80.0,71.0,0.5,0.0,5.0
10.0,76.0,69.0,0.5,0.0,6.0
11.0,74.0,68.0,0.5,0.0,6.0
12.0,71.0,66.0,0.5,0.0,7.0
13.0,68.0,64.0,0.5,0.0,7.0
14.0,64.0,62.0,0.5,0.0,8.0
15.5,57.0,58.0,0.166666667,0.0,8.0
15.66666667,61.0,60.0,0.166666667,0.0,8.0
15.825,64.0,62.0,0.166666667,0.0,8.0
16.0,69.0,65.0,0.25,0.0,9.0
16.5,71.0,66.0,0.25,0.0,9.0
17.0,73.0,67.0,0.25,0.0,9.0
17.5,74.0,68.0,0.25,0.0,9.0
18.0,76.0,69.0,0.25,0.0,10.0
18.5,78.0,70.0,0.25,0.0,10.0
19.0,80.0,71.0,0.25,0.0,10.0
19.5,81.0,72.0,0.25,0.0,10.0
20.0,76.0,69.0,1.5,0.0,11.0
20.5,68.0,64.0,0.5,0.0,11.0
21.0,69.0,65.0,0.5,0.0,11.0
21.5,74.0,68.0,0.5,0.0,11.0
22.0,73.0,67.0,0.5,0.0,12.0
22.5,45.0,51.0,0.5,1.0,12.0
23.0,49.0,53.0,0.5,1.0,12.0
23.5,50.0,54.0,0.5,1.0,12.0
24.0,52.0,55.0,1.5,1.0,13.0
24.5,64.0,62.0,0.5,0.0,13.0
25.0,66.0,63.0,0.5,0.0,13.0
25.5,68.0,64.0,0.5,0.0,13.0
26.0,69.0,65.0,0.5,0.0,14.0
26.5,64.0,62.0,0.5,0.0,14.0
27.0,69.0,65.0,0.5,0.0,14.0
27.5,73.0,67.0,0.5,0.0,14.0
28.0,76.0,69.0,1.5,0.0,15.0
28.5,68.0,64.0,0.5,0.0,15.0
29.0,69.0,65.0,0.5,0.0,15.0
29.5,74.0,68.0,0.5,0.0,15.0
30.0,73.0,67.0,0.5,0.0,16.0
30.5,71.0,66.0,0.5,0.0,16.0
31.0,69.0,65.0,0.5,0.0,16.0
31.5,71.0,66.0,0.5,0.0,16.0
32.0,68.0,64.0,0.5,0.0,17.0
32.5,64.0,62.0,0.5,0.0,17.0
33.0,69.0,65.0,0.5,0.0,17.0
33.5,71.0,66.0,0.5,0.0,17.0
34.0,68.0,64.0,0.5,0.0,18.0
34.5,64.0,62.0,0.5,0.0,18.0
35.0,69.0,65.0,0.5,0.0,18.0
35.5,71.0,66.0,0.5,0.0,18.0
36.0,68.0,64.0,1.0,0.0,19.0
37.0,64.0,62.0,1.0,0.0,19.0
38.0,64.0,62.0,1.0,0.0,20.0
39.5,81.0,72.0,0.25,0.0,20.0
40.0,76.0,69.0,0.5,0.0,21.0
41.5,64.0,62.0,0.125,0.0,21.0
41.625,62.0,61.0,0.125,0.0,21.0
41.75,61.0,60.0,0.125,0.0,21.0
41.875,59.0,59.0,0.125,0.0,21.0
42.0,57.0,58.0,1.0,0.0,22.0
43.5,33.0,44.0,0.166666667,1.0,22.0
43.66666667,37.0,46.0,0.166666667,1.0,22.0
43.83333333,40.0,48.0,0.166666667,1.0,22.0
44.0,45.0,51.0,0.25,1.0,23.0
44.5,47.0,52.0,0.25,1.0,23.0
45.0,49.0,53.0,0.25,1.0,23.0
45.5,50.0,54.0,0.25,1.0,23.0
46.0,52.0,55.0,0.25,1.0,24.0
46.5,54.0,56.0,0.25,1.0,24.0
47.0,56.0,57.0,0.25,1.0,24.0
47.5,57.0,58.0,0.25,1.0,24.0
48.0,52.0,55.0,1.5,1.0,25.0
48.5,64.0,62.0,0.5,0.0,25.0
49.0,66.0,63.0,0.5,0.0,25.0
49.5,68.0,64.0,0.5,0.0,25.0
50.0,69.0,65.0,0.5,0.0,26.0
50.5,64.0,62.0,0.5,0.0,26.0
51.0,69.0,65.0,0.5,0.0,26.0
51.5,73.0,67.0,0.5,0.0,26.0
52.0,76.0,69.0,1.5,0.0,27.0
52.5,68.0,64.0,0.5,0.0,27.0
53.0,69.0,65.0,0.5,0.0,27.0
53.5,74.0,68.0,0.5,0.0,27.0
54.0,73.0,67.0,1.0,0.0,28.0
54.5,52.0,55.0,0.5,1.0,28.0
55.0,57.0,58.0,0.5,1.0,28.0
55.5,61.0,60.0,0.5,1.0,28.0
56.0,64.0,62.0,1.5,1.0,29.0
56.5,76.0,69.0,0.5,0.0,29.0
57.0,78.0,70.0,0.5,0.0,29.0
