time,key,degree,quality,inversion,roman_numeral_notation
-1,f,1,m,0,i
0,f,1,m,0,i
1,f,1,m,0,i
2,f,1,m,0,i
3,f,1,m,0,i
4,f,1,m,0,i
5,f,1,m,0,i
6,f,1,m,0,i
7,f,1,m,0,i
8,f,5,D7,1,V65
9,f,5,D7,1,V65
10,f,5,D7,1,V65
11,f,5,D7,1,V65
12,f,5,D7,1,V65
13,f,5,D7,1,V65
14,f,5,D7,1,V65
15,f,5,D7,1,V65
16,f,1,m,0,i
17,f,1,m,0,i
18,f,1,m,0,i
19,f,1,m,0,i
20,f,5,D7,2,V43
21,f,5,D7,2,V43
22,f,5,D7,2,V43
23,f,5,D7,2,V43
24,f,1,m,1,i6
25,f,1,m,1,i6
26,f,2,d,1,ii-6
27,f,2,d,1,ii-6
28,f,5,D7,0,V
29,f,5,D7,0,V
30,f,5,D7,0,V
31,A-,3,m,0,iii
32,A-,3,m,0,iii
33,A-,3,m,0,iii
34,A-,3,m,0,iii
35,A-,3,m,0,iii
36,A-,3,m,0,iii
37,A-,3,m,0,iii
38,A-,3,m,0,iii
39,A-,3,m,0,iii
40,A-,4,M7,1,IV65
41,A-,4,M7,1,IV65
42,A-,4,M7,1,IV65
43,A-,4,M7,1,IV65
44,A-,2,m7,0,ii7
45,A-,2,m7,0,ii7
46,A-,2,m7,0,ii7
47,A-,2,m7,0,ii7
48,A-,5,D7,2,V43
49,A-,5,D7,2,V43
50,A-,5,D7,2,V43
51,A-,5,D7,2,V43
52,A-,1,M,0,I
53,A-,1,M,0,I
54,A-,1,M,0,I
55,A-,1,M,0,I
56,A-,2,m,1,ii6
57,A-,2,m,1,ii6
58,A-,5/5,D7,1,V65/V
59,A-,5/5,D7,1,V65/V
60,A-,5,M,0,V
61,A-,5,M,0,V
62,A-,5,M,0,V
63,A-,5,M,0,V
64,A-,2,m,1,ii6
65,A-,2,m,1,ii6
66,A-,5/5,D7,1,V65/V
67,A-,5/5,D7,1,V65/V
68,A-,5,M,0,V
69,A-,5,M,0,V
70,A-,5,M,0,V
71,A-,5,M,0,V
72,A-,2,m,1,ii6
73,A-,2,m,1,ii6
74,A-,5/5,D7,1,V65/V
75,A-,5/5,D7,1,V65/V
76,A-,5,M,0,V
77,A-,5,M,0,V
78,A-,5,M,0,V
79,A-,5,D7,0,V7
80,A-,5,D7,0,V7
81,A-,5,D7,0,V7
82,A-,5,D7,0,V7
83,A-,5,D7,0,V7
84,A-,5,D7,0,V7
85,A-,5,D7,0,V7
86,A-,1,M,2,I64
87,A-,5,D7,0,V7
88,A-,5,D7,0,V7
89,A-,5,D7,0,V7
90,A-,5,D7,0,V7
91,A-,5,D7,0,V7
92,A-,5,D7,0,V7
93,A-,5,D7,0,V7
94,A-,1,M,2,I64
95,A-,5,D7,0,V7
96,A-,5,D7,0,V7
97,A-,5,D7,0,V7
98,A-,5,D7,3,V42
99,A-,5,D7,3,V42
100,A-,1,M,1,I6
101,A-,1,M,1,I6
102,A-,5,M,1,V6
103,A-,5,M,1,V6
104,A-,1,M,0,I
105,A-,1,M,0,I
106,A-,7/5,d,1,vii-6/V
107,A-,7/5,d,1,vii-6/V
108,A-,5,M,0,V
109,A-,5,M,0,V
110,A-,7/5,d,1,vii-6/V
111,A-,7/5,d,1,vii-6/V
112,A-,5,M,0,V
113,A-,5,M,0,V
114,A-,7,d7,2,vii-43
115,A-,7,d7,2,vii-43
116,A-,1,M,1,I6
117,A-,1,M,1,I6
118,A-,7,d7,2,vii-43
119,A-,7,d7,2,vii-43
120,A-,1,M,1,I6
121,A-,1,M,1,I6
122,A-,5,M,1,V6
123,A-,5,M,1,V6
124,A-,1,M,0,I
125,A-,1,M,0,I
126,A-,5,D7,2,V43
127,A-,5,D7,2,V43
128,A-,1,M,1,I6
129,A-,1,M,1,I6
130,A-,1,M,1,I6
131,A-,1,M,1,I6
132,A-,2,m,1,ii6
