time,key,degree,quality,inversion,roman_numeral_notation
-1,f,1,m,0,i
0,f,1,m,0,i
1,f,1,m,0,i
2,f,1,m,0,i
3,f,1,m,0,i
4,f,1,m,0,i
5,f,1,m,0,i
6,f,1,m,0,i
7,f,1,m,0,i
8,f,1,m,0,i
9,f,1,m,0,i
10,f,1,m,0,i
11,f,1,m,0,i
12,f,5,M,1,V6
13,f,5,M,1,V6
14,f,5,M,1,V6
15,f,7/5,d7,2,vii-43/V
16,f,7/5,d7,2,vii-43/V
17,f,7/5,d7,2,vii-43/V
18,f,5,M,1,V6
19,f,5,M,1,V6
20,f,5,M,1,V6
21,f,5,M,1,V6
22,G-,1,M,0,I
23,G-,1,M,0,I
24,G-,1,M,0,I
25,G-,1,M,0,I
26,G-,1,M,0,I
27,G-,1,M,0,I
28,G-,1,M,0,I
29,G-,1,M,0,I
30,G-,1,M,0,I
31,G-,1,M,0,I
32,G-,1,M,0,I
33,G-,1,M,0,I
34,G-,1,M,0,I
35,G-,1,M,0,I
36,G-,5,M,1,V6
37,G-,5,M,1,V6
38,G-,5,M,1,V6
39,G-,7/5,d7,2,vii-43/V
40,G-,7/5,d7,2,vii-43/V
41,G-,7/5,d7,2,vii-43/V
42,G-,5,M,1,V6
43,G-,5,M,1,V6
44,G-,5,M,1,V6
45,G-,5,M,1,V6
46,G-,5,M,1,V6
47,G-,5,M,1,V6
48,f,5,M,1,V6
49,f,5,M,1,V6
50,f,5,M,1,V6
51,f,7/5,d7,2,vii-43/V
52,f,7/5,d7,2,vii-43/V
53,f,7/5,d7,2,vii-43/V
54,f,5,M,1,V6
55,f,5,M,1,V6
56,f,5,M,1,V6
57,f,5,M,1,V6
58,f,5,M,1,V6
59,f,5,M,1,V6
60,f,7,d7,1,vii-65
61,f,7,d7,1,vii-65
62,f,7,d7,1,vii-65
63,f,4,m7,3,iv42
64,f,4,m7,3,iv42
65,f,4,m7,3,iv42
66,f,7,d7,1,vii-65
67,f,7,d7,1,vii-65
68,f,7,d7,1,vii-65
69,f,7,d7,1,vii-65
70,f,7,d7,1,vii-65
71,f,7,d7,1,vii-65
72,f,7,d7,1,vii-65
73,f,7,d7,1,vii-65
74,f,7,d7,1,vii-65
75,f,7,d7,1,vii-65
76,f,7,d7,1,vii-65
77,f,7,d7,1,vii-65
78,f,7,d7,1,vii-65
79,f,7,d7,1,vii-65
80,f,7,d7,1,vii-65
81,f,7,d7,1,vii-65
82,f,7,d7,1,vii-65
83,f,7,d7,1,vii-65
84,f,7,d7,1,vii-65
85,f,7,d7,1,vii-65
86,f,7,d7,1,vii-65
87,f,7,d7,1,vii-65
88,f,6,M,1,VI6
89,f,6,M,1,VI6
90,f,5,M,1,V6
91,f,5,M,1,V6
92,f,5,M,1,V6
93,f,5,M,1,V6
94,f,1,m,0,i
95,f,1,m,0,i
96,f,1,m,0,i
97,f,1,m,0,i
98,f,1,m,0,i
99,f,1,m,0,i
100,f,1,m,0,i
101,f,1,m,0,i
102,f,1,m,0,i
103,f,1,m,0,i
104,f,1,m,0,i
105,f,1,m,0,i
106,f,1,m,0,i
107,f,1,m,0,i
108,f,1,m,0,i
109,f,1,m,0,i
110,f,1,m,0,i
111,f,1,m,0,i
112,f,1,m,0,i
113,f,1,m,0,i
114,f,5,M,1,V6
115,f,5,M,1,V6
116,f,5,M,1,V6
117,f,5,M,1,V6
118,f,5,M,1,V6
119,f,5,M,1,V6
120,f,5,M,1,V6
121,f,5,M,1,V6
122,f,5,M,1,V6
123,f,7/5,d7,2,vii-43/V
124,f,7/5,d7,2,vii-43/V
125,f,7/5,d7,2,vii-43/V
126,f,5,M,1,V6
127,f,5,M,1,V6
128,f,5,M,1,V6
129,f,5,M,1,V6
130,f,5,M,1,V6
131,f,5,M,1,V6
132,f,5,M,1,V6
133,f,5,M,1,V6
134,f,5,M,1,V6
135,a-,5,D7,0,V7
136,a-,5,D7,0,V7
