onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
-1.5,60.0,60.0,1.25,0.0,0.0
-0.25,56.0,58.0,0.25,0.0,0.0
0.0,53.0,56.0,4.5,0.0,1.0
4.5,56.0,58.0,1.25,0.0,1.0
5.75,60.0,60.0,0.25,0.0,1.0
6.0,65.0,63.0,1.5,0.0,2.0
7.5,68.0,65.0,1.25,0.0,2.0
8.75,72.0,67.0,0.25,0.0,2.0
9.0,77.0,70.0,1.5,0.0,2.0
10.5,65.0,63.0,1.5,0.0,2.0
12.0,72.0,67.0,2.5,0.0,3.0
14.5,74.0,68.0,0.5,0.0,3.0
15.0,74.0,68.0,2.25,0.0,3.0
17.25,72.0,67.0,0.25,0.0,3.0
17.5,76.0,69.0,0.25,0.0,3.0
17.75,74.0,68.0,0.25,0.0,3.0
18.0,72.0,67.0,1.0,0.0,4.0
22.5,61.0,61.0,1.25,0.0,4.0
23.75,58.0,59.0,0.25,0.0,4.0
24.0,54.0,57.0,4.5,0.0,5.0
28.5,58.0,59.0,1.25,0.0,5.0
29.75,61.0,61.0,0.25,0.0,5.0
30.0,66.0,64.0,1.5,0.0,6.0
31.5,70.0,66.0,1.25,0.0,6.0
32.75,73.0,68.0,0.25,0.0,6.0
33.0,78.0,71.0,1.5,0.0,6.0
34.5,66.0,64.0,1.5,0.0,6.0
36.0,73.0,68.0,2.5,0.0,7.0
38.5,75.0,69.0,0.5,0.0,7.0
39.0,75.0,69.0,2.25,0.0,7.0
41.25,73.0,68.0,0.25,0.0,7.0
41.5,77.0,70.0,0.25,0.0,7.0
41.75,75.0,69.0,0.25,0.0,7.0
42.0,73.0,68.0,1.0,0.0,8.0
48.0,72.0,67.0,2.5,0.0,9.0
50.5,74.0,68.0,0.5,0.0,9.0
51.0,74.0,68.0,2.25,0.0,9.0
53.25,72.0,67.0,0.25,0.0,9.0
53.5,76.0,69.0,0.25,0.0,9.0
53.75,74.0,68.0,0.25,0.0,9.0
54.0,72.0,67.0,1.0,0.0,10.0
55.5,37.0,47.0,0.5,1.0,10.0
56.0,37.0,47.0,0.5,1.0,10.0
56.5,37.0,47.0,0.5,1.0,10.0
57.0,36.0,46.0,1.0,1.0,10.0
60.0,76.0,69.0,2.5,0.0,11.0
62.5,77.0,70.0,0.5,0.0,11.0
63.0,77.0,70.0,2.25,0.0,11.0
65.25,76.0,69.0,0.25,0.0,11.0
65.5,79.0,71.0,0.25,0.0,11.0
65.75,77.0,70.0,0.25,0.0,11.0
66.0,76.0,69.0,1.0,0.0,12.0
67.5,37.0,47.0,0.5,1.0,12.0
68.0,37.0,47.0,0.5,1.0,12.0
68.5,37.0,47.0,0.5,1.0,12.0
69.0,36.0,46.0,1.0,1.0,12.0
70.5,79.0,71.0,0.5,0.0,12.0
71.0,79.0,71.0,0.5,0.0,12.0
71.5,79.0,71.0,0.5,0.0,12.0
72.0,82.0,73.0,1.0,0.0,13.0
73.5,37.0,47.0,0.5,1.0,13.0
74.0,37.0,47.0,0.5,1.0,13.0
74.5,37.0,47.0,0.5,1.0,13.0
75.0,36.0,46.0,1.0,1.0,13.0
76.5,82.0,73.0,0.5,0.0,13.0
77.0,82.0,73.0,0.5,0.0,13.0
77.5,82.0,73.0,0.5,0.0,13.0
78.0,88.0,76.0,0.25,0.0,14.0
78.25,82.0,73.0,0.25,0.0,14.0
78.5,91.0,78.0,0.25,0.0,14.0
78.75,88.0,76.0,0.25,0.0,14.0
79.0,94.0,80.0,0.25,0.0,14.0
79.25,91.0,78.0,0.25,0.0,14.0
79.5,88.0,76.0,0.25,0.0,14.0
79.75,91.0,78.0,0.25,0.0,14.0
80.0,82.0,73.0,0.25,0.0,14.0
80.25,88.0,76.0,0.25,0.0,14.0
80.5,79.0,71.0,0.25,0.0,14.0
80.75,82.0,73.0,0.25,0.0,14.0
81.0,76.0,69.0,0.25,0.0,14.0
81.25,79.0,71.0,0.25,0.0,14.0
81.5,70.0,66.0,0.25,0.0,14.0
81.75,76.0,69.0,0.25,0.0,14.0
82.0,67.0,64.0,0.25,0.0,14.0
82.25,70.0,66.0,0.25,0.0,14.0
82.5,64.0,62.0,0.25,0.0,14.0
82.75,67.0,64.0,0.25,0.0,14.0
83.0,58.0,59.0,0.25,0.0,14.0
83.25,64.0,62.0,0.25,0.0,14.0
83.5,55.0,57.0,0.25,0.0,14.0
83.75,58.0,59.0,0.25,0.0,14.0
84.0,52.0,55.0,0.25,1.0,15.0
84.25,55.0,57.0,0.25,1.0,15.0
84.5,46.0,52.0,0.25,1.0,15.0
84.75,52.0,55.0,0.25,1.0,15.0
85.0,31.0,43.0,0.25,1.0,15.0
85.25,34.0,45.0,0.25,1.0,15.0
85.5,40.0,48.0,0.25,1.0,15.0
85.75,43.0,50.0,0.25,1.0,15.0
86.0,46.0,52.0,0.25,1.0,15.0
86.25,49.0,54.0,0.25,1.0,15.0
86.5,52.0,55.0,0.25,1.0,15.0
86.75,55.0,57.0,0.25,1.0,15.0
87.0,58.0,59.0,0.5,1.0,15.0
88.5,61.0,61.0,0.5,0.0,15.0
90.0,60.0,60.0,3.0,0.0,16.0
94.5,60.0,60.0,1.25,0.0,16.0
95.75,56.0,58.0,0.25,0.0,16.0
96.0,53.0,56.0,0.5,0.0,17.0
96.5,65.0,63.0,1.0,0.0,17.0
97.0,41.0,49.0,0.5,1.0,17.0
97.5,68.0,65.0,1.0,0.0,17.0
98.0,41.0,49.0,1.0,1.0,17.0
98.5,72.0,67.0,1.0,0.0,17.0
99.0,41.0,49.0,1.0,1.0,17.0
99.5,77.0,70.0,1.0,0.0,17.0
100.0,41.0,49.0,0.5,1.0,17.0
100.5,80.0,72.0,1.0,0.0,17.0
101.0,41.0,49.0,1.0,1.0,17.0
101.5,84.0,74.0,0.5,0.0,17.0
102.0,89.0,77.0,3.0,0.0,18.0
106.5,56.0,58.0,1.25,0.0,18.0
107.75,60.0,60.0,0.25,0.0,18.0
108.0,65.0,63.0,1.5,0.0,19.0
109.5,68.0,65.0,1.25,0.0,19.0
110.75,72.0,67.0,0.25,0.0,19.0
111.0,77.0,70.0,1.5,0.0,19.0
112.5,65.0,63.0,1.5,0.0,19.0
114.0,60.0,60.0,0.5,0.0,20.0
114.5,64.0,62.0,1.0,0.0,20.0
115.0,48.0,53.0,0.5,1.0,20.0
115.5,67.0,64.0,1.0,0.0,20.0
116.0,48.0,53.0,1.0,1.0,20.0
116.5,72.0,67.0,1.0,0.0,20.0
117.0,48.0,53.0,1.0,1.0,20.0
117.5,76.0,69.0,1.0,0.0,20.0
118.0,48.0,53.0,0.5,1.0,20.0
118.5,79.0,71.0,1.0,0.0,20.0
119.0,48.0,53.0,1.0,1.0,20.0
119.5,84.0,74.0,0.5,0.0,20.0
120.0,72.0,67.0,2.5,0.0,21.0
121.5,72.0,67.0,1.0,0.0,21.0
122.5,74.0,68.0,0.5,0.0,21.0
123.0,74.0,68.0,2.25,0.0,21.0
124.5,74.0,68.0,0.75,0.0,21.0
125.25,72.0,67.0,0.25,0.0,21.0
125.5,76.0,69.0,0.25,0.0,21.0
125.75,74.0,68.0,0.25,0.0,21.0
126.0,60.0,60.0,0.5,0.0,22.0
126.5,64.0,62.0,1.0,0.0,22.0
127.0,48.0,53.0,0.5,1.0,22.0
127.5,67.0,64.0,1.0,0.0,22.0
128.0,48.0,53.0,1.0,1.0,22.0
128.5,72.0,67.0,1.0,0.0,22.0
129.0,48.0,53.0,1.0,1.0,22.0
129.5,76.0,69.0,1.0,0.0,22.0
130.0,48.0,53.0,0.5,1.0,22.0
130.5,79.0,71.0,1.0,0.0,22.0
131.0,48.0,53.0,1.0,1.0,22.0
131.5,84.0,74.0,0.5,0.0,22.0
132.0,72.0,67.0,2.5,0.0,23.0
134.5,73.0,68.0,0.5,0.0,23.0
135.0,73.0,68.0,2.5,0.0,23.0
137.5,72.0,67.0,0.25,0.0,23.0
137.75,73.0,68.0,0.25,0.0,23.0
138.0,82.0,73.0,1.5,0.0,24.0
138.5,75.0,69.0,0.5,1.0,24.0
139.0,75.0,69.0,0.5,1.0,24.0
139.5,75.0,69.0,0.5,1.0,24.0
