onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
-0.5,63.0,62.0,0.5,0.0,0.0
0.0,63.0,62.0,0.5,0.0,1.0
0.5,68.0,65.0,0.5,0.0,1.0
1.0,68.0,65.0,0.5,0.0,1.0
1.5,68.0,65.0,0.25,0.0,2.0
1.75,67.0,64.0,0.25,0.0,2.0
2.0,67.0,64.0,0.375,0.0,2.0
2.375,65.0,63.0,0.125,0.0,2.0
2.5,67.0,64.0,0.375,0.0,2.0
2.875,63.0,62.0,0.125,0.0,2.0
3.0,68.0,65.0,1.0,0.0,3.0
3.5,63.0,62.0,0.5,0.0,3.0
4.0,70.0,66.0,0.5,0.0,3.0
4.5,73.0,68.0,0.375,0.0,4.0
4.875,72.0,67.0,0.125,0.0,4.0
5.0,70.0,66.0,0.5,0.0,4.0
5.5,72.0,67.0,0.0,0.0,4.0
5.625,69.0,65.0,0.125,0.0,4.0
5.75,70.0,66.0,0.125,0.0,4.0
5.875,72.0,67.0,0.125,0.0,4.0
6.0,73.0,68.0,1.0,0.0,5.0
6.5,65.0,63.0,0.5,1.0,5.0
7.0,72.0,67.0,0.5,0.0,5.0
7.5,77.0,70.0,0.5,0.0,6.0
8.0,70.0,66.0,0.5,0.0,6.0
8.5,75.0,69.0,0.5,0.0,6.0
9.0,68.0,65.0,0.5,0.0,7.0
9.5,73.0,68.0,0.5,0.0,7.0
10.0,72.0,67.0,0.5,0.0,7.0
10.5,69.0,65.0,0.5,0.0,8.0
11.0,70.0,66.0,0.25,0.0,8.0
11.5,63.0,62.0,0.375,0.0,8.0
11.875,63.0,62.0,0.125,0.0,8.0
12.0,63.0,62.0,0.25,0.0,9.0
12.25,68.0,65.0,0.25,0.0,9.0
12.5,68.0,65.0,0.25,0.0,9.0
12.75,68.0,65.0,0.25,0.0,9.0
13.0,68.0,65.0,0.25,0.0,9.0
13.25,68.0,65.0,0.25,0.0,9.0
13.5,68.0,65.0,0.25,0.0,10.0
