time,key,degree,quality,inversion,roman_numeral_notation
0,33,1,1,1,I
1,33,8,5,3,V43
2,33,8,5,3,V43
3,33,1,1,2,I6
4,33,1,1,1,I
5,33,8,1,1,V
6,33,6,1,2,IV6
7,33,5,5,2,V65/V
8,33,1,1,2,I6
9,33,12,9,1,vii-7
10,33,12,9,4,vii-42/vii
11,33,8,1,1,V
12,33,1,1,1,I
13,33,8,5,3,V43
14,33,8,5,3,V43
15,33,1,1,2,I6
16,33,1,1,1,I
17,33,8,1,1,V
18,33,6,1,2,IV6
19,33,5,5,2,V65/V
20,33,1,1,2,I6
21,33,1,1,3,I64
22,33,1,1,1,I
23,33,1,1,1,I
24,33,12,5,1,V7/ii
25,33,3,2,1,ii
26,33,3,2,1,ii
27,33,8,5,1,V7
28,33,1,1,1,I
29,33,1,1,1,I
30,33,5,9,4,vii-42/iii
31,33,10,2,2,vi6
32,33,10,2,1,vi
33,15,1,1,3,I64
34,15,10,2,1,vi
35,15,5,1,2,V6/V
36,15,1,1,3,I64
37,15,1,1,1,I
38,33,8,5,2,V65
39,33,1,1,1,I
40,33,8,5,3,V43
41,33,8,5,3,V43
42,33,1,1,2,I6
43,33,1,1,1,I
44,33,8,1,1,V
45,33,6,1,2,IV6
46,33,8,8,1,vii-/V
47,33,1,1,2,I6
48,33,1,1,3,I64
49,33,1,1,1,I
50,33,1,1,1,I
51,33,1,1,1,I
52,33,8,5,3,V43
53,33,8,5,3,V43
54,33,1,1,2,I6
55,33,1,1,1,I
56,33,8,1,1,V
57,33,6,1,2,IV6
58,33,5,5,2,V65/V
59,33,1,1,2,I6
60,33,12,9,1,vii-7
61,33,12,9,4,vii-42/vii
62,33,8,1,1,V
63,33,1,1,1,I
64,33,8,5,3,V43
65,33,8,5,3,V43
66,33,1,1,2,I6
67,33,1,1,1,I
68,33,8,1,1,V
69,33,6,1,2,IV6
70,33,5,5,2,V65/V
71,33,1,1,2,I6
72,33,1,1,3,I64
73,33,1,1,1,I
74,33,1,1,1,I
75,33,12,5,1,V7/ii
76,33,3,2,1,ii
77,33,3,2,1,ii
78,33,8,5,1,V7
79,33,1,1,1,I
80,33,1,1,1,I
81,33,5,9,4,vii-42/iii
82,33,10,2,2,vi6
83,33,10,2,1,vi
84,15,1,1,3,I64
85,15,10,2,1,vi
86,15,5,1,2,V6/V
87,15,1,1,3,I64
88,15,1,1,1,I
89,33,8,5,2,V65
90,33,1,1,1,I
91,33,8,5,3,V43
92,33,8,5,3,V43
93,33,1,1,2,I6
94,33,1,1,1,I
95,33,8,1,1,V
96,33,6,1,2,IV6
97,33,5,5,2,V65/V
98,33,1,1,2,I6
99,33,1,1,3,I64
100,33,1,1,1,I
101,33,1,1,1,I
102,33,1,1,1,I
103,33,8,5,2,V65
104,33,8,5,2,V65
105,33,1,1,1,I
106,33,1,1,3,I64
107,33,8,1,1,V
108,33,6,1,1,IV
109,33,8,8,1,vii-/V
110,33,1,1,2,I6
111,33,8,5,2,V65
112,33,12,9,4,vii-42/vii
113,33,8,1,1,V
114,33,1,1,1,I
115,33,8,5,3,V43
116,33,8,5,3,V43
117,33,1,1,2,I6
118,33,1,1,1,I
119,33,8,1,1,V
120,33,6,1,2,IV6
121,33,8,8,1,vii-/V
122,33,1,1,2,I6
123,33,1,1,3,I64
124,33,1,1,1,I
125,33,1,1,1,I
126,33,12,5,2,V65/ii
127,33,3,2,1,ii
128,33,3,2,1,ii
129,33,8,5,2,V65
130,33,1,1,1,I
131,33,1,1,1,I
132,33,3,9,1,vii-7/ii
133,33,10,2,2,vi6
134,33,10,2,1,vi
135,15,1,1,3,I64
136,15,10,2,1,vi
137,15,8,10,2,vii=7/V
138,15,1,1,3,I64
139,15,1,1,1,I
140,33,8,5,2,V65
141,33,1,1,1,I
142,33,8,5,2,V65
143,33,8,5,2,V65
144,33,1,1,1,I
145,33,1,1,2,I6
146,33,8,1,1,V
147,33,6,1,1,IV
148,33,8,8,1,vii-/V
149,33,1,1,2,I6
150,33,1,1,3,I64
151,33,1,1,1,I
152,34,1,2,1,i
153,34,1,2,1,i
154,34,12,8,2,vii-6
155,34,12,8,2,vii-6
156,34,1,2,2,i6
157,34,2,1,2,N6
158,34,2,1,2,N6
159,34,6,9,2,vii-65/iv
160,34,6,2,2,iv6
161,34,6,2,2,iv6
162,34,8,9,2,vii-65/V
163,34,8,1,1,V
164,34,8,1,1,V
165,34,1,2,1,i
166,34,12,8,2,vii-6
167,34,12,8,2,vii-6
168,34,1,2,2,i6
169,34,2,1,2,N6
170,34,2,1,2,N6
171,34,6,9,2,vii-65/iv
172,34,6,2,2,iv6
173,34,8,9,2,vii-65/V
174,34,1,2,3,i64
175,34,1,2,1,i
176,34,10,8,3,vii-64/VI
177,34,3,5,1,V7/iv
178,34,3,8,3,ii-64
179,34,3,8,3,ii-64
180,34,8,5,1,V7
181,34,1,2,1,i
182,34,1,2,1,i
183,34,5,5,2,V65/V
184,34,8,1,1,V
185,34,8,1,1,V
186,16,1,2,3,i64
187,16,10,2,1,vi
188,16,5,1,2,V6/V
189,16,1,2,3,i64
190,16,1,2,1,i
191,34,8,5,3,V43
192,34,1,2,1,i
193,34,12,8,2,vii-6
194,34,12,8,2,vii-6
195,34,1,2,2,i6
196,34,2,1,2,N6
197,34,2,1,2,N6
198,34,6,9,2,vii-65/iv
199,34,6,2,2,iv6
200,34,8,9,2,vii-65/V
201,34,1,2,3,i64
202,34,1,2,1,i
203,33,1,1,1,I
204,33,1,1,1,I
205,33,12,8,2,vii-6
206,33,12,8,2,vii-6
207,33,1,1,2,I6
208,33,8,10,1,vii=7/V
209,33,6,1,2,IV6
210,33,1,1,1,I
211,33,8,5,4,V42
212,33,8,9,2,vii-65/V
213,33,1,1,1,I
214,33,8,1,1,V
215,33,8,1,1,V
216,33,1,1,1,I
217,33,12,8,2,vii-6
218,33,12,8,2,vii-6
219,33,1,1,2,I6
220,33,8,10,1,vii=7/V
221,33,6,1,2,IV6
222,33,1,1,1,I
223,33,8,5,4,V42
224,33,8,9,2,vii-65/V
225,33,1,1,3,I64
226,33,1,1,1,I
227,40,10,1,2,VI6
228,40,8,1,2,V6
229,40,1,2,1,i
230,34,10,1,2,VI6
231,34,8,1,2,V6
232,34,3,1,1,V/iv
233,20,1,2,2,i6
234,20,5,5,1,V7/V
235,20,3,1,1,V/iv
236,15,5,1,2,V6/V
237,15,1,1,3,I64
238,15,10,2,1,vi
239,15,5,1,2,V6/V
240,15,1,1,3,I64
241,15,1,1,1,I
242,33,8,5,3,V43
243,33,1,1,1,I
244,33,12,8,2,vii-6
245,33,12,8,2,vii-6
246,33,1,1,2,I6
247,33,8,10,1,vii=7/V
248,33,6,1,2,IV6
249,33,1,1,1,I
250,33,8,5,4,V42
251,33,8,9,2,vii-65/V
252,33,1,1,3,I64
253,33,1,1,1,I
254,33,1,1,1,I
255,33,1,1,1,I
256,33,8,1,3,V64
257,33,8,1,3,V64
258,33,1,1,2,I6
259,33,1,1,1,I
260,33,8,2,2,v6
261,33,6,1,2,IV6
262,33,5,5,2,V65/V
263,33,1,1,2,I6
264,33,10,9,2,vii-65/vi
265,33,8,5,1,V7
266,33,8,5,1,V7
267,33,1,1,1,I
268,33,8,1,3,V64
269,33,8,1,3,V64
270,33,1,1,2,I6
271,33,1,1,1,I
272,33,8,2,2,v6
273,33,6,1,2,IV6
274,33,5,5,2,V65/V
275,33,1,1,2,I6
276,33,1,1,3,I64
277,33,1,1,1,I
278,33,1,1,1,I
279,33,10,9,2,vii-65/vi
280,33,3,2,1,ii
281,33,3,2,1,ii
282,33,8,8,2,vii-6/V
283,33,1,1,1,I
284,33,1,1,1,I
285,33,5,9,1,vii-7/iii
286,33,10,2,2,vi6
287,33,10,2,1,vi
288,15,1,1,3,I64
289,15,10,2,1,vi
290,15,12,9,3,vii-43
291,15,1,1,3,I64
292,15,1,1,1,I
293,33,8,5,1,V7
294,33,1,1,1,I
295,33,8,1,3,V64
296,33,8,1,3,V64
297,33,1,1,2,I6
298,33,1,1,1,I
299,33,8,2,2,v6
300,33,6,1,2,IV6
301,33,5,5,2,V65/V
302,33,1,1,2,I6
303,33,1,1,3,I64
304,33,1,1,1,I
305,33,1,1,1,I
