time,key,degree,quality,inversion,roman_numeral_notation
0,25,1,0,0,I
1,25,1,0,0,I
2,25,1,0,0,I
3,25,1,0,0,I
4,25,1,0,0,I
5,25,1,0,1,I6
6,25,8,0,2,V64
7,25,1,0,0,I
8,25,8,0,1,V6
9,25,8,0,0,V
10,25,1,0,0,I
11,25,3,4,3,V42/IV
12,25,10,3,0,vi7
13,25,8,4,1,V65
14,25,1,0,0,I
15,25,1,0,0,I
16,25,1,0,0,I
17,25,1,0,0,I
18,25,1,0,0,I
19,25,1,0,0,I
20,25,1,0,0,I
21,25,1,0,1,I6
22,25,8,0,2,V64
23,25,1,0,0,I
24,25,8,0,1,V6
25,25,8,0,0,V
26,25,1,0,0,I
27,25,3,4,3,V42/IV
28,25,10,3,0,vi7
29,25,8,4,1,V65
30,25,1,0,0,I
31,25,1,0,0,I
32,25,3,1,1,ii6
33,25,3,1,1,ii6
34,25,3,1,1,ii6
35,25,3,1,1,ii6
36,25,1,0,1,I6
37,25,1,0,1,I6
38,25,1,0,1,I6
39,25,1,0,1,I6
40,25,6,0,0,IV
41,25,6,0,0,IV
42,25,8,0,0,V
43,25,8,0,0,V
44,25,1,0,0,I
45,25,1,0,0,I
46,25,1,0,0,I
47,25,1,0,0,I
48,25,3,1,1,ii6
49,25,3,1,1,ii6
50,25,3,1,1,ii6
51,25,3,1,1,ii6
52,25,5,4,1,V65/V
53,25,5,4,1,V65/V
54,25,5,4,1,V65/V
55,25,5,4,1,V65/V
56,25,8,4,0,V7
57,25,8,4,0,V7
58,25,8,4,0,V7
59,25,8,4,0,V7
60,25,1,0,2,I64
61,25,1,0,2,I64
62,25,1,0,2,I64
63,25,1,0,2,I64
64,25,8,4,0,V7
65,25,8,4,0,V7
66,25,8,4,0,V7
67,25,8,4,0,V7
68,25,1,0,2,I64
69,25,1,0,2,I64
70,25,1,0,2,I64
71,25,1,0,2,I64
72,25,8,0,0,V
73,25,1,0,2,I64
74,25,8,0,0,V
75,25,1,0,2,I64
76,25,8,0,0,V
77,25,8,0,0,V
78,25,8,0,0,V
79,25,8,0,0,V
80,7,1,0,1,I6
81,7,8,4,3,V42
82,7,1,0,1,I6
83,7,8,0,1,V6
84,7,1,0,0,I
85,7,8,0,1,V6
86,7,8,0,0,V
87,7,8,0,0,V
88,7,8,4,3,V42
89,7,1,0,1,I6
90,7,8,0,2,V64
91,7,1,0,0,I
92,7,8,4,1,V65
93,7,1,0,0,I
94,7,1,0,0,I
95,7,1,0,0,I
96,7,3,1,1,ii6
97,7,3,1,1,ii6
98,7,1,0,1,I6
99,7,1,0,1,I6
100,7,3,1,1,ii6
101,7,3,1,1,ii6
102,7,1,0,1,I6
103,7,1,0,1,I6
104,7,3,1,1,ii6
105,7,3,1,1,ii6
106,7,5,4,1,V65/V
107,7,5,4,1,V65/V
108,7,8,0,0,V
109,7,8,0,0,V
110,7,8,0,0,V
111,7,8,0,0,V
112,7,1,0,1,I6
113,7,8,4,3,V42
114,7,1,0,1,I6
115,7,8,0,1,V6
116,7,1,0,0,I
117,7,8,0,0,V
118,7,8,0,0,V
119,7,8,0,0,V
120,7,8,4,3,V42
121,7,1,0,1,I6
122,7,8,0,2,V64
123,7,1,0,0,I
124,7,8,4,1,V65
125,7,1,0,0,I
126,7,1,0,0,I
127,7,1,0,0,I
128,7,3,1,1,ii6
129,7,3,1,1,ii6
130,7,1,0,1,I6
131,7,1,0,1,I6
132,7,3,1,1,ii6
133,7,3,1,1,ii6
134,7,1,0,1,I6
135,7,1,0,1,I6
136,7,3,1,1,ii6
137,7,3,1,1,ii6
138,7,8,0,0,V
139,7,8,0,0,V
140,7,1,0,0,I
141,7,1,0,0,I
142,7,1,0,0,I
143,7,1,0,0,I
144,7,8,4,2,V43
145,7,8,4,2,V43
146,7,8,4,2,V43
147,7,8,4,2,V43
148,7,1,0,0,I
149,7,1,0,0,I
150,7,1,0,0,I
151,7,1,0,0,I
152,7,8,4,1,V65
153,7,8,4,1,V65
154,7,8,4,1,V65
155,7,8,4,1,V65
156,7,1,0,0,I
157,7,1,0,0,I
158,7,1,0,0,I
159,7,1,0,0,I
160,7,3,4,0,V7/IV
161,7,3,4,0,V7/IV
162,7,3,4,0,V7/IV
163,7,3,4,0,V7/IV
164,7,6,0,0,IV
165,7,6,0,0,IV
166,7,1,0,2,I64
167,7,8,4,0,V7
168,7,1,0,0,I
169,7,1,0,0,I
170,7,1,0,0,I
171,7,1,0,0,I
172,7,6,0,0,IV
173,7,6,0,0,IV
174,7,6,0,0,IV
175,7,6,0,0,IV
176,7,1,0,0,I
177,7,3,1,1,ii6
178,7,1,0,2,I64
179,7,8,0,0,V
180,7,1,0,0,I
181,7,1,0,0,I
182,7,1,0,0,I
183,7,1,0,0,I
184,7,6,0,0,IV
185,7,6,0,0,IV
186,7,6,0,0,IV
187,7,6,0,0,IV
188,7,1,0,0,I
189,7,3,1,1,ii6
190,7,1,0,2,I64
191,7,8,0,0,V
192,7,1,0,0,I
193,7,1,0,0,I
194,7,8,4,3,V42
195,7,8,4,3,V42
196,7,1,0,0,I
197,7,1,0,0,I
198,7,8,4,3,V42
199,7,8,4,3,V42
200,7,1,0,0,I
201,7,8,4,3,V42
202,7,1,0,0,I
203,7,8,4,3,V42
204,7,1,0,0,I
205,7,1,0,0,I
206,7,1,0,0,I
207,7,1,0,0,I
208,25,1,0,0,I
209,25,1,0,0,I
210,25,1,0,0,I
211,25,1,0,0,I
212,25,1,0,0,I
213,25,1,0,1,I6
214,25,8,0,2,V64
215,25,1,0,0,I
216,25,8,0,1,V6
217,25,8,0,0,V
218,25,1,0,0,I
219,25,3,4,3,V42/IV
220,25,10,3,0,vi7
221,25,8,4,1,V65
222,25,1,0,0,I
223,25,1,0,0,I
224,25,1,0,0,I
225,25,1,0,0,I
226,25,1,0,0,I
227,25,1,0,0,I
228,25,1,0,0,I
229,25,1,0,1,I6
230,25,8,0,2,V64
