onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,70.0,66.0,1.0,0.0,1.0
1.0,70.0,66.0,1.0,0.0,1.0
2.0,67.0,64.0,2.0,0.0,1.0
2.25,46.0,52.0,0.25,1.0,1.0
2.5,48.0,53.0,0.25,1.0,1.0
2.75,50.0,54.0,0.25,1.0,1.0
3.0,51.0,55.0,0.25,1.0,1.0
3.25,53.0,56.0,0.25,1.0,1.0
3.5,55.0,57.0,0.25,1.0,1.0
3.75,51.0,55.0,0.25,1.0,1.0
4.0,65.0,63.0,1.0,0.0,2.0
5.0,65.0,63.0,1.0,0.0,2.0
6.0,70.0,66.0,2.0,0.0,2.0
6.25,55.0,57.0,0.25,1.0,2.0
6.5,53.0,56.0,0.25,1.0,2.0
6.75,51.0,55.0,0.25,1.0,2.0
7.0,50.0,54.0,0.25,1.0,2.0
7.25,48.0,53.0,0.25,1.0,2.0
7.5,46.0,52.0,0.25,1.0,2.0
7.75,50.0,54.0,0.25,1.0,2.0
8.0,70.0,66.0,1.0,0.0,3.0
9.0,70.0,66.0,1.0,0.0,3.0
10.0,67.0,64.0,2.0,0.0,3.0
10.25,46.0,52.0,0.25,1.0,3.0
10.5,48.0,53.0,0.25,1.0,3.0
10.75,50.0,54.0,0.25,1.0,3.0
11.0,51.0,55.0,0.25,1.0,3.0
11.25,53.0,56.0,0.25,1.0,3.0
11.5,55.0,57.0,0.25,1.0,3.0
11.75,51.0,55.0,0.25,1.0,3.0
12.0,65.0,63.0,0.5,0.0,4.0
12.25,53.0,56.0,0.25,1.0,4.0
12.5,70.0,66.0,1.0,0.0,4.0
12.75,46.0,52.0,0.25,1.0,4.0
13.0,44.0,51.0,0.25,1.0,4.0
13.25,41.0,49.0,0.25,1.0,4.0
13.5,70.0,66.0,0.5,0.0,4.0
13.75,34.0,45.0,0.25,1.0,4.0
14.0,63.0,62.0,1.0,0.0,4.0
15.0,51.0,55.0,0.5,1.0,4.0
16.0,70.0,66.0,1.0,0.0,1.0
17.0,70.0,66.0,1.0,0.0,1.0
18.0,67.0,64.0,2.0,0.0,1.0
18.25,46.0,52.0,0.25,1.0,1.0
18.5,48.0,53.0,0.25,1.0,1.0
18.75,50.0,54.0,0.25,1.0,1.0
19.0,51.0,55.0,0.25,1.0,1.0
19.25,53.0,56.0,0.25,1.0,1.0
19.5,55.0,57.0,0.25,1.0,1.0
19.75,51.0,55.0,0.25,1.0,1.0
20.0,65.0,63.0,1.0,0.0,2.0
21.0,65.0,63.0,1.0,0.0,2.0
22.0,70.0,66.0,2.0,0.0,2.0
22.25,55.0,57.0,0.25,1.0,2.0
22.5,53.0,56.0,0.25,1.0,2.0
22.75,51.0,55.0,0.25,1.0,2.0
23.0,50.0,54.0,0.25,1.0,2.0
23.25,48.0,53.0,0.25,1.0,2.0
23.5,46.0,52.0,0.25,1.0,2.0
23.75,50.0,54.0,0.25,1.0,2.0
24.0,70.0,66.0,1.0,0.0,3.0
25.0,70.0,66.0,1.0,0.0,3.0
26.0,67.0,64.0,2.0,0.0,3.0
26.25,46.0,52.0,0.25,1.0,3.0
26.5,48.0,53.0,0.25,1.0,3.0
26.75,50.0,54.0,0.25,1.0,3.0
27.0,51.0,55.0,0.25,1.0,3.0
27.25,53.0,56.0,0.25,1.0,3.0
27.5,55.0,57.0,0.25,1.0,3.0
27.75,51.0,55.0,0.25,1.0,3.0
28.0,65.0,63.0,0.5,0.0,4.0
28.25,53.0,56.0,0.25,1.0,4.0
28.5,70.0,66.0,1.0,0.0,4.0
28.75,46.0,52.0,0.25,1.0,4.0
29.0,44.0,51.0,0.25,1.0,4.0
29.25,41.0,49.0,0.25,1.0,4.0
29.5,70.0,66.0,0.5,0.0,4.0
29.75,34.0,45.0,0.25,1.0,4.0
30.0,63.0,62.0,1.0,0.0,4.0
31.0,51.0,55.0,0.5,1.0,4.0
32.0,68.0,65.0,1.0,0.0,5.0
33.0,68.0,65.0,1.0,0.0,5.0
34.0,74.0,68.0,2.0,0.0,5.0
34.25,34.0,45.0,0.25,1.0,5.0
34.5,46.0,52.0,0.25,1.0,5.0
34.75,48.0,53.0,0.25,1.0,5.0
35.0,50.0,54.0,0.25,1.0,5.0
35.25,51.0,55.0,0.25,1.0,5.0
35.5,53.0,56.0,0.25,1.0,5.0
35.75,55.0,57.0,0.25,1.0,5.0
36.0,74.0,68.0,1.0,0.0,6.0
36.5,58.0,59.0,1.75,1.0,6.0
37.0,74.0,68.0,1.0,0.0,6.0
38.0,77.0,70.0,2.0,0.0,6.0
