time,key,degree,quality,inversion,roman_numeral_notation
0,15,1,1,1,I
1,15,1,1,1,I
2,15,1,1,1,I
3,15,1,1,1,I
4,15,8,5,1,V7
5,15,8,5,1,V7
6,15,8,5,1,V7
7,15,8,5,1,V7
8,15,1,1,1,I
9,15,1,1,1,I
10,15,1,1,1,I
11,15,1,1,1,I
12,15,8,5,1,V7
13,15,8,5,1,V7
14,15,1,1,1,I
15,15,1,1,1,I
16,15,1,1,1,I
17,15,1,1,1,I
18,15,1,1,1,I
19,15,1,1,1,I
20,15,8,5,1,V7
21,15,8,5,1,V7
22,15,8,5,1,V7
23,15,8,5,1,V7
24,15,1,1,1,I
25,15,1,1,1,I
26,15,1,1,1,I
27,15,1,1,1,I
28,15,8,5,1,V7
29,15,8,5,1,V7
30,15,1,1,1,I
31,15,1,1,1,I
32,15,8,5,1,V7
33,15,8,5,1,V7
34,15,8,5,1,V7
35,15,8,5,1,V7
36,15,8,5,1,V7
37,15,8,5,1,V7
38,15,8,5,1,V7
39,15,8,5,1,V7
40,15,8,5,1,V7
41,15,8,5,1,V7
42,15,10,9,1,vii-7/vi
43,15,6,1,1,V/vi
44,15,5,1,2,V6/V
45,15,8,5,1,V7
46,15,1,1,1,I
47,15,1,1,1,I
48,15,8,5,1,V7
49,15,8,5,1,V7
50,15,8,5,1,V7
51,15,8,5,1,V7
52,15,8,5,1,V7
53,15,8,5,1,V7
54,15,8,5,1,V7
55,15,8,5,1,V7
56,15,8,5,1,V7
57,15,8,5,1,V7
58,15,10,9,1,vii-7/vi
59,15,6,1,1,V/vi
60,15,5,1,2,V6/V
61,15,8,5,1,V7
62,15,1,1,1,I
63,15,1,1,1,I
64,15,1,1,1,I
65,15,1,1,1,I
66,15,1,1,1,I
67,15,1,1,1,I
68,15,1,1,1,I
69,15,1,1,1,I
70,15,1,1,1,I
71,15,1,1,1,I
72,15,8,5,3,V43
73,15,8,5,3,V43
74,15,8,5,3,V43
75,15,8,5,3,V43
76,15,8,5,1,V7
77,15,8,5,1,V7
78,15,1,1,1,I
79,15,1,1,1,I
80,15,1,1,1,I
