onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
-0.125,63.0,62.0,0.125,1.0,0.0
0.0,54.0,56.0,0.875,1.0,1.0
0.875,75.0,69.0,0.125,0.0,1.0
1.0,75.0,69.0,1.0,0.0,1.0
2.875,72.0,67.0,0.125,0.0,1.0
3.0,72.0,67.0,0.75,0.0,1.0
3.75,71.0,66.0,0.125,0.0,1.0
3.875,72.0,67.0,0.125,0.0,1.0
4.0,71.0,66.0,0.5,0.0,2.0
5.0,72.0,67.0,0.5,0.0,2.0
6.0,74.0,68.0,0.5,0.0,2.0
7.875,68.0,65.0,0.125,1.0,2.0
8.0,59.0,59.0,0.875,1.0,3.0
8.875,80.0,72.0,0.125,0.0,3.0
9.0,80.0,72.0,1.0,0.0,3.0
10.875,77.0,70.0,0.125,0.0,3.0
11.0,77.0,70.0,0.75,0.0,3.0
11.75,76.0,69.0,0.125,0.0,3.0
11.875,77.0,70.0,0.125,0.0,3.0
12.0,76.0,69.0,0.5,0.0,4.0
13.0,77.0,70.0,0.5,0.0,4.0
14.0,79.0,71.0,0.5,0.0,4.0
15.875,61.0,61.0,0.125,1.0,4.0
16.0,52.0,55.0,0.875,1.0,5.0
16.875,85.0,75.0,0.125,0.0,5.0
17.0,85.0,75.0,1.0,0.0,5.0
18.875,82.0,73.0,0.125,0.0,5.0
19.0,82.0,73.0,0.75,0.0,5.0
19.75,81.0,72.0,0.125,0.0,5.0
19.875,82.0,73.0,0.125,0.0,5.0
20.0,82.0,73.0,0.875,0.0,6.0
20.875,82.0,73.0,0.125,0.0,6.0
21.0,82.0,73.0,1.0,0.0,6.0
22.875,80.0,72.0,0.125,0.0,6.0
23.0,80.0,72.0,0.875,0.0,6.0
23.875,78.0,71.0,0.125,0.0,6.0
24.0,78.0,71.0,0.875,0.0,7.0
24.875,78.0,71.0,0.125,0.0,7.0
25.0,78.0,71.0,1.0,0.0,7.0
26.875,78.0,71.0,0.125,0.0,7.0
27.0,78.0,71.0,0.875,0.0,7.0
27.875,78.0,71.0,0.125,0.0,7.0
28.0,78.0,71.0,0.875,0.0,8.0
28.875,77.0,70.0,0.125,0.0,8.0
29.0,77.0,70.0,1.0,0.0,8.0
30.875,77.0,70.0,0.125,0.0,8.0
31.0,77.0,70.0,0.875,0.0,8.0
31.875,77.0,70.0,0.125,0.0,8.0
32.0,77.0,70.0,0.875,0.0,9.0
32.875,75.0,69.0,0.125,0.0,9.0
33.0,75.0,69.0,1.0,0.0,9.0
34.875,75.0,69.0,0.125,0.0,9.0
35.0,75.0,69.0,0.875,0.0,9.0
35.875,73.0,68.0,0.125,0.0,9.0
36.0,73.0,68.0,0.875,0.0,10.0
36.875,73.0,68.0,0.125,0.0,10.0
37.0,73.0,68.0,0.875,0.0,10.0
37.875,73.0,68.0,0.125,0.0,10.0
38.0,73.0,68.0,0.5,0.0,10.0
38.5,72.0,67.0,0.5,0.0,10.0
39.0,72.0,67.0,0.5,0.0,10.0
39.5,72.0,67.0,0.5,0.0,10.0
40.0,71.0,66.0,0.5,0.0,11.0
40.5,55.0,57.0,0.5,1.0,11.0
41.0,55.0,57.0,0.5,1.0,11.0
41.5,56.0,58.0,0.5,1.0,11.0
42.0,56.0,58.0,0.5,1.0,11.0
42.5,55.0,57.0,0.5,1.0,11.0
43.0,67.0,64.0,1.0,0.0,11.0
43.5,60.0,60.0,0.5,0.0,11.0
44.0,69.0,65.0,1.0,0.0,12.0
44.5,55.0,57.0,0.5,1.0,12.0
45.0,71.0,66.0,1.0,0.0,12.0
45.5,55.0,57.0,0.5,1.0,12.0
46.0,72.0,67.0,1.0,0.0,12.0
46.5,55.0,57.0,0.5,1.0,12.0
47.0,72.0,67.0,0.875,0.0,12.0
47.5,55.0,57.0,1.0,1.0,12.0
47.875,71.0,66.0,0.125,0.0,12.0
48.0,71.0,66.0,1.5,0.0,13.0
48.5,43.0,50.0,0.5,1.0,13.0
49.0,43.0,50.0,0.5,1.0,13.0
49.5,44.0,51.0,0.5,1.0,13.0
50.0,44.0,51.0,0.5,1.0,13.0
50.5,43.0,50.0,0.5,1.0,13.0
51.0,55.0,57.0,1.0,0.0,13.0
51.5,48.0,53.0,0.5,0.0,13.0
52.0,57.0,58.0,1.0,0.0,14.0
52.5,43.0,50.0,0.5,1.0,14.0
53.0,59.0,59.0,1.0,0.0,14.0
53.5,43.0,50.0,0.5,1.0,14.0
54.0,60.0,60.0,1.0,0.0,14.0
54.5,43.0,50.0,0.5,1.0,14.0
55.0,60.0,60.0,0.875,0.0,14.0
55.5,43.0,50.0,1.0,1.0,14.0
55.875,59.0,59.0,0.125,0.0,14.0
56.0,59.0,59.0,2.0,0.0,15.0
56.5,43.0,50.0,0.5,1.0,15.0
57.0,43.0,50.0,0.5,1.0,15.0
57.5,43.0,50.0,0.5,1.0,15.0
58.0,59.0,59.0,1.75,0.0,15.0
58.5,43.0,50.0,0.5,1.0,15.0
59.0,43.0,50.0,0.5,1.0,15.0
59.5,43.0,50.0,0.5,1.0,15.0
59.75,59.0,59.0,0.25,0.0,15.0
60.0,59.0,59.0,4.0,0.0,16.0
60.125,32.0,44.0,0.125,1.0,16.0
60.25,31.0,43.0,0.125,1.0,16.0
60.375,32.0,44.0,0.125,1.0,16.0
60.5,31.0,43.0,0.125,1.0,16.0
60.625,32.0,44.0,0.125,1.0,16.0
60.75,31.0,43.0,0.125,1.0,16.0
60.875,32.0,44.0,0.125,1.0,16.0
61.0,31.0,43.0,0.125,1.0,16.0
61.125,32.0,44.0,0.125,1.0,16.0
61.25,31.0,43.0,0.125,1.0,16.0
61.375,32.0,44.0,0.125,1.0,16.0
61.5,31.0,43.0,0.125,1.0,16.0
61.625,32.0,44.0,0.125,1.0,16.0
61.75,31.0,43.0,0.125,1.0,16.0
61.875,32.0,44.0,0.125,1.0,16.0
62.0,31.0,43.0,0.125,1.0,16.0
62.125,32.0,44.0,0.125,1.0,16.0
62.25,31.0,43.0,0.125,1.0,16.0
62.375,32.0,44.0,0.125,1.0,16.0
62.5,31.0,43.0,0.125,1.0,16.0
62.625,32.0,44.0,0.125,1.0,16.0
62.75,31.0,43.0,0.125,1.0,16.0
62.875,32.0,44.0,0.125,1.0,16.0
63.0,31.0,43.0,0.125,1.0,16.0
63.125,32.0,44.0,0.125,1.0,16.0
63.25,31.0,43.0,0.125,1.0,16.0
63.375,32.0,44.0,0.125,1.0,16.0
63.5,31.0,43.0,0.125,1.0,16.0
63.625,32.0,44.0,0.125,1.0,16.0
63.75,31.0,43.0,0.125,1.0,16.0
