time,key,degree,quality,inversion,roman_numeral_notation
0,2,8,9,1,vii-7/V
1,2,8,9,1,vii-7/V
2,2,8,9,1,vii-7/V
3,2,8,9,1,vii-7/V
4,2,8,1,1,V
5,2,1,2,1,i
6,2,8,1,2,V6
7,2,8,1,2,V6
8,20,8,9,1,vii-7/V
9,20,8,9,1,vii-7/V
10,20,8,9,1,vii-7/V
11,20,8,9,1,vii-7/V
12,20,12,9,3,vii-43
13,20,1,2,2,i6
14,20,8,1,2,V6
15,20,8,1,2,V6
16,40,8,9,1,vii-7/V
17,40,1,2,3,i64
18,40,1,2,3,i64
19,40,1,2,3,i64
20,40,6,4,2,iv65
21,33,8,5,2,V65
22,33,8,5,2,V65
23,33,1,1,1,I
24,16,8,9,1,vii-7/V
25,16,1,2,3,i64
26,16,1,2,3,i64
27,16,7,7,2,Gr+6
28,9,10,9,1,vii-7/vi
29,9,1,1,1,I
30,9,1,1,1,I
31,33,8,9,1,vii-7/V
32,33,8,9,1,vii-7/V
33,33,1,1,3,I64
34,33,1,1,3,I64
35,33,1,1,3,I64
36,40,8,9,1,vii-7/V
37,40,1,2,3,i64
38,2,6,2,2,iv6
39,2,7,7,2,It+6
40,2,8,5,1,V7
41,2,8,5,1,V7
42,2,8,5,1,V7
43,2,1,2,2,i6
44,2,8,9,4,vii-42/V
45,2,8,5,3,V43
46,2,1,2,1,i
47,2,8,9,1,vii-7/V
48,2,8,5,1,V7
49,2,8,5,1,V7
50,2,8,5,1,V7
51,2,1,2,2,i6
52,2,8,9,4,vii-42/V
53,2,8,5,3,V43
54,2,1,2,1,i
55,2,8,9,1,vii-7/V
56,2,8,1,1,V
57,2,8,1,1,V
58,2,8,1,1,V
59,2,8,1,1,V
60,2,8,1,1,V
61,2,8,1,1,V
62,2,8,1,1,V
63,2,8,1,1,V
64,2,8,1,1,V
65,2,8,1,1,V
66,2,8,1,1,V
67,2,8,1,1,V
68,2,8,1,1,V
69,2,8,1,1,V
70,2,8,1,1,V
71,2,8,1,1,V
72,2,1,2,1,i
73,2,1,2,1,i
74,2,1,2,1,i
75,2,8,1,1,V
76,2,1,2,1,i
77,2,1,2,1,i
78,2,8,1,2,V6
79,2,8,1,2,V6
80,2,1,2,1,i
81,2,1,2,1,i
82,2,8,1,2,V6
83,2,8,1,2,V6
84,2,8,1,1,V
85,2,8,1,1,V
86,2,1,2,1,i
87,2,1,2,1,i
88,2,8,1,1,V
89,2,8,1,1,V
90,2,1,2,1,i
91,2,1,2,1,i
92,2,8,1,1,V
93,2,8,1,1,V
94,2,1,2,2,i6
95,2,1,2,2,i6
96,2,3,8,2,ii-6
97,2,3,8,2,ii-6
98,2,6,8,2,vii-6/iv
99,2,6,8,2,vii-6/iv
100,2,6,2,2,iv6
101,2,6,2,2,iv6
102,2,8,1,2,V6
103,2,1,2,1,i
104,2,12,9,2,vii-65
105,2,12,9,2,vii-65
106,2,8,5,3,V43
107,2,8,5,3,V43
108,2,8,5,1,V7
109,2,8,5,1,V7
110,2,8,5,1,V7
111,2,8,5,1,V7
112,2,1,2,1,i
113,2,1,2,1,i
114,2,8,5,1,V7
115,2,8,5,1,V7
116,2,8,5,1,V7
117,2,8,5,1,V7
118,2,8,5,1,V7
119,2,1,2,1,i
120,2,8,5,1,V7
121,2,8,5,1,V7
122,2,8,5,1,V7
123,2,1,2,1,i
124,2,8,5,1,V7
125,2,8,5,1,V7
126,2,1,2,1,i
127,2,1,2,1,i
128,2,1,2,2,i6
129,2,1,2,2,i6
130,2,6,2,1,iv
131,2,6,2,1,iv
132,2,6,2,2,iv6
133,2,8,9,2,vii-65/V
134,2,8,9,2,vii-65/V
135,2,8,9,1,vii-7/V
136,2,1,2,3,i64
137,2,8,5,1,V7
138,2,1,2,1,i
139,2,1,2,1,i
140,2,8,5,1,V7
141,2,8,5,1,V7
142,2,8,5,1,V7
143,2,8,5,1,V7
144,2,1,2,1,i
145,2,1,2,1,i
146,2,6,2,3,iv64
147,2,6,2,3,iv64
148,15,12,10,1,vii=7
149,15,12,10,1,vii=7
150,15,8,5,2,V65
151,15,8,5,2,V65
152,15,1,1,1,I
153,15,1,1,1,I
154,15,8,5,1,V7
155,15,8,5,1,V7
156,20,1,2,1,i
157,20,1,2,1,i
158,20,3,8,1,ii-
159,20,8,5,2,V65
160,33,12,8,1,vii-
161,33,12,8,1,vii-
162,33,1,1,1,I
163,33,12,5,1,V7/ii
164,33,3,2,2,ii6
165,33,3,2,2,ii6
166,33,3,2,1,ii
167,33,12,9,1,vii-7
168,33,8,5,1,V7
169,33,8,5,1,V7
170,33,1,1,1,I
171,33,1,1,1,I
172,33,8,5,1,V7
173,33,8,5,1,V7
174,33,1,1,2,I6
175,33,1,1,2,I6
176,33,1,1,2,I6
177,9,10,9,1,vii-7/vi
178,9,10,9,1,vii-7/vi
179,9,10,9,1,vii-7/vi
180,9,10,2,1,vi
181,9,10,2,1,vi
182,9,3,2,1,ii
183,9,3,2,1,ii
184,9,12,10,1,vii=7
185,9,12,10,1,vii=7
186,9,12,10,1,vii=7
187,9,12,10,1,vii=7
188,9,1,1,1,I
189,9,1,1,1,I
190,9,1,1,1,I
191,9,1,1,1,I
192,33,8,9,1,vii-7/V
193,33,8,9,1,vii-7/V
194,33,8,9,1,vii-7/V
195,33,8,9,1,vii-7/V
196,33,8,1,1,V
197,33,8,1,1,V
198,33,8,1,1,V
199,33,1,1,3,I64
200,33,8,5,1,V7
201,33,8,5,1,V7
202,33,1,1,3,I64
203,33,8,5,1,V
204,33,8,5,1,V7
205,33,1,1,3,I64
206,33,1,1,3,I64
207,33,1,1,3,I64
208,33,8,5,1,V7
209,33,8,5,1,V7
210,33,8,5,1,V7
211,33,8,5,1,V7
212,33,10,9,1,vii-7/vi
213,33,10,2,1,vi
214,33,10,2,1,vi
215,33,10,2,1,vi
216,33,12,10,3,vii=43
217,33,1,1,2,I6
218,33,1,1,2,I6
219,33,8,9,1,vii-7/V
220,33,8,9,1,vii-7/V
221,33,8,9,1,vii-7/V
222,33,8,9,1,vii-7/V
223,33,8,9,1,vii-7/V
224,33,8,9,1,vii-7/V
225,33,8,9,1,vii-7/V
226,33,8,9,1,vii-7/V
227,33,8,1,1,V
228,33,1,1,1,I
229,33,1,1,1,I
230,33,8,5,2,V65
231,33,8,5,2,V65
232,33,3,5,2,V65/IV
233,33,3,5,2,V65/IV
234,33,6,1,2,IV6
235,33,6,1,2,IV6
236,33,6,2,2,iv6
237,33,6,2,2,iv6
238,33,1,1,3,I64
239,33,1,1,3,I64
240,33,8,5,1,V7
241,33,8,5,1,V7
242,33,1,1,1,I
243,33,1,1,1,I
244,33,8,1,1,V
245,33,8,1,1,V
246,33,3,5,2,V65/IV
247,33,3,5,2,V65/IV
248,33,6,1,1,IV
249,33,6,1,1,IV
250,33,6,2,1,iv
251,33,6,2,1,iv
252,33,1,1,3,I64
253,33,1,1,3,I64
254,33,8,5,2,V65
255,33,8,5,2,V65
256,33,1,1,2,I6
257,33,1,1,2,I6
258,33,8,5,1,V7
259,33,8,5,1,V7
260,33,1,1,2,I6
261,33,1,1,2,I6
262,33,8,5,1,V7
263,33,8,5,1,V7
264,33,1,1,1,I
265,33,1,1,1,I
266,33,8,1,1,V
267,33,8,1,1,V
268,33,1,1,1,I
269,33,1,1,1,I
270,33,8,1,1,V
271,33,8,1,1,V
272,33,1,1,1,I
273,33,1,1,1,I
274,33,1,1,1,I
275,33,8,1,1,V
276,2,1,2,1,i
277,2,1,2,1,i
278,2,1,2,1,i
279,2,8,1,1,V
280,2,1,2,1,i
281,2,1,2,1,i
282,2,8,1,2,V6
283,2,8,1,2,V6
284,2,1,2,1,i
285,2,1,2,1,i
286,2,8,1,2,V6
287,2,8,1,2,V6
288,2,8,1,1,V
289,2,8,1,1,V
290,2,1,2,1,i
291,2,1,2,1,i
292,2,8,1,1,V
293,2,8,1,1,V
294,2,1,2,1,i
295,2,1,2,1,i
296,2,8,1,1,V
297,2,8,1,1,V
298,2,1,2,2,i6
299,2,1,2,2,i6
300,2,3,8,2,ii-6
301,2,3,8,2,ii-6
302,2,6,8,2,vii-6/iv
303,2,6,8,2,vii-6/iv
304,2,6,2,2,iv6
305,2,6,2,2,iv6
306,2,8,1,2,V6
307,2,1,2,1,i
308,2,12,9,2,vii-65
309,2,12,9,2,vii-65
310,2,8,5,3,V43
311,2,8,5,3,V43
312,2,8,5,1,V7
313,2,8,5,1,V7
314,2,8,5,1,V7
315,2,8,5,1,V7
316,2,1,2,1,i
317,2,1,2,1,i
318,2,8,5,1,V7
319,2,8,5,1,V7
320,2,8,5,1,V7
321,2,8,5,1,V7
322,2,8,5,1,V7
323,2,1,2,1,i
324,2,8,5,1,V7
325,2,8,5,1,V7
326,2,8,5,1,V7
327,2,1,2,1,i
328,2,8,5,1,V7
329,2,8,5,1,V7
330,2,1,2,1,i
331,2,1,2,1,i
332,2,1,2,2,i6
333,2,1,2,2,i6
334,2,6,2,1,iv
335,2,6,2,1,iv
336,2,6,2,2,iv6
337,2,8,9,2,vii-65/V
338,2,8,9,2,vii-65/V
339,2,8,9,1,vii-7/V
340,2,1,2,3,i64
341,2,8,5,1,V7
342,2,1,2,1,i
343,2,1,2,1,i
344,2,8,5,1,V7
345,2,8,5,1,V7
346,2,8,5,1,V7
347,2,8,5,1,V7
348,2,1,2,1,i
349,2,1,2,1,i
350,2,6,2,3,iv64
351,2,6,2,3,iv64
352,15,12,10,1,vii=7
353,15,12,10,1,vii=7
354,15,8,5,2,V65
355,15,8,5,2,V65
356,15,1,1,1,I
357,15,1,1,1,I
358,15,8,5,1,V7
359,15,8,5,1,V7
360,20,1,2,1,i
361,20,1,2,1,i
362,20,3,8,1,ii-
363,20,8,5,2,V65
364,33,12,8,1,vii-
365,33,12,8,1,vii-
366,33,1,1,1,I
367,33,12,5,1,V7/ii
368,33,3,2,2,ii6
369,33,3,2,2,ii6
370,33,3,2,1,ii
371,33,12,9,1,vii-7
372,33,8,5,1,V7
373,33,8,5,1,V7
374,33,1,1,1,I
375,33,1,1,1,I
376,33,8,5,1,V7
377,33,8,5,1,V7
378,33,1,1,2,I6
379,33,1,1,2,I6
380,33,1,1,2,I6
381,9,10,9,1,vii-7/vi
382,9,10,9,1,vii-7/vi
383,9,10,9,1,vii-7/vi
384,9,10,2,1,vi
385,9,10,2,1,vi
386,9,3,2,1,ii
387,9,3,2,1,ii
388,9,12,10,1,vii=7
389,9,12,10,1,vii=7
390,9,12,10,1,vii=7
391,9,12,10,1,vii=7
392,9,1,1,1,I
393,9,1,1,1,I
394,9,1,1,1,I
395,9,1,1,1,I
396,33,8,9,1,vii-7/V
397,33,8,9,1,vii-7/V
398,33,8,9,1,vii-7/V
399,33,8,9,1,vii-7/V
400,33,8,1,1,V
401,33,8,1,1,V
402,33,8,1,1,V
403,33,1,1,3,I64
404,33,8,5,1,V7
405,33,8,5,1,V7
406,33,1,1,3,I64
407,33,8,5,1,V
408,33,8,5,1,V7
409,33,1,1,3,I64
410,33,1,1,3,I64
411,33,1,1,3,I64
412,33,8,5,1,V7
413,33,8,5,1,V7
414,33,8,5,1,V7
415,33,8,5,1,V7
416,33,10,9,1,vii-7/vi
417,33,10,2,1,vi
418,33,10,2,1,vi
419,33,10,2,1,vi
420,33,12,10,3,vii=43
421,33,1,1,2,I6
422,33,1,1,2,I6
423,33,8,9,1,vii-7/V
424,33,8,9,1,vii-7/V
425,33,8,9,1,vii-7/V
426,33,8,9,1,vii-7/V
427,33,8,9,1,vii-7/V
428,33,8,9,1,vii-7/V
429,33,8,9,1,vii-7/V
430,33,8,9,1,vii-7/V
431,33,8,1,1,V
432,33,1,1,1,I
433,33,1,1,1,I
434,33,8,5,2,V65
435,33,8,5,2,V65
436,33,3,5,2,V65/IV
437,33,3,5,2,V65/IV
438,33,6,1,2,IV6
439,33,6,1,2,IV6
440,33,6,2,2,iv6
441,33,6,2,2,iv6
442,33,1,1,3,I64
443,33,1,1,3,I64
444,33,8,5,1,V7
445,33,8,5,1,V7
446,33,1,1,1,I
447,33,1,1,1,I
448,33,8,1,1,V
449,33,8,1,1,V
450,33,3,5,2,V65/IV
451,33,3,5,2,V65/IV
452,33,6,1,1,IV
453,33,6,1,1,IV
454,33,6,2,1,iv
455,33,6,2,1,iv
456,33,1,1,3,I64
457,33,1,1,3,I64
458,33,8,5,2,V65
459,33,8,5,2,V65
460,33,1,1,2,I6
461,33,1,1,2,I6
462,33,8,5,1,V7
463,33,8,5,1,V7
464,33,1,1,2,I6
465,33,1,1,2,I6
466,33,8,5,1,V7
467,33,8,5,1,V7
468,33,1,1,1,I
469,33,1,1,1,I
470,33,8,1,1,V
