time,key,degree,quality,inversion,roman_numeral_notation
0,F+,1,M,0,I
1,F+,1,M,0,I
2,F+,7,d,2,vii-64
3,F+,5/4,D7,0,V7/IV
4,F+,4,M,1,IV6
5,F+,5,M,1,V6
6,F+,1,M,0,I
7,F+,1,M,0,I
8,F+,1,M,0,I
9,F+,1,M,0,I
10,F+,1,M,0,I
11,F+,1,M,0,I
12,F+,5,D7,0,V7
13,F+,5,D7,0,V7
14,F+,5,D7,0,V7
15,F+,5,D7,0,V7
16,F+,1,M,0,I
17,F+,4,M,0,IV
18,F+,1,M,1,I6
19,F+,6,m,1,vi6
20,F+,5,M,0,V
21,F+,1,M,0,I
22,F+,1,M,0,I
23,F+,1,M,0,I
24,F+,5,D7,0,V7
25,F+,5,D7,0,V7
26,F+,5,D7,0,V7
27,F+,5,D7,0,V7
28,F+,1,M,1,I6
29,F+,1,M,1,I6
30,F+,1,M,1,I6
31,F+,1,M,1,I6
32,F+,5,D7,3,V42
33,F+,5,D7,3,V42
34,F+,5,D7,0,V7
35,F+,5,D7,0,V7
36,F+,1,M,0,I
37,F+,5,M,0,V
38,F+,1,M,0,I
39,F+,1,M,0,I
40,F+,1,M,0,I
41,F+,1,M,0,I
42,F+,2,m,1,ii6
43,F+,2,m,1,ii6
44,F+,5,M,0,V
45,F+,1,M,0,I
46,F+,5,D7,0,V7
47,F+,5,D7,0,V7
48,F+,5,D7,1,V65
49,F+,5,D7,1,V65
50,F+,5,D7,0,V7
51,F+,5,D7,0,V7
52,F+,1,M,0,I
53,F+,1,M,0,I
54,F+,1,M,0,I
55,F+,1,M,0,I
56,d+,7,d,1,vii-6
57,d+,7,d,1,vii-6
58,d+,7,d,1,vii-6
59,d+,7,d,1,vii-6
60,d+,5,D7,3,V42
61,d+,5,D7,3,V42
62,d+,5,D7,2,V43
63,d+,5,D7,0,V7
64,d+,1,m,2,i64
65,d+,7,d,2,vii-64
66,d+,1,m,1,i6
67,d+,1,m,1,i6
68,d+,7/5,d7,3,vii-42/V
69,d+,5/-7,D7,3,V42/bVII
70,d+,7/5,d7,3,vii-42/V
71,d+,5/-7,D7,3,V42/bVII
72,d+,7/5,d7,3,vii-42/V
73,d+,5/-7,D7,3,V42/bVII
74,d+,5/-7,D7,3,V42/bVII
75,d+,1,m,1,i6
76,d+,7/5,d7,3,vii-42/V
77,d+,5/-7,D7,3,V42/bVII
78,d+,7/5,d7,3,vii-42/V
79,d+,5/-7,D7,3,V42/bVII
80,d+,7/5,d7,3,vii-42/V
81,d+,5/-7,D7,3,V42/bVII
82,d+,5/-7,D7,3,V42/bVII
83,d+,1,m,1,i6
84,C+,5,D7,3,V42
85,C+,1,M,1,I6
86,C+,1,M,1,I6
87,C+,1,M,1,I6
88,C+,7/5,d7,3,vii-42/V
89,C+,7/5,d7,3,vii-42/V
90,C+,7/5,d7,3,vii-42/V
91,C+,7/5,d7,3,vii-42/V
92,C+,+4,a6,1,Gr+6
93,C+,+4,a6,1,Gr+6
94,C+,+4,a6,1,Gr+6
95,C+,+4,a6,1,Gr+6
96,C+,5,D7,0,V7
97,C+,5,D7,0,V7
98,C+,5,D7,0,V7
99,C+,5,D7,0,V7
100,C+,1,M,0,I
101,C+,1,M,0,I
102,C+,1,M,0,I
103,C+,4,M,0,IV
104,C+,1,M,0,I
105,C+,1,M,0,I
106,C+,1,M,0,I
107,C+,5,D7,0,V7
108,C+,1,M,0,I
109,C+,1,M,0,I
110,C+,1,M,0,I
111,C+,4,M,0,IV
112,C+,1,M,0,I
113,C+,1,M,0,I
114,C+,5/2,D7,0,V7/ii
115,C+,2,m,0,ii
116,C+,5,D7,0,V7
117,C+,5,D7,0,V7
118,C+,5,D7,0,V7
119,C+,5,D7,0,V7
120,C+,1,M,0,I
121,C+,1,M,0,I
122,C+,5/2,D7,0,V7/ii
123,C+,2,m,0,ii
124,C+,5,D7,0,V7
125,C+,5,D7,0,V7
126,C+,5,D7,0,V7
127,C+,5,D7,0,V7
128,C+,1,M,0,I
129,C+,1,M,0,I
130,C+,5,D7,0,V7
131,C+,5,D7,0,V7
132,C+,1,M,0,I
133,C+,1,M,0,I
134,C+,1,M,0,I
135,C+,5,D7,0,V7
136,C+,1,M,0,I
137,C+,5,D7,0,V7
138,C+,1,M,0,I
139,C+,5,D7,0,V7
140,C+,1,M,0,I
141,F+,5,D7,2,V43
142,F+,5,D7,2,V43
143,F+,5,D7,2,V43
144,F+,1,M,0,I
145,F+,1,M,0,I
146,F+,1,M,0,I
147,F+,1,M,0,I
148,F+,5,D7,0,V7
149,F+,5,D7,0,V7
150,F+,5,D7,0,V7
151,F+,5,D7,0,V7
152,F+,1,M,0,I
153,F+,4,M,0,IV
154,F+,1,M,1,I6
155,F+,6,m,1,vi6
156,F+,5,M,0,V
157,F+,1,M,0,I
158,F+,1,M,0,I
159,F+,1,M,0,I
160,F+,5,D7,0,V7
161,F+,5,D7,0,V7
162,F+,5,D7,0,V7
163,F+,5,D7,0,V7
164,F+,1,M,1,I6
165,F+,1,M,1,I6
166,F+,1,M,1,I6
167,F+,1,M,1,I6
168,F+,5,D7,3,V42
169,F+,5,D7,3,V42
170,F+,5,D7,0,V7
171,F+,5,D7,0,V7
172,F+,1,M,0,I
173,F+,5,M,0,V
174,F+,1,M,0,I
175,F+,1,M,0,I
176,F+,1,M,0,I
177,F+,1,M,0,I
178,F+,2,m,1,ii6
179,F+,2,m,1,ii6
180,F+,5,M,0,V
181,F+,1,M,0,I
182,F+,5,D7,0,V7
183,F+,5,D7,0,V7
184,F+,5,D7,1,V65
185,F+,5,D7,1,V65
186,F+,5,D7,0,V7
187,F+,5,D7,0,V7
188,F+,1,M,0,I
189,F+,1,M,0,I
190,F+,1,M,0,I
191,F+,1,M,0,I
192,d+,7,d,1,vii-6
193,d+,7,d,1,vii-6
194,d+,7,d,1,vii-6
195,d+,7,d,1,vii-6
196,d+,5,D7,2,V43
197,d+,5,D7,2,V43
198,d+,5,D7,1,V65
199,d+,5,D7,0,V7
200,d+,1,m,2,i64
201,d+,7,d,2,vii-64
202,d+,1,m,1,i6
203,d+,1,m,1,i6
204,d+,7/5,d7,3,vii-42/V
205,d+,5/-7,D7,3,V42/bVII
206,d+,7/5,d7,3,vii-42/V
207,d+,5/-7,D7,3,V42/bVII
208,d+,7/5,d7,3,vii-42/V
209,d+,5/-7,D7,3,V42/bVII
210,d+,5/-7,D7,3,V42/bVII
211,d+,1,m,1,i6
212,d+,7/5,d7,3,vii-42/V
213,d+,5/-7,D7,3,V42/bVII
214,d+,7/5,d7,3,vii-42/V
215,d+,5/-7,D7,3,V42/bVII
216,d+,7/5,d7,3,vii-42/V
217,d+,5/-7,D7,3,V42/bVII
218,d+,5/-7,D7,3,V42/bVII
219,d+,1,m,1,i6
220,C+,5,D7,3,V42
221,C+,1,M,1,I6
222,C+,1,M,1,I6
223,C+,1,M,1,I6
224,C+,7/5,d7,3,vii-42/V
225,C+,7/5,d7,3,vii-42/V
226,C+,7/5,d7,3,vii-42/V
227,C+,7/5,d7,3,vii-42/V
228,C+,+4,a6,1,Gr+6
229,C+,+4,a6,1,Gr+6
230,C+,+4,a6,1,Gr+6
231,C+,+4,a6,1,Gr+6
232,C+,5,D7,0,V7
233,C+,5,D7,0,V7
234,C+,5,D7,0,V7
235,C+,5,D7,0,V7
236,C+,1,M,0,I
237,C+,1,M,0,I
238,C+,1,M,0,I
239,C+,4,M,0,IV
240,C+,1,M,0,I
241,C+,1,M,0,I
242,C+,1,M,0,I
243,C+,5,D7,0,V7
244,C+,1,M,0,I
245,C+,1,M,0,I
246,C+,1,M,0,I
247,C+,4,M,0,IV
248,C+,1,M,0,I
249,C+,1,M,0,I
250,C+,5/2,D7,0,V7/ii
251,C+,2,m,0,ii
252,C+,5,D7,0,V7
253,C+,5,D7,0,V7
254,C+,5,D7,0,V7
255,C+,5,D7,0,V7
256,C+,1,M,0,I
257,C+,1,M,0,I
258,C+,5/2,D7,0,V7/ii
259,C+,2,m,0,ii
260,C+,5,D7,0,V7
261,C+,5,D7,0,V7
262,C+,5,D7,0,V7
263,C+,5,D7,0,V7
264,C+,1,M,0,I
265,C+,1,M,0,I
266,C+,5,D7,0,V7
267,C+,5,D7,0,V7
268,C+,1,M,0,I
269,C+,1,M,0,I
270,C+,1,M,0,I
271,C+,5,D7,0,V7
272,C+,1,M,0,I
273,C+,5,D7,0,V7
274,C+,1,M,0,I
275,C+,5,D7,0,V7
276,C+,1,M,0,I
277,f+,5,D7,2,V43
278,f+,5,D7,2,V43
279,f+,5,D7,2,V43
280,f+,1,m,0,i
281,f+,1,m,0,i
282,f+,1,m,0,i
283,f+,1,m,0,i
284,f+,4,m,0,iv
285,f+,4,m,0,iv
286,f+,4,m,0,iv
287,A,4,M,2,IV64
288,A,5,D7,1,V65
289,A,5,D7,1,V65
290,A,5,M,0,V
291,A,5,M,0,V
292,A,1,M,0,I
293,A,1,M,0,I
294,g+,4,m,2,iv64
295,g+,4,m,2,iv64
296,g+,5,D7,1,V65
297,g+,1,m,1,i6
298,g+,1,m,1,i6
299,g+,1,m,1,i6
300,g+,1,m,0,i
301,g+,1,m,0,i
302,g+,1,m,0,i
303,g+,1,m,0,i
304,d+,7,d7,0,vii-7
305,d+,7,d7,0,vii-7
306,d+,7,d7,0,vii-7
307,d+,7,d7,0,vii-7
308,d+,7,d7,0,vii-7
309,d+,7,d7,0,vii-7
310,d+,7,d7,0,vii-7
311,d+,5,D7,1,V65
312,d+,1,m,0,i
313,d+,1,m,0,i
314,d+,7,d,1,vii-6
315,d+,5,D7,1,V65
316,d+,1,m,0,i
317,d+,1,m,0,i
318,c+,7,d,1,vii-6
319,c+,5,D7,1,V65
320,c+,1,m,0,i
321,c+,1,m,0,i
322,c+,7,d,1,vii-6
323,c+,5,D7,1,V65
324,c+,1,m,0,i
325,c+,1,m,0,i
326,B,5,D7,2,V43
327,B,5,D7,1,V65
328,B,1,M,0,I
329,B,5,D7,1,V65
330,B,1,M,0,I
331,B,5,M,1,V
332,B,1,M,0,I
333,B,1,M,0,I
334,F+,7,d7,0,vii-7
335,F+,7,d7,0,vii-7
336,F+,7,d7,0,vii-7
337,F+,7,d7,0,vii-7
338,F+,7,d7,0,vii-7
339,F+,7,d7,0,vii-7
340,F+,7,d7,0,vii-7
341,F+,7,d7,0,vii-7
342,F+,7,d7,0,vii-7
343,F+,7,d7,0,vii-7
344,F+,5,D7,0,V7
345,F+,5,D7,0,V7
346,F+,5,D7,0,V7
347,F+,5,D7,0,V7
348,F+,5,D7,0,V7
349,F+,5,D7,0,V7
350,F+,5,D7,0,V7
351,F+,5,D7,0,V7
352,F+,1,M,0,I
353,F+,1,M,0,I
354,F+,1,M,0,I
355,F+,1,M,0,I
356,F+,5,D7,0,V7
357,F+,5,D7,0,V7
358,F+,5,D7,0,V7
359,F+,5,D7,0,V7
360,F+,1,M,0,I
361,F+,4,M,0,IV
362,F+,1,M,1,I6
363,F+,6,m,1,vi6
364,F+,5,M,0,V
365,F+,1,M,0,I
366,F+,1,M,0,I
367,F+,1,M,0,I
368,F+,5,D7,0,V7
369,F+,5,D7,0,V7
370,F+,5,D7,0,V7
371,F+,5,D7,0,V7
372,F+,1,M,1,I6
373,F+,1,M,1,I6
374,F+,1,M,1,I6
375,F+,1,M,1,I6
376,F+,5/2,D7,0,V7/ii
377,F+,5/2,D7,0,V7/ii
378,F+,5/2,D7,0,V7/ii
379,F+,5/2,D7,0,V7/ii
380,F+,2,m,1,ii6
381,F+,2,m,1,ii6
382,F+,2,m,1,ii6
383,E,1,M,1,I6
384,E,2,m,1,ii6
385,E,2,m,1,ii6
386,E,5,D7,0,V7
387,E,5,D7,0,V7
388,E,1,M,0,I
389,E,5,M,0,V
390,E,1,M,0,I
391,E,1,M,0,I
392,E,1,M,0,I
393,E,1,M,0,I
394,E,2,m,1,ii6
395,E,2,m,1,ii6
396,f+,5/-7,M,0,V/bVII
397,f+,5,D7,2,V43
398,f+,1,m,0,i
399,f+,1,m,0,i
400,f+,1,m,0,i
401,f+,1,m,0,i
402,f+,2,d,1,ii-6
403,f+,2,d,1,ii-6
404,b,5/5,D7,0,V7/V
405,b,5,D7,0,V7
406,b,1,m,0,i
407,b,1,m,0,i
408,b,1,m,0,i
409,b,1,m,0,i
410,b,2,d,1,ii-6
411,b,2,d,1,ii-6
412,b,5,D7,0,V7
413,b,1,m,0,i
414,b,5,D7,1,V65
415,b,5,D7,1,V65
416,B,7,d,1,vii-6
417,B,1,M,0,I
418,B,7,d,0,vii-
419,B,7,d,0,vii-
420,B,5,M,1,V6
421,B,5,M,1,V6
422,B,5,D7,0,V7
423,B,5,D7,0,V7
424,B,1,M,0,I
425,B,1,M,0,I
426,B,1,M,0,I
427,B,1,M,0,I
428,B,7,d,1,vii-6
429,B,7,d,1,vii-6
430,B,7,d,1,vii-6
431,B,7,d,1,vii-6
432,g+,5,D7,3,V42
433,g+,5,D7,3,V42
434,g+,5,D7,2,V43
435,g+,5,D7,0,V7
436,g+,1,m,2,i64
437,g+,7,d,2,vii-64
438,g+,1,m,1,i6
439,g+,1,m,1,i6
440,g+,7/-7,d7,2,vii-43/bVII
441,g+,5/-7,D7,3,V42/bVII
442,g+,7/-7,d7,2,vii-43/bVII
443,g+,5/-7,D7,3,V42/bVII
444,g+,7/-7,d7,2,vii-43/bVII
445,g+,5/-7,D7,3,V42/bVII
446,g+,5/-7,D7,3,V42/bVII
447,g+,1,m,1,i6
448,g+,7/-7,d7,2,vii-43/bVII
449,g+,5/-7,D7,3,V42/bVII
450,g+,7/-7,d7,2,vii-43/bVII
451,g+,5/-7,D7,3,V42/bVII
452,g+,7/-7,d7,2,vii-43/bVII
453,g+,5/-7,D7,3,V42/bVII
454,g+,5/-7,D7,3,V42/bVII
455,g+,1,m,1,i6
456,F+,5,D7,3,V42
457,F+,1,M,1,I6
458,F+,1,M,1,I6
459,F+,1,M,1,I6
460,F+,7/5,d7,3,vii-42/V
461,F+,7/5,d7,3,vii-42/V
462,F+,7/5,d7,3,vii-42/V
463,F+,7/5,d7,3,vii-42/V
464,F+,+4,a6,1,Gr+6
465,F+,+4,a6,1,Gr+6
466,F+,+4,a6,1,Gr+6
467,F+,+4,a6,1,Gr+6
468,F+,5,D7,0,V7
469,F+,5,D7,0,V7
470,F+,5,D7,0,V7
471,F+,5,D7,0,V7
472,F+,1,M,0,I
473,F+,1,M,0,I
474,F+,1,M,0,I
475,F+,4,M,0,IV
476,F+,1,M,0,I
477,F+,1,M,0,I
478,F+,1,M,0,I
479,F+,5,D7,0,V7
480,F+,1,M,0,I
481,F+,1,M,0,I
482,F+,1,M,0,I
483,F+,4,M,0,IV
484,F+,1,M,0,I
485,F+,1,M,0,I
486,F+,5/2,D7,0,V7/ii
487,F+,2,m,0,ii
488,F+,5,D7,0,V7
489,F+,5,D7,0,V7
490,F+,5,D7,0,V7
491,F+,5,D7,0,V7
492,F+,1,M,0,I
493,F+,1,M,0,I
494,F+,5/2,D7,0,V7/ii
495,F+,2,m,0,ii
496,F+,5,D7,0,V7
497,F+,5,D7,0,V7
498,F+,5,D7,0,V7
499,F+,5,D7,0,V7
500,F+,1,M,0,I
501,F+,1,M,0,I
502,F+,5,D7,0,V7
503,F+,5,D7,0,V7
504,F+,1,M,0,I
505,F+,1,M,0,I
506,F+,5,D7,0,V7
507,F+,5,D7,0,V7
508,F+,1,M,0,I
509,F+,5,D7,0,V7
510,F+,1,M,0,I
511,F+,5,D7,0,V7
512,F+,1,M,0,I
513,F+,1,M,0,I
514,F+,1,M,0,I
515,F+,1,M,0,I
516,F+,1,M,0,I
517,b,5,D7,2,V43
518,b,5,D7,2,V43
519,b,5,D7,2,V43
520,b,7,d,0,vii-
521,b,5,D7,1,V65
522,b,2,h7,3,ii=42
523,b,5,D7,1,V65
524,b,2,h7,3,ii=42
525,b,5,D7,1,V65
526,b,1,m,0,i
527,b,1,m,1,i6
528,F+,7,d7,0,vii-7
529,F+,7,d7,0,vii-7
530,F+,7,d7,0,vii-7
531,F+,5,D7,1,V65
532,F+,5,D7,1,V65
533,F+,5,D7,1,V65
534,F+,1,M,0,I
535,F+,1,M,0,I
536,F+,1,M,0,I
537,F+,1,M,0,I
538,F+,1,M,0,I
539,F+,1,M,0,I
540,F+,1,M,0,I
541,F+,1,M,0,I
542,F+,1,M,0,I
543,F+,1,M,0,I
544,F+,1,M,0,I
545,F+,1,M,0,I
546,F+,1,M,0,I
547,f+,1,m,0,i
548,f+,1,m,0,i
549,f+,1,m,0,i
550,f+,1,m,0,i
551,f+,1,m,0,i
552,f+,4,m,0,iv
553,f+,4,m,0,iv
554,f+,4,m,0,iv
555,A,4,M,2,IV64
556,A,5,D7,1,V65
557,A,5,D7,1,V65
558,A,5,M,0,V
559,A,5,M,0,V
560,A,1,M,0,I
561,A,1,M,0,I
562,g+,4,m,2,iv64
563,g+,4,m,2,iv64
564,g+,5,D7,1,V65
565,g+,1,m,1,i6
566,g+,1,m,1,i6
567,g+,1,m,1,i6
568,g+,1,m,0,i
569,g+,1,m,0,i
570,g+,1,m,0,i
571,g+,1,m,0,i
572,d+,7,d7,0,vii-7
573,d+,7,d7,0,vii-7
574,d+,7,d7,0,vii-7
575,d+,7,d7,0,vii-7
576,d+,7,d7,0,vii-7
577,d+,7,d7,0,vii-7
578,d+,7,d7,0,vii-7
579,d+,5,D7,1,V65
580,d+,1,m,0,i
581,d+,1,m,0,i
582,d+,7,d,1,vii-6
583,d+,5,D7,1,V65
584,d+,1,m,0,i
585,d+,1,m,0,i
586,c+,7,d,1,vii-6
587,c+,5,D7,1,V65
588,c+,1,m,0,i
589,c+,1,m,0,i
590,c+,7,d,1,vii-6
591,c+,5,D7,1,V65
592,c+,1,m,0,i
593,c+,1,m,0,i
594,B,5,D7,2,V43
595,B,5,D7,1,V65
596,B,1,M,0,I
597,B,5,D7,1,V65
598,B,1,M,0,I
599,B,5,M,1,V
600,B,1,M,0,I
601,B,1,M,0,I
602,F+,7,d7,0,vii-7
603,F+,7,d7,0,vii-7
604,F+,7,d7,0,vii-7
605,F+,7,d7,0,vii-7
606,F+,7,d7,0,vii-7
607,F+,7,d7,0,vii-7
608,F+,7,d7,0,vii-7
609,F+,7,d7,0,vii-7
610,F+,7,d7,0,vii-7
611,F+,7,d7,0,vii-7
612,F+,5,D7,0,V7
613,F+,5,D7,0,V7
614,F+,5,D7,0,V7
615,F+,5,D7,0,V7
616,F+,5,D7,0,V7
617,F+,5,D7,0,V7
