onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,61.0,60.0,1.0,0.0,1.0
1.0,66.0,63.0,0.75,0.0,1.0
1.75,68.0,64.0,0.25,0.0,1.0
2.0,68.0,64.0,1.0,0.0,2.0
3.0,70.0,65.0,0.5,0.0,2.0
3.5,70.0,65.0,0.5,0.0,2.0
4.0,71.0,66.0,1.0,0.0,3.0
5.0,75.0,68.0,0.75,0.0,3.0
5.75,73.0,67.0,0.25,0.0,3.0
6.0,71.0,66.0,0.125,0.0,4.0
6.125,70.0,65.0,0.125,0.0,4.0
6.25,75.0,68.0,0.125,0.0,4.0
6.375,73.0,67.0,0.125,0.0,4.0
6.5,73.0,67.0,0.5,0.0,4.0
7.0,70.0,65.0,0.75,0.0,0.0
7.75,71.0,66.0,0.125,0.0,0.0
8.0,73.0,67.0,1.0,0.0,5.0
8.5,54.0,56.0,0.5,1.0,5.0
9.0,66.0,63.0,1.0,0.0,5.0
9.5,54.0,56.0,0.5,1.0,5.0
10.0,65.0,62.0,1.0,0.0,5.0
10.5,54.0,56.0,0.5,1.0,5.0
11.0,66.0,63.0,1.0,0.0,5.0
11.5,54.0,56.0,0.5,1.0,5.0
12.0,71.0,66.0,3.0,0.0,6.0
12.5,49.0,53.0,0.5,1.0,6.0
13.0,56.0,57.0,0.5,1.0,6.0
13.5,49.0,53.0,0.5,1.0,6.0
14.0,56.0,57.0,0.5,1.0,6.0
14.5,49.0,53.0,0.5,1.0,6.0
15.0,68.0,64.0,1.0,0.0,6.0
15.5,49.0,53.0,0.5,1.0,6.0
16.0,70.0,65.0,1.0,0.0,7.0
16.5,54.0,56.0,0.5,1.0,7.0
17.0,75.0,68.0,1.0,0.0,7.0
17.5,54.0,56.0,0.5,1.0,7.0
18.0,73.0,67.0,1.0,0.0,7.0
18.5,54.0,56.0,0.5,1.0,7.0
19.0,78.0,70.0,1.0,0.0,7.0
19.5,54.0,56.0,0.5,1.0,7.0
20.0,77.0,69.0,1.0,0.0,8.0
20.5,54.0,56.0,0.5,1.0,8.0
21.0,75.0,68.0,1.0,0.0,8.0
21.5,54.0,56.0,0.5,1.0,8.0
22.0,73.0,67.0,1.0,0.0,8.0
22.5,54.0,56.0,0.5,1.0,8.0
23.0,70.0,65.0,0.25,0.0,8.0
23.25,71.0,66.0,0.25,0.0,8.0
23.5,70.0,65.0,0.25,0.0,8.0
23.75,66.0,63.0,0.25,0.0,8.0
24.0,71.0,66.0,0.25,0.0,9.0
24.25,73.0,67.0,0.25,0.0,9.0
24.5,71.0,66.0,0.25,0.0,9.0
24.75,68.0,64.0,0.25,0.0,9.0
25.0,65.0,62.0,1.0,0.0,9.0
25.25,53.0,55.0,0.25,1.0,9.0
25.5,56.0,57.0,0.25,1.0,9.0
