onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,71.0,66.0,2.0,0.0,1.0
0.5,59.0,59.0,0.5,1.0,1.0
1.0,59.0,59.0,0.5,1.0,1.0
1.5,59.0,59.0,0.5,1.0,1.0
2.0,76.0,69.0,2.0,0.0,1.0
2.5,59.0,59.0,0.5,1.0,1.0
3.0,59.0,59.0,0.5,1.0,1.0
3.5,59.0,59.0,0.5,1.0,1.0
4.0,73.0,67.0,2.0,0.0,2.0
4.5,61.0,60.0,0.5,1.0,2.0
5.0,61.0,60.0,0.5,1.0,2.0
5.5,61.0,60.0,0.5,1.0,2.0
6.0,78.0,70.0,2.0,0.0,2.0
6.5,61.0,60.0,0.5,1.0,2.0
7.0,61.0,60.0,0.5,1.0,2.0
7.5,61.0,60.0,0.5,1.0,2.0
8.0,75.0,68.0,2.0,0.0,3.0
8.5,63.0,61.0,0.5,1.0,3.0
9.0,63.0,61.0,0.5,1.0,3.0
9.5,63.0,61.0,0.5,1.0,3.0
10.0,83.0,73.0,2.0,0.0,3.0
10.5,63.0,61.0,0.5,1.0,3.0
11.0,63.0,61.0,0.5,1.0,3.0
11.5,63.0,61.0,0.5,1.0,3.0
12.0,83.0,73.0,1.5,0.0,4.0
13.5,85.0,74.0,0.25,0.0,4.0
13.75,87.0,75.0,0.25,0.0,4.0
14.0,88.0,76.0,0.5,0.0,4.0
16.0,80.0,71.0,0.25,0.0,5.0
16.25,76.0,69.0,0.25,0.0,5.0
16.5,81.0,72.0,0.25,0.0,5.0
16.75,78.0,70.0,0.25,0.0,5.0
17.0,83.0,73.0,0.25,0.0,5.0
17.25,80.0,71.0,0.25,0.0,5.0
17.5,85.0,74.0,0.25,0.0,5.0
17.75,81.0,72.0,0.25,0.0,5.0
18.0,83.0,73.0,1.0,0.0,5.0
18.25,64.0,62.0,0.25,1.0,5.0
18.5,69.0,65.0,0.25,1.0,5.0
18.75,66.0,63.0,0.25,1.0,5.0
19.0,71.0,66.0,0.25,1.0,5.0
19.25,68.0,64.0,0.25,1.0,5.0
19.5,73.0,67.0,0.25,1.0,5.0
19.75,69.0,65.0,0.25,1.0,5.0
20.0,71.0,66.0,1.0,1.0,6.0
20.25,52.0,55.0,0.25,0.0,6.0
20.5,57.0,58.0,0.25,0.0,6.0
20.75,54.0,56.0,0.25,0.0,6.0
21.0,59.0,59.0,0.25,0.0,6.0
21.25,56.0,57.0,0.25,0.0,6.0
21.5,61.0,60.0,0.25,0.0,6.0
21.75,57.0,58.0,0.25,0.0,6.0
22.0,59.0,59.0,1.0,0.0,6.0
22.25,40.0,48.0,0.25,1.0,6.0
22.5,45.0,51.0,0.25,1.0,6.0
22.75,42.0,49.0,0.25,1.0,6.0
23.0,47.0,52.0,0.25,1.0,6.0
23.25,44.0,50.0,0.25,1.0,6.0
23.5,49.0,53.0,0.25,1.0,6.0
23.75,46.0,51.0,0.25,1.0,6.0
24.0,47.0,52.0,4.0,1.0,7.0
24.5,59.0,59.0,0.5,0.0,7.0
25.0,68.0,64.0,0.5,0.0,7.0
25.5,64.0,62.0,0.5,0.0,7.0
26.0,69.0,65.0,0.5,0.0,7.0
26.5,66.0,63.0,0.5,0.0,7.0
27.0,63.0,61.0,0.5,0.0,7.0
27.5,71.0,66.0,0.5,0.0,7.0
28.0,59.0,59.0,4.0,1.0,8.0
28.5,71.0,66.0,3.5,0.0,8.0
29.0,80.0,71.0,0.5,0.0,8.0
29.5,76.0,69.0,0.5,0.0,8.0
30.0,81.0,72.0,0.5,0.0,8.0
30.5,78.0,70.0,0.5,0.0,8.0
31.0,75.0,68.0,0.5,0.0,8.0
31.5,83.0,73.0,0.5,0.0,8.0
32.0,83.0,73.0,1.5,0.0,9.0
33.0,56.0,57.0,1.0,1.0,9.0
33.5,81.0,72.0,0.25,0.0,9.0
33.75,80.0,71.0,0.25,0.0,9.0
34.0,78.0,70.0,0.5,0.0,9.0
34.5,76.0,69.0,0.5,0.0,9.0
35.0,75.0,68.0,0.5,0.0,9.0
35.5,73.0,67.0,0.5,0.0,9.0
36.0,71.0,66.0,4.0,0.0,10.0
37.0,67.0,64.0,1.0,0.0,10.0
38.0,66.0,63.0,2.0,0.0,10.0
39.0,63.0,61.0,1.0,0.0,10.0
40.0,71.0,66.0,1.5,0.0,11.0
41.0,44.0,50.0,1.0,1.0,11.0
41.5,69.0,65.0,0.25,0.0,11.0
41.75,68.0,64.0,0.25,0.0,11.0
42.0,66.0,63.0,0.5,0.0,11.0
42.5,64.0,62.0,0.5,0.0,11.0
43.0,63.0,61.0,0.5,0.0,11.0
43.5,61.0,60.0,0.5,0.0,11.0
44.0,59.0,59.0,4.0,0.0,12.0
45.0,55.0,57.0,1.0,0.0,12.0
46.0,54.0,56.0,2.0,0.0,12.0
47.0,51.0,54.0,1.0,0.0,12.0
48.0,59.0,59.0,2.0,0.0,13.0
48.5,44.0,50.0,0.5,1.0,13.0
49.0,44.0,50.0,0.5,1.0,13.0
49.5,44.0,50.0,0.5,1.0,13.0
50.0,64.0,62.0,2.0,0.0,13.0
50.5,44.0,50.0,0.5,1.0,13.0
51.0,44.0,50.0,0.5,1.0,13.0
51.5,44.0,50.0,0.5,1.0,13.0
52.0,61.0,60.0,2.0,0.0,14.0
52.5,45.0,51.0,0.5,1.0,14.0
53.0,45.0,51.0,0.5,1.0,14.0
53.5,45.0,51.0,0.5,1.0,14.0
54.0,66.0,63.0,2.0,0.0,14.0
54.5,46.0,51.0,0.5,1.0,14.0
55.0,46.0,51.0,0.5,1.0,14.0
55.5,46.0,51.0,0.5,1.0,14.0
56.0,68.0,64.0,1.0,0.0,15.0
56.5,47.0,52.0,0.5,1.0,15.0
57.0,47.0,52.0,0.5,1.0,15.0
57.5,47.0,52.0,0.5,1.0,15.0
58.0,69.0,65.0,1.0,0.0,15.0
