time,key,degree,quality,inversion,roman_numeral_notation
0,13,1,0,0,I
1,13,1,0,0,I
2,13,1,0,0,I
3,13,1,0,0,I
4,13,3,1,1,ii6
5,13,3,1,1,ii6
6,13,3,1,1,ii6
7,13,3,1,1,ii6
8,13,8,4,2,V43
9,13,8,4,2,V43
10,13,8,4,2,V43
11,13,8,4,2,V43
12,13,1,0,0,I
13,13,1,0,0,I
14,13,1,0,0,I
15,13,1,0,0,I
16,13,1,0,0,I
17,13,1,0,0,I
18,13,1,0,0,I
19,13,1,0,0,I
20,13,1,0,0,I
21,13,1,0,0,I
22,13,1,0,0,I
23,13,1,0,0,I
24,13,1,0,2,I64
25,13,1,0,2,I64
26,13,8,4,0,V7
27,13,8,4,0,V7
28,13,1,0,2,I64
29,13,1,0,2,I64
30,13,8,4,0,V7
31,13,8,4,0,V7
32,13,1,0,0,I
33,13,1,0,0,I
34,13,6,0,0,IV
35,13,6,0,0,IV
36,13,1,0,2,I64
37,13,1,0,2,I64
38,13,8,4,0,V7
39,13,8,4,0,V7
40,13,1,0,0,I
41,13,1,0,0,I
42,13,6,0,0,IV
43,13,6,0,0,IV
44,13,1,0,2,I64
45,13,1,0,2,I64
46,13,8,4,0,V7
47,13,8,4,0,V7
48,13,1,0,0,I
49,13,1,0,0,I
50,13,1,0,0,I
51,13,1,0,0,I
52,13,3,1,1,ii6
53,13,3,1,1,ii6
54,13,5,0,1,V6/V
55,13,5,0,1,V6/V
56,13,1,0,0,I
57,13,1,0,0,I
58,13,6,1,1,iv6
59,13,6,1,1,iv6
60,23,3,4,3,V42/IV
61,23,3,4,3,V42/IV
62,23,12,8,0,vii-7
63,23,12,8,0,vii-7
64,23,1,0,0,I
65,23,1,0,0,I
66,23,12,8,2,vii-43
67,23,12,8,2,vii-43
68,23,1,0,0,I
69,23,1,0,0,I
70,23,12,8,3,vii-42
71,23,12,8,3,vii-42
72,23,1,0,0,I
73,23,1,0,0,I
74,23,12,8,2,vii-43
75,23,12,8,2,vii-43
76,23,1,0,0,I
77,23,1,0,0,I
78,23,12,8,2,vii-43
79,23,12,8,2,vii-43
80,23,1,0,0,I
81,23,1,0,0,I
82,23,1,0,0,I
83,23,1,0,0,I
84,23,1,0,0,I
85,23,1,0,0,I
86,37,8,0,0,V
87,37,8,0,0,V
88,37,1,0,0,I
89,37,1,0,0,I
90,37,1,0,0,I
91,37,1,0,0,I
92,37,1,0,0,I
93,37,1,0,0,I
94,37,1,0,0,I
95,37,1,0,0,I
96,37,1,0,0,I
97,37,1,0,0,I
98,37,12,4,1,V65/ii
99,37,12,4,1,V65/ii
100,37,3,1,0,ii
101,37,3,1,0,ii
102,37,3,1,0,ii
103,37,3,1,0,ii
104,37,8,0,1,V6
105,37,8,0,1,V6
106,37,8,0,1,V6
107,37,8,0,1,V6
108,37,8,0,1,V6
109,37,8,0,1,V6
110,37,8,0,1,V6
111,37,8,0,1,V6
112,37,8,0,1,V6
113,37,8,0,1,V6
114,37,8,4,1,V65
115,37,8,4,1,V65
116,37,1,0,0,I
117,37,1,0,0,I
118,37,1,0,0,I
119,37,1,0,0,I
120,37,1,0,0,I
121,37,1,0,0,I
122,37,1,0,0,I
123,37,1,0,0,I
124,37,3,7,0,vii-/ii
125,37,3,7,0,vii-/ii
126,37,3,7,0,vii-/ii
127,37,3,7,0,vii-/ii
128,37,12,0,0,v/ii
129,37,12,0,0,v/ii
130,37,12,4,0,V7/ii
131,37,12,4,0,V7/ii
132,37,3,1,0,ii
133,37,3,1,0,ii
134,37,3,1,0,ii
135,37,3,1,0,ii
136,37,8,0,1,V6
137,37,8,0,1,V6
138,37,8,0,1,V6
139,37,8,0,1,V6
140,37,8,0,1,V6
141,37,8,0,1,V6
142,37,8,0,1,V6
143,37,8,0,1,V6
144,37,8,0,0,V
145,37,8,0,0,V
146,37,8,4,0,V7
147,37,8,4,0,V7
148,37,1,0,0,I
149,37,1,0,0,I
150,37,1,0,1,I6
151,37,1,0,1,I6
152,37,8,4,3,V42
153,37,8,4,3,V42
154,37,1,0,1,I6
155,37,1,0,1,I6
156,37,8,4,3,V42
157,37,8,4,3,V42
158,37,1,0,1,I6
159,37,3,8,1,vii-65/ii
160,37,3,1,1,ii6
161,37,3,1,1,ii6
162,37,8,4,0,V7
163,37,8,4,0,V7
164,37,1,0,0,I
165,37,1,0,0,I
166,37,1,0,0,I
167,37,1,0,1,I6
168,37,8,4,3,V42
169,37,8,4,3,V42
170,37,1,0,1,I6
171,37,1,0,1,I6
172,37,8,4,3,V42
173,37,8,4,3,V42
174,37,1,0,1,I6
175,37,3,8,1,vii-65/ii
176,37,3,1,1,ii6
177,37,3,1,1,ii6
178,37,8,4,0,V7
179,37,8,4,0,V7
180,37,1,0,0,I
181,37,1,0,0,I
182,37,6,1,2,iv64
183,37,8,4,0,V7
184,37,1,0,0,I
185,37,1,0,0,I
186,37,6,0,2,IV64
187,37,8,4,0,V7
188,37,1,0,0,I
189,37,1,0,0,I
190,37,6,1,2,iv64
191,37,8,4,0,V7
