onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,79.0,71.0,1.0,0.0,1.0
0.5,62.0,61.0,0.5,1.0,1.0
1.0,83.0,73.0,1.0,0.0,1.0
1.5,62.0,61.0,0.5,1.0,1.0
2.0,79.0,71.0,1.0,0.0,1.0
2.5,62.0,61.0,0.5,1.0,1.0
3.0,86.0,75.0,2.0,0.0,2.0
3.5,62.0,61.0,0.5,1.0,2.0
4.0,59.0,59.0,0.5,1.0,2.0
4.5,62.0,61.0,0.5,1.0,2.0
5.0,84.0,74.0,0.5,0.0,2.0
5.5,83.0,73.0,0.5,0.0,2.0
6.0,81.0,72.0,0.5,0.0,3.0
6.5,79.0,71.0,0.5,0.0,3.0
7.0,78.0,70.0,0.5,0.0,3.0
7.5,79.0,71.0,0.5,0.0,3.0
8.0,83.0,73.0,0.5,0.0,3.0
8.5,79.0,71.0,0.5,0.0,3.0
9.0,78.0,70.0,1.0,0.0,4.0
9.5,64.0,62.0,0.5,1.0,4.0
10.0,76.0,69.0,1.0,0.0,4.0
10.5,64.0,62.0,0.5,1.0,4.0
11.0,74.0,68.0,0.5,0.0,4.0
11.5,72.0,67.0,0.5,0.0,4.0
12.0,71.0,66.0,0.5,0.0,5.0
12.5,69.0,65.0,0.5,0.0,5.0
13.0,68.0,64.0,0.5,0.0,5.0
13.5,69.0,65.0,0.5,0.0,5.0
14.0,72.0,67.0,0.5,0.0,5.0
14.5,69.0,65.0,0.5,0.0,5.0
15.0,66.0,63.0,2.0,0.0,6.0
15.5,62.0,61.0,0.5,1.0,6.0
16.0,60.0,60.0,0.5,1.0,6.0
16.5,62.0,61.0,0.5,1.0,6.0
17.0,69.0,65.0,1.0,0.0,6.0
17.5,62.0,61.0,0.5,1.0,6.0
18.0,72.0,67.0,1.0,0.0,7.0
18.5,62.0,61.0,0.5,1.0,7.0
19.0,69.0,65.0,1.0,0.0,7.0
19.5,62.0,61.0,0.5,1.0,7.0
20.0,66.0,63.0,1.0,0.0,7.0
20.5,62.0,61.0,0.5,1.0,7.0
21.0,67.0,64.0,0.5,0.0,8.0
21.5,62.0,61.0,0.5,0.0,8.0
22.0,61.0,60.0,0.5,0.0,8.0
22.5,62.0,61.0,0.5,0.0,8.0
23.0,66.0,63.0,0.5,0.0,8.0
23.5,67.0,64.0,0.5,0.0,8.0
24.0,69.0,65.0,0.5,0.0,9.0
24.5,62.0,61.0,0.5,0.0,9.0
25.0,61.0,60.0,0.5,0.0,9.0
25.5,62.0,61.0,0.5,0.0,9.0
26.0,67.0,64.0,0.5,0.0,9.0
26.5,69.0,65.0,0.5,0.0,9.0
27.0,71.0,66.0,0.5,0.0,10.0
27.5,67.0,64.0,0.5,0.0,10.0
28.0,66.0,63.0,0.5,0.0,10.0
28.5,67.0,64.0,0.5,0.0,10.0
29.0,72.0,67.0,0.5,0.0,10.0
29.5,74.0,68.0,0.5,0.0,10.0
30.0,76.0,69.0,0.5,0.0,11.0
30.5,74.0,68.0,0.5,0.0,11.0
31.0,72.0,67.0,0.5,0.0,11.0
31.5,71.0,66.0,0.5,0.0,11.0
32.0,69.0,65.0,0.5,0.0,11.0
32.5,67.0,64.0,0.5,0.0,11.0
33.0,66.0,63.0,1.0,0.0,12.0
33.5,50.0,54.0,0.5,1.0,12.0
34.0,54.0,56.0,0.5,1.0,12.0
34.5,62.0,61.0,0.5,0.0,12.0
35.0,66.0,63.0,0.5,0.0,12.0
35.5,69.0,65.0,0.5,0.0,12.0
36.0,74.0,68.0,0.5,0.0,13.0
36.5,66.0,63.0,0.5,0.0,13.0
37.0,69.0,65.0,0.5,0.0,13.0
37.5,74.0,68.0,0.5,0.0,13.0
38.0,78.0,70.0,0.5,0.0,13.0
38.5,69.0,65.0,0.5,0.0,13.0
39.0,74.0,68.0,0.5,0.0,14.0
39.5,78.0,70.0,0.5,0.0,14.0
40.0,81.0,72.0,0.5,0.0,14.0
40.5,74.0,68.0,0.5,0.0,14.0
41.0,78.0,70.0,0.5,0.0,14.0
41.5,81.0,72.0,0.5,0.0,14.0
42.0,86.0,75.0,0.5,0.0,15.0
42.5,78.0,70.0,0.5,0.0,15.0
43.0,81.0,72.0,0.5,0.0,15.0
43.5,86.0,75.0,0.5,0.0,15.0
44.0,90.0,77.0,0.5,0.0,15.0
44.5,88.0,76.0,0.5,0.0,15.0
45.0,86.0,75.0,1.0,0.0,16.0
45.5,50.0,54.0,0.5,1.0,16.0
46.0,54.0,56.0,0.5,1.0,16.0
46.5,62.0,61.0,0.5,0.0,16.0
47.0,66.0,63.0,0.5,0.0,16.0
47.5,71.0,66.0,0.5,0.0,16.0
48.0,74.0,68.0,0.5,0.0,17.0
48.5,66.0,63.0,0.5,0.0,17.0
49.0,71.0,66.0,0.5,0.0,17.0
49.5,74.0,68.0,0.5,0.0,17.0
50.0,78.0,70.0,0.5,0.0,17.0
50.5,71.0,66.0,0.5,0.0,17.0
51.0,74.0,68.0,0.5,0.0,18.0
51.5,78.0,70.0,0.5,0.0,18.0
52.0,83.0,73.0,0.5,0.0,18.0
52.5,74.0,68.0,0.5,0.0,18.0
53.0,78.0,70.0,0.5,0.0,18.0
53.5,83.0,73.0,0.5,0.0,18.0
54.0,86.0,75.0,0.5,0.0,19.0
54.5,78.0,70.0,0.5,0.0,19.0
55.0,83.0,73.0,0.5,0.0,19.0
55.5,86.0,75.0,0.5,0.0,19.0
56.0,90.0,77.0,0.5,0.0,19.0
56.5,88.0,76.0,0.5,0.0,19.0
57.0,86.0,75.0,1.0,0.0,20.0
57.5,47.0,52.0,0.5,1.0,20.0
58.0,50.0,54.0,0.5,1.0,20.0
58.5,62.0,61.0,0.5,0.0,20.0
59.0,64.0,62.0,0.5,0.0,20.0
59.5,68.0,64.0,0.5,0.0,20.0
60.0,71.0,66.0,0.5,0.0,21.0
60.5,64.0,62.0,0.5,0.0,21.0
61.0,68.0,64.0,0.5,0.0,21.0
61.5,71.0,66.0,0.5,0.0,21.0
62.0,74.0,68.0,0.5,0.0,21.0
62.5,68.0,64.0,0.5,0.0,21.0
63.0,71.0,66.0,0.5,0.0,22.0
63.5,74.0,68.0,0.5,0.0,22.0
64.0,80.0,71.0,0.5,0.0,22.0
64.5,71.0,66.0,0.5,0.0,22.0
65.0,74.0,68.0,0.5,0.0,22.0
65.5,80.0,71.0,0.5,0.0,22.0
66.0,83.0,73.0,0.5,0.0,23.0
66.5,80.0,71.0,0.5,0.0,23.0
67.0,76.0,69.0,0.5,0.0,23.0
67.5,78.0,70.0,0.5,0.0,23.0
68.0,76.0,69.0,0.5,0.0,23.0
68.5,78.0,70.0,0.5,0.0,23.0
69.0,76.0,69.0,3.0,0.0,24.0
69.5,62.0,61.0,0.5,0.0,24.0
70.0,64.0,62.0,0.5,0.0,24.0
70.5,66.0,63.0,0.5,0.0,24.0
71.0,68.0,64.0,0.5,0.0,24.0
71.5,69.0,65.0,0.5,0.0,24.0
72.0,76.0,69.0,3.0,0.0,25.0
72.5,66.0,63.0,0.5,0.0,25.0
73.0,64.0,62.0,0.5,0.0,25.0
73.5,62.0,61.0,0.5,0.0,25.0
74.0,61.0,60.0,0.5,0.0,25.0
74.5,59.0,59.0,0.5,0.0,25.0
75.0,79.0,71.0,3.0,0.0,26.0
75.5,55.0,57.0,0.5,1.0,26.0
76.0,54.0,56.0,0.5,1.0,26.0
76.5,52.0,55.0,0.5,1.0,26.0
77.0,50.0,54.0,0.5,1.0,26.0
77.5,49.0,53.0,0.5,1.0,26.0
78.0,78.0,70.0,1.0,0.0,27.0
78.5,52.0,55.0,0.5,1.0,27.0
79.0,78.0,70.0,1.0,0.0,27.0
79.5,56.0,57.0,0.5,1.0,27.0
80.0,78.0,70.0,1.0,0.0,27.0
80.5,59.0,59.0,0.5,1.0,27.0
81.0,76.0,69.0,3.0,0.0,28.0
81.5,62.0,61.0,0.5,0.0,28.0
82.0,64.0,62.0,0.5,0.0,28.0
82.5,66.0,63.0,0.5,0.0,28.0
83.0,68.0,64.0,0.5,0.0,28.0
83.5,69.0,65.0,0.5,0.0,28.0
84.0,76.0,69.0,3.0,0.0,29.0
84.5,66.0,63.0,0.5,0.0,29.0
85.0,64.0,62.0,0.5,0.0,29.0
85.5,62.0,61.0,0.5,0.0,29.0
86.0,61.0,60.0,0.5,0.0,29.0
86.5,59.0,59.0,0.5,0.0,29.0
87.0,79.0,71.0,3.0,0.0,30.0
87.5,55.0,57.0,0.5,1.0,30.0
88.0,54.0,56.0,0.5,1.0,30.0
88.5,52.0,55.0,0.5,1.0,30.0
89.0,50.0,54.0,0.5,1.0,30.0
89.5,49.0,53.0,0.5,1.0,30.0
90.0,78.0,70.0,1.0,0.0,31.0
90.5,52.0,55.0,0.5,1.0,31.0
91.0,78.0,70.0,1.0,0.0,31.0
91.5,56.0,57.0,0.5,1.0,31.0
92.0,78.0,70.0,1.0,0.0,31.0
92.5,59.0,59.0,0.5,1.0,31.0
93.0,76.0,69.0,0.5,0.0,32.0
93.5,74.0,68.0,0.5,0.0,32.0
94.0,76.0,69.0,0.5,0.0,32.0
94.5,78.0,70.0,0.5,0.0,32.0
95.0,80.0,71.0,0.5,0.0,32.0
95.5,81.0,72.0,0.5,0.0,32.0
96.0,80.0,71.0,0.5,0.0,33.0
96.5,78.0,70.0,0.5,0.0,33.0
97.0,76.0,69.0,0.5,0.0,33.0
97.5,74.0,68.0,0.5,0.0,33.0
98.0,73.0,67.0,0.5,0.0,33.0
98.5,71.0,66.0,0.5,0.0,33.0
99.0,74.0,68.0,0.5,0.0,34.0
99.5,76.0,69.0,0.5,0.0,34.0
100.0,78.0,70.0,0.5,0.0,34.0
100.5,80.0,71.0,0.5,0.0,34.0
101.0,81.0,72.0,0.5,0.0,34.0
101.5,83.0,73.0,0.5,0.0,34.0
102.0,81.0,72.0,0.5,0.0,35.0
102.5,79.0,71.0,0.5,0.0,35.0
103.0,78.0,70.0,0.5,0.0,35.0
103.5,76.0,69.0,0.5,0.0,35.0
104.0,74.0,68.0,0.5,0.0,35.0
104.5,73.0,67.0,0.5,0.0,35.0
105.0,76.0,69.0,0.5,0.0,36.0
105.5,79.0,71.0,0.5,0.0,36.0
106.0,85.0,74.0,0.5,0.0,36.0
106.5,79.0,71.0,0.5,0.0,36.0
107.0,88.0,76.0,0.5,0.0,36.0
107.5,85.0,74.0,0.5,0.0,36.0
108.0,88.0,76.0,0.5,0.0,37.0
108.5,85.0,74.0,0.5,0.0,37.0
109.0,88.0,76.0,0.5,0.0,37.0
109.5,85.0,74.0,0.5,0.0,37.0
110.0,88.0,76.0,0.5,0.0,37.0
110.5,85.0,74.0,0.5,0.0,37.0
111.0,88.0,76.0,0.5,0.0,38.0
111.5,85.0,74.0,0.5,0.0,38.0
112.0,81.0,72.0,0.5,0.0,38.0
112.5,83.0,73.0,0.5,0.0,38.0
113.0,85.0,74.0,0.5,0.0,38.0
113.5,81.0,72.0,0.5,0.0,38.0
114.0,86.0,75.0,0.5,0.0,39.0
114.5,81.0,72.0,0.5,0.0,39.0
115.0,86.0,75.0,0.5,0.0,39.0
115.5,81.0,72.0,0.5,0.0,39.0
116.0,78.0,70.0,0.5,0.0,39.0
116.5,74.0,68.0,0.5,0.0,39.0
117.0,76.0,69.0,0.5,0.0,40.0
117.5,79.0,71.0,0.5,0.0,40.0
118.0,85.0,74.0,0.5,0.0,40.0
118.5,79.0,71.0,0.5,0.0,40.0
119.0,88.0,76.0,0.5,0.0,40.0
119.5,85.0,74.0,0.5,0.0,40.0
120.0,88.0,76.0,0.5,0.0,41.0
120.5,85.0,74.0,0.5,0.0,41.0
121.0,88.0,76.0,0.5,0.0,41.0
121.5,85.0,74.0,0.5,0.0,41.0
122.0,88.0,76.0,0.5,0.0,41.0
122.5,85.0,74.0,0.5,0.0,41.0
123.0,88.0,76.0,0.5,0.0,42.0
123.5,85.0,74.0,0.5,0.0,42.0
124.0,81.0,72.0,0.5,0.0,42.0
124.5,83.0,73.0,0.5,0.0,42.0
125.0,85.0,74.0,0.5,0.0,42.0
125.5,81.0,72.0,0.5,0.0,42.0
126.0,86.0,75.0,0.5,0.0,43.0
126.5,81.0,72.0,0.5,0.0,43.0
127.0,86.0,75.0,0.5,0.0,43.0
127.5,81.0,72.0,0.5,0.0,43.0
128.0,78.0,70.0,0.5,0.0,43.0
128.5,74.0,68.0,0.5,0.0,43.0
129.0,83.0,73.0,0.5,0.0,44.0
129.5,79.0,71.0,0.5,0.0,44.0
130.0,83.0,73.0,0.5,0.0,44.0
130.5,79.0,71.0,0.5,0.0,44.0
131.0,74.0,68.0,0.5,0.0,44.0
131.5,71.0,66.0,0.5,0.0,44.0
132.0,69.0,65.0,2.0,0.0,45.0
134.0,76.0,69.0,1.0,0.0,45.0
135.0,74.0,68.0,1.0,0.0,46.0
135.5,57.0,58.0,0.5,1.0,46.0
136.0,81.0,72.0,1.0,0.0,46.0
136.5,57.0,58.0,0.5,1.0,46.0
137.0,74.0,68.0,1.0,0.0,46.0
137.5,57.0,58.0,0.5,1.0,46.0
138.0,55.0,57.0,0.5,1.0,47.0
138.5,57.0,58.0,0.5,1.0,47.0
