time,key,degree,quality,inversion,roman_numeral_notation
0,31,8,1,1,V
1,31,8,5,1,V7
2,31,8,5,1,V7
3,31,1,1,3,I64
4,31,8,1,1,V
5,31,8,1,1,V
6,31,6,1,2,IV6
7,31,1,1,1,I
8,31,1,1,1,I
9,31,1,1,2,I6
10,31,1,1,3,I64
11,31,8,1,1,V
12,31,8,1,1,V
13,31,8,5,1,V7
14,31,8,5,1,V7
15,31,1,1,3,I64
16,31,10,2,1,vii-7/vi
17,31,10,2,1,vii-7/vi
18,13,3,2,1,ii
19,13,1,1,1,I
20,13,1,1,1,I
21,13,1,1,1,I
22,13,1,1,2,I6
23,13,1,1,2,I6
24,13,6,5,1,V7/vi
25,13,6,1,1,IV
26,13,6,1,1,IV
27,13,5,5,2,V65/V
28,13,8,5,1,V7
29,13,8,5,1,V7
30,13,6,1,2,IV6
31,13,12,10,1,vii=7
32,13,12,10,1,vii=7
33,13,8,5,3,V43
34,13,8,5,3,V43
35,13,1,1,1,I
36,13,8,5,3,V43
37,13,8,5,3,V43
38,13,1,1,2,I6
39,13,3,4,2,ii65
40,13,8,1,1,V
41,13,8,1,1,V
42,13,8,5,2,V65
43,13,8,5,1,V7
44,13,8,5,1,V7
45,13,10,2,1,vi
46,13,10,2,1,vi
47,13,10,2,1,vi
48,13,8,10,1,vii=7/V
49,13,8,5,4,V42
50,13,8,5,4,V42
51,13,3,9,2,vii-65/ii
52,13,3,2,1,ii
53,13,3,2,1,ii
54,13,1,1,3,I64
55,13,1,1,3,I64
56,13,1,1,3,I64
57,13,1,1,3,I64
58,13,1,1,3,I64
59,13,8,5,4,V42
60,13,1,1,2,I6
61,13,1,1,2,I6
62,13,1,1,2,I6
63,13,1,1,2,I6
64,13,1,1,3,I64
65,13,8,5,4,V42
66,13,1,1,2,I6
67,13,1,1,2,I6
68,13,1,1,2,I6
69,13,1,1,2,I6
70,13,1,1,3,I64
71,13,8,5,1,V7
72,13,1,1,1,I
73,13,1,1,3,I64
74,13,1,1,3,I64
75,13,1,1,2,I6
76,13,8,5,3,V43
77,13,8,5,3,V43
78,13,1,1,1,I
79,13,1,1,3,I64
80,13,1,1,3,I64
81,13,1,1,2,I6
82,13,8,5,3,V43
83,13,8,5,3,V43
84,13,1,1,1,I
