onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,67.0,64.0,1.0,0.0,1.0
1.0,65.0,63.0,1.0,0.0,1.0
2.0,63.0,62.0,1.5,0.0,2.0
3.5,63.0,62.0,0.375,0.0,2.0
3.875,68.0,65.0,0.125,0.0,2.0
4.0,67.0,64.0,0.5,0.0,3.0
4.5,67.0,64.0,0.375,0.0,3.0
4.875,73.0,68.0,0.125,0.0,3.0
5.0,72.0,67.0,0.5,0.0,3.0
5.5,72.0,67.0,0.375,0.0,3.0
5.875,74.0,68.0,0.125,0.0,3.0
6.0,75.0,69.0,0.75,0.0,4.0
6.5,66.0,63.0,0.5,0.0,4.0
6.75,72.0,67.0,0.25,0.0,4.0
7.0,71.0,66.0,0.5,0.0,4.0
7.5,79.0,71.0,0.25,0.0,4.0
7.75,87.0,76.0,0.25,0.0,4.0
8.0,87.0,76.0,0.75,0.0,5.0
8.5,78.0,70.0,0.5,0.0,5.0
8.75,84.0,74.0,0.25,0.0,5.0
9.0,83.0,73.0,0.5,0.0,5.0
9.5,82.0,73.0,0.5,0.0,5.0
10.0,82.0,73.0,1.166666667,0.0,6.0
10.5,75.0,69.0,0.5,0.0,6.0
11.0,82.0,73.0,0.166666667,0.0,6.0
11.16666667,70.0,66.0,0.166666667,0.0,6.0
11.33333333,72.0,67.0,0.166666667,0.0,6.0
11.5,69.0,65.0,0.166666667,0.0,6.0
11.66666667,70.0,66.0,0.166666667,0.0,6.0
11.83333333,68.0,65.0,0.166666667,0.0,6.0
12.0,67.0,64.0,1.0,0.0,7.0
13.0,65.0,63.0,1.0,0.0,7.0
14.0,63.0,62.0,1.5,0.0,8.0
15.5,66.0,64.0,0.375,0.0,8.0
15.875,71.0,67.0,0.125,0.0,8.0
16.0,71.0,67.0,0.5,0.0,9.0
16.5,70.0,66.0,0.375,0.0,9.0
16.875,76.0,70.0,0.125,0.0,9.0
17.0,75.0,69.0,0.5,0.0,9.0
17.5,75.0,69.0,0.375,0.0,9.0
17.875,77.0,70.0,0.125,0.0,9.0
18.0,78.0,71.0,0.75,0.0,10.0
18.5,72.0,67.0,0.5,0.0,10.0
18.75,75.0,69.0,0.25,0.0,10.0
19.0,74.0,68.0,0.5,0.0,10.0
19.5,73.0,68.0,0.375,0.0,10.0
19.875,75.0,69.0,0.125,0.0,10.0
20.0,76.0,70.0,0.75,0.0,11.0
20.5,70.0,66.0,0.5,0.0,11.0
20.75,75.0,69.0,0.125,0.0,11.0
20.875,73.0,68.0,0.125,0.0,11.0
21.0,71.0,67.0,0.5,0.0,11.0
21.5,75.0,69.0,0.5,0.0,11.0
22.0,74.0,68.0,0.5,0.0,12.0
23.25,74.0,68.0,0.25,0.0,12.0
23.5,75.0,69.0,0.25,0.0,12.0
23.75,75.0,69.0,0.25,0.0,12.0
24.0,77.0,70.0,0.5,0.0,13.0
25.25,74.0,68.0,0.25,0.0,13.0
25.5,75.0,69.0,0.25,0.0,13.0
25.75,75.0,69.0,0.25,0.0,13.0
26.0,77.0,70.0,0.5,0.0,14.0
27.25,77.0,70.0,0.25,0.0,14.0
27.5,79.0,71.0,0.25,0.0,14.0
27.75,80.0,72.0,0.25,0.0,14.0
28.0,80.0,72.0,0.5,0.0,15.0
29.25,77.0,70.0,0.25,0.0,15.0
29.5,79.0,71.0,0.25,0.0,15.0
29.75,80.0,72.0,0.25,0.0,15.0
30.5,80.0,72.0,0.5,0.0,16.0
31.5,80.0,72.0,0.5,0.0,16.0
32.0,80.0,72.0,3.0,0.0,17.0
35.0,74.0,68.0,0.5,0.0,17.0
35.5,79.0,71.0,0.5,0.0,17.0
36.0,79.0,71.0,1.0,0.0,18.0
37.0,72.0,67.0,0.5,0.0,18.0
37.5,77.0,70.0,0.5,0.0,18.0
38.0,77.0,70.0,1.0,0.0,18.0
39.0,70.0,66.0,0.5,0.0,18.0
39.5,75.0,69.0,0.5,0.0,18.0
40.0,75.0,69.0,2.0,0.0,19.0
42.0,74.0,68.0,1.0,0.0,19.0
43.0,75.0,69.0,1.0,0.0,19.0
44.0,77.0,70.0,1.0,0.0,20.0
45.0,79.0,71.0,1.0,0.0,20.0
46.0,80.0,72.0,1.0,0.0,20.0
47.0,82.0,73.0,1.0,0.0,20.0
48.0,79.0,71.0,1.0,0.0,21.0
