onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
0.0,72.0,67.0,1.5,0.0,1.0
1.5,68.0,65.0,0.5,0.0,1.0
2.0,68.0,65.0,0.75,0.0,1.0
2.75,68.0,65.0,0.25,0.0,1.0
3.0,73.0,68.0,1.0,0.0,2.0
4.0,70.0,66.0,2.0,0.0,2.0
6.0,75.0,69.0,1.5,0.0,3.0
6.5,56.0,58.0,0.5,1.0,3.0
7.0,60.0,60.0,0.5,1.0,3.0
7.5,73.0,68.0,0.5,0.0,3.0
8.0,75.0,69.0,0.5,0.0,3.0
8.5,77.0,70.0,0.5,0.0,3.0
9.0,75.0,69.0,0.75,0.0,4.0
9.75,74.0,68.0,0.25,0.0,4.0
10.0,73.0,68.0,0.625,0.0,4.0
10.5,73.0,68.0,0.125,0.0,4.0
10.625,72.0,67.0,0.125,0.0,4.0
10.75,73.0,68.0,0.125,0.0,4.0
10.875,75.0,69.0,0.125,0.0,4.0
11.0,77.0,70.0,0.5,0.0,4.0
11.5,75.0,69.0,0.25,0.0,4.0
11.75,73.0,68.0,0.25,0.0,4.0
12.0,72.0,67.0,1.5,0.0,5.0
12.25,63.0,62.0,0.25,1.0,5.0
12.5,63.0,62.0,0.25,1.0,5.0
12.75,63.0,62.0,0.25,1.0,5.0
13.0,56.0,58.0,0.25,1.0,5.0
13.25,63.0,62.0,0.25,1.0,5.0
13.5,75.0,69.0,1.0,0.0,5.0
13.75,63.0,62.0,0.25,1.0,5.0
14.0,56.0,58.0,0.25,1.0,5.0
14.25,63.0,62.0,0.25,1.0,5.0
14.5,80.0,72.0,0.5,0.0,5.0
14.75,63.0,62.0,0.25,1.0,5.0
15.0,80.0,72.0,1.0,0.0,6.0
15.25,63.0,62.0,0.25,1.0,6.0
15.5,63.0,62.0,0.25,1.0,6.0
15.75,63.0,62.0,0.25,1.0,6.0
16.0,79.0,71.0,2.0,0.0,6.0
16.25,63.0,62.0,0.25,1.0,6.0
16.5,63.0,62.0,0.25,1.0,6.0
16.75,63.0,62.0,0.25,1.0,6.0
17.0,58.0,59.0,0.25,1.0,6.0
17.25,63.0,62.0,0.25,1.0,6.0
17.5,63.0,62.0,0.25,1.0,6.0
17.75,63.0,62.0,0.25,1.0,6.0
18.0,82.0,73.0,1.5,0.0,7.0
18.25,70.0,66.0,0.25,1.0,7.0
18.5,70.0,66.0,0.25,1.0,7.0
18.75,70.0,66.0,0.25,1.0,7.0
19.0,61.0,61.0,0.25,1.0,7.0
19.25,70.0,66.0,0.25,1.0,7.0
19.5,79.0,71.0,1.0,0.0,7.0
19.75,70.0,66.0,0.25,1.0,7.0
20.0,61.0,61.0,0.25,1.0,7.0
20.25,70.0,66.0,0.25,1.0,7.0
20.5,75.0,69.0,0.5,0.0,7.0
20.75,70.0,66.0,0.25,1.0,7.0
21.0,75.0,69.0,1.0,0.0,8.0
21.25,68.0,65.0,0.25,1.0,8.0
21.5,68.0,65.0,0.25,1.0,8.0
21.75,68.0,65.0,0.25,1.0,8.0
22.0,80.0,72.0,2.0,0.0,8.0
22.25,68.0,65.0,0.25,1.0,8.0
22.5,68.0,65.0,0.25,1.0,8.0
22.75,68.0,65.0,0.25,1.0,8.0
23.0,60.0,60.0,0.25,1.0,8.0
23.25,68.0,65.0,0.25,1.0,8.0
23.5,68.0,65.0,0.25,1.0,8.0
23.75,68.0,65.0,0.25,1.0,8.0
24.0,80.0,72.0,1.5,0.0,9.0
24.25,75.0,69.0,0.25,1.0,9.0
24.5,75.0,69.0,0.25,1.0,9.0
24.75,75.0,69.0,0.25,1.0,9.0
25.0,66.0,64.0,0.25,1.0,9.0
25.25,75.0,69.0,0.25,1.0,9.0
25.5,84.0,74.0,1.0,0.0,9.0
25.75,75.0,69.0,0.25,1.0,9.0
26.0,66.0,64.0,0.25,1.0,9.0
26.25,75.0,69.0,0.25,1.0,9.0
26.5,87.0,76.0,0.5,0.0,9.0
26.75,75.0,69.0,0.25,1.0,9.0
27.0,87.0,76.0,1.5,0.0,10.0
27.25,73.0,68.0,0.25,1.0,10.0
27.5,73.0,68.0,0.25,1.0,10.0
27.75,73.0,68.0,0.25,1.0,10.0
28.0,65.0,63.0,0.25,1.0,10.0
28.25,73.0,68.0,0.25,1.0,10.0
28.5,85.0,75.0,0.5,0.0,10.0
28.75,73.0,68.0,0.25,1.0,10.0
29.0,87.0,76.0,0.5,0.0,10.0
29.25,72.0,67.0,0.25,1.0,10.0
29.5,89.0,77.0,0.5,0.0,10.0
29.75,70.0,66.0,0.25,1.0,10.0
30.0,89.0,77.0,0.5,0.0,11.0
30.25,72.0,67.0,0.25,1.0,11.0
30.5,87.0,76.0,1.0,0.0,11.0
30.75,72.0,67.0,0.25,1.0,11.0
31.0,63.0,62.0,0.25,1.0,11.0
31.25,72.0,67.0,0.25,1.0,11.0
31.5,85.0,75.0,0.25,0.0,11.0
31.75,84.0,74.0,0.25,0.0,11.0
32.0,87.0,76.0,0.25,0.0,11.0
32.25,85.0,75.0,0.25,0.0,11.0
32.5,79.0,71.0,0.5,0.0,11.0
32.75,73.0,68.0,0.25,1.0,11.0
33.0,80.0,72.0,0.125,0.0,12.0
33.125,87.0,76.0,0.125,0.0,12.0
33.25,84.0,74.0,0.125,0.0,12.0
33.375,87.0,76.0,0.125,0.0,12.0
33.5,92.0,79.0,0.125,0.0,12.0
33.625,87.0,76.0,0.125,0.0,12.0
33.75,84.0,74.0,0.125,0.0,12.0
33.875,87.0,76.0,0.125,0.0,12.0
34.0,80.0,72.0,0.125,0.0,12.0
34.125,75.0,69.0,0.125,0.0,12.0
34.25,72.0,67.0,0.125,0.0,12.0
34.375,75.0,69.0,0.125,0.0,12.0
