time,key,degree,quality,inversion,roman_numeral_notation
0,d,5,M,1,V6
1,d,5,M,1,V6
2,d,5,M,1,V6
3,d,5,M,1,V6
4,d,5,M,1,V6
5,d,5,M,1,V6
6,d,5,M,1,V6
7,d,5,D7,1,V65
8,d,1,m,0,i
9,d,5,M,2,V64
10,d,1,m,1,i6
11,d,5,D7,1,V65
12,d,1,m,0,i
13,d,5,M,2,V64
14,d,1,m,1,i6
15,d,5/4,D7,1,V65/iv
16,d,4,m,0,iv
17,d,1,m,2,i64
18,d,4,m,1,iv6
19,d,+4,a6,1,It+6
20,d,7/5,d7,2,vii-43/V
21,d,7/5,d7,2,vii-43/V
22,d,5,M,0,V
23,d,5,M,0,V
24,d,5/3,M,1,V6/III
25,d,5/3,M,1,V6/III
26,d,5/3,M,1,V6/III
27,d,5/3,M,1,V6/III
28,d,5/3,M,1,V6/III
29,d,5/3,M,1,V6/III
30,d,5/3,M,1,V6/III
31,d,5/3,D7,1,V65/III
32,d,3,M,0,III
33,d,3,M,0,III
34,d,3,M,0,III
35,d,5/4,D7,1,V65/iv
36,d,4,m,0,iv
37,d,4,m,0,iv
38,d,4,m,0,iv
39,d,-2,M,1,N6
40,d,-2,M,1,N6
41,d,7,d7,2,vii-43
42,d,7,d7,2,vii-43
43,d,7,d7,2,vii-43
44,d,7,d7,2,vii-43
45,d,7/5,d7,0,vii-7/V
46,d,7/5,d7,0,vii-7/V
47,d,7/5,d7,0,vii-7/V
48,d,1,m,2,i64
49,d,1,m,2,i64
50,d,1,m,2,i64
51,d,1,m,2,i64
52,d,1,m,2,i64
53,d,1,m,2,i64
54,d,1,m,2,i64
55,d,1,m,2,i64
56,d,1,m,2,i64
57,d,1,m,2,i64
58,d,1,m,2,i64
59,d,1,m,2,i64
60,d,1,m,2,i64
61,d,1,m,2,i64
62,d,1,m,2,i64
63,d,1,m,2,i64
64,d,1,m,2,i64
65,d,1,m,2,i64
66,d,1,m,2,i64
67,d,1,m,2,i64
68,d,1,m,2,i64
69,d,1,m,2,i64
70,d,1,m,2,i64
71,d,1,m,2,i64
