time,key,degree,quality,inversion,roman_numeral_notation
0,39,1,1,1,I
1,39,1,1,1,I
2,39,1,1,1,I
3,39,1,1,1,I
4,39,1,1,1,I
5,39,1,1,1,I
6,39,1,1,1,I
7,39,1,1,1,I
8,39,1,1,1,I
9,39,1,1,1,I
10,39,1,1,1,I
11,39,1,1,1,I
12,39,1,1,1,I
13,39,1,1,1,I
14,39,1,1,1,I
15,39,1,1,1,I
16,39,1,1,1,I
17,39,8,10,1,vii=7/V
18,39,8,1,1,vii=7/V
19,39,3,9,1,vii-7/ii
20,39,3,2,1,ii
21,39,10,9,1,vii-7/vi
22,39,10,2,1,vi
23,39,6,1,1,IV
24,39,1,1,2,I6
25,39,1,2,2,i6
26,39,3,2,1,ii
27,39,8,1,1,V
28,39,1,1,1,I
29,39,1,2,2,ii6
30,39,8,1,1,V
31,39,8,1,1,V
32,39,1,1,1,I
33,39,8,10,1,vii=7/V
34,39,8,1,1,vii=7/V
35,39,3,9,1,vii-7/ii
36,39,3,2,1,ii
37,39,10,9,1,vii-7/vi
38,39,10,2,1,vi
39,39,6,1,1,IV
40,39,1,1,2,I6
41,39,1,2,2,i6
42,39,3,2,1,ii
43,39,8,1,1,V
44,39,1,1,1,I
45,39,6,2,2,iv6
46,39,8,1,1,V
47,39,8,5,4,V42
48,39,1,1,2,I6
49,39,1,2,2,i6
50,39,3,2,1,ii
51,39,8,5,1,V7
52,39,1,1,1,I
53,39,6,2,2,iv6
54,39,8,1,1,V
55,39,8,5,4,V42
56,39,1,1,2,I6
57,39,8,9,4,vii-42/V
58,39,11,1,2,bVII6
59,39,10,9,1,vii-7/vi
60,39,10,2,1,vi
61,39,6,1,1,IV
62,39,1,1,3,I64
63,39,8,1,1,V
64,39,1,1,1,I
65,39,1,1,1,I
66,39,1,1,2,I6
67,39,1,1,2,I6
68,39,1,1,3,I64
69,39,1,1,2,I6
70,39,1,1,3,I64
71,39,3,4,2,ii65
72,39,6,1,2,IV6
73,39,6,1,2,IV6
74,39,3,4,2,ii65
75,39,3,4,2,ii65
76,39,6,1,2,IV6
77,39,5,9,2,vii-65/iii
78,39,6,2,2,iv6
79,39,1,1,3,I64
80,39,3,5,1,V7/IV
81,39,3,5,1,V7/IV
82,39,1,1,3,I64
83,39,1,1,3,I64
84,39,3,5,4,V42/IV
85,39,1,6,3,I+64
86,39,3,5,4,V42/IV
87,39,6,1,2,IV6
88,39,6,1,3,IV64
