onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
-0.5,34.0,45.0,0.5,1.0,0.0
0.0,62.0,61.0,1.5,1.0,1.0
1.5,86.0,75.0,0.5,0.0,1.0
2.0,86.0,75.0,0.5,0.0,1.0
3.0,87.0,76.0,0.25,0.0,1.0
3.5,86.0,75.0,0.25,0.0,1.0
4.0,86.0,75.0,0.5,0.0,2.0
5.0,82.0,73.0,0.5,0.0,2.0
7.5,34.0,45.0,0.5,1.0,2.0
8.0,65.0,63.0,1.5,1.0,2.0
9.5,89.0,77.0,0.5,0.0,3.0
10.0,89.0,77.0,0.5,0.0,3.0
11.0,91.0,78.0,0.25,0.0,3.0
11.5,89.0,77.0,0.25,0.0,3.0
12.0,89.0,77.0,0.5,0.0,4.0
13.0,86.0,75.0,0.5,0.0,4.0
15.0,70.0,66.0,0.5,0.0,4.0
15.5,72.0,67.0,0.5,0.0,4.0
16.0,74.0,68.0,2.0,0.0,5.0
17.0,67.0,64.0,1.0,0.0,5.0
18.0,72.0,67.0,1.0,0.0,5.0
19.0,72.0,67.0,0.5,0.0,5.0
19.5,74.0,68.0,0.5,0.0,5.0
20.0,75.0,69.0,2.0,0.0,6.0
21.0,69.0,65.0,1.0,0.0,6.0
22.0,74.0,68.0,1.0,0.0,6.0
23.0,74.0,68.0,0.5,0.0,6.0
23.5,75.0,69.0,0.5,0.0,6.0
24.0,77.0,70.0,1.5,0.0,6.0
25.0,70.0,66.0,1.0,0.0,7.0
25.5,79.0,71.0,0.5,0.0,7.0
26.0,77.0,70.0,0.5,0.0,7.0
26.5,75.0,69.0,1.0,0.0,7.0
27.0,69.0,65.0,1.0,0.0,7.0
27.5,77.0,70.0,0.5,0.0,7.0
28.0,75.0,69.0,0.5,0.0,8.0
28.5,74.0,68.0,0.5,0.0,8.0
29.0,77.0,70.0,0.5,0.0,8.0
29.5,75.0,69.0,0.5,0.0,8.0
30.0,72.0,67.0,1.0,0.0,8.0
31.0,82.0,73.0,0.5,0.0,8.0
31.5,84.0,74.0,0.5,0.0,8.0
32.0,86.0,75.0,2.0,0.0,9.0
33.0,79.0,71.0,1.0,0.0,9.0
34.0,84.0,74.0,1.0,0.0,9.0
35.0,84.0,74.0,0.5,0.0,9.0
35.5,86.0,75.0,0.5,0.0,9.0
36.0,87.0,76.0,2.0,0.0,10.0
37.0,81.0,72.0,1.0,0.0,10.0
38.0,86.0,75.0,1.0,0.0,10.0
39.0,86.0,75.0,0.5,0.0,10.0
39.5,87.0,76.0,0.5,0.0,10.0
40.0,89.0,77.0,1.5,0.0,11.0
41.0,82.0,73.0,1.0,0.0,11.0
41.5,91.0,78.0,0.5,0.0,11.0
42.0,89.0,77.0,0.5,0.0,11.0
42.5,87.0,76.0,1.0,0.0,11.0
43.0,81.0,72.0,1.0,0.0,11.0
43.5,89.0,77.0,0.5,0.0,11.0
44.0,87.0,76.0,0.5,0.0,11.0
44.5,86.0,75.0,1.0,0.0,12.0
45.0,82.0,73.0,2.0,0.0,12.0
