time,key,degree,quality,inversion,roman_numeral_notation
0,26,1,2,1,i
1,26,1,2,1,i
2,26,8,5,2,V65
3,26,8,5,2,V65
4,26,1,2,1,i
5,26,1,2,1,i
6,26,6,2,1,iv
7,26,6,2,1,iv
8,26,1,2,2,i6
9,26,1,2,2,i6
10,26,8,5,2,V65
11,26,8,5,2,V65
12,26,1,2,1,i
13,26,3,8,2,ii-6
14,26,1,2,3,i64
15,26,8,1,1,V
16,26,1,2,1,i
17,26,1,2,1,i
18,26,8,5,2,V65
19,26,8,5,2,V65
20,26,1,2,1,i
21,26,1,2,1,i
22,26,6,2,1,iv
23,39,12,8,2,vii-6
24,39,1,1,2,I6
25,39,1,1,2,I6
26,39,3,2,2,ii6
27,39,5,5,2,V65/V
28,39,8,1,1,V
29,39,8,1,1,V
30,39,8,5,2,V65
31,39,8,5,2,V65
32,39,1,1,1,I
33,39,1,1,1,I
34,39,8,5,2,V65
35,39,8,5,2,V65
36,39,1,1,1,I
37,39,1,1,1,I
38,39,8,5,2,V65
39,39,8,5,2,V65
40,39,1,1,1,I
41,39,3,5,4,V42/IV
42,39,6,1,2,IV6
43,39,6,1,1,IV
44,39,1,1,3,I64
45,39,8,5,1,V7
46,39,1,1,1,I
47,39,1,1,1,I
48,39,1,1,1,I
49,39,3,5,4,V42/IV
50,39,6,1,2,IV6
51,39,6,1,1,IV
52,39,1,1,2,I6
53,39,3,2,2,ii6
54,39,1,1,3,I64
55,39,8,5,1,V7
56,39,1,1,1,I
57,39,1,1,1,I
58,39,8,5,3,V43
59,39,8,5,1,V7
60,39,1,1,1,I
61,39,1,1,1,I
62,39,8,5,3,V43
63,39,8,5,1,V7
64,39,1,1,1,I
65,26,1,2,1,i
66,26,1,2,1,i
67,26,1,2,1,i
68,26,8,5,2,V65
69,26,8,5,2,V65
70,26,1,2,1,i
71,26,1,2,1,i
72,26,6,2,1,iv
73,26,6,2,1,iv
74,26,1,2,2,i6
75,26,1,2,2,i6
76,26,8,5,2,V65
77,26,8,5,2,V65
78,26,1,2,1,i
79,26,3,8,2,ii-6
80,26,1,2,3,i64
81,26,8,1,1,V
82,26,1,2,1,i
83,26,1,2,1,i
84,26,8,5,2,V65
85,26,8,5,2,V65
86,26,1,2,1,i
87,26,1,2,1,i
88,26,6,2,1,iv
89,39,12,8,2,vii-6
90,39,1,1,2,I6
91,39,1,1,2,I6
92,39,3,2,2,ii6
93,39,5,5,2,V65/V
94,39,8,1,1,V
95,39,8,1,1,V
96,39,8,5,2,V65
97,39,8,5,2,V65
98,39,1,1,1,I
99,39,1,1,1,I
100,39,8,5,2,V65
101,39,8,5,2,V65
102,39,1,1,1,I
103,39,1,1,1,I
104,39,8,5,2,V65
105,39,8,5,2,V65
106,39,1,1,1,I
107,39,3,5,4,V42/IV
108,39,6,1,2,IV6
109,39,6,1,1,IV
110,39,1,1,3,I64
111,39,8,5,1,V7
112,39,1,1,1,I
113,39,1,1,1,I
114,39,1,1,1,I
115,39,3,5,4,V42/IV
116,39,6,1,2,IV6
117,39,6,1,1,IV
118,39,1,1,2,I6
119,39,3,2,2,ii6
120,39,1,1,3,I64
121,39,8,5,1,V7
122,39,1,1,1,I
123,39,1,1,1,I
124,39,8,5,3,V43
125,39,8,5,1,V7
126,39,1,1,1,I
127,39,1,1,1,I
128,39,8,5,3,V43
129,39,8,5,1,V7
130,39,1,1,1,I
131,39,1,1,1,I
132,39,1,1,1,I
133,39,1,1,1,I
134,15,8,5,4,V42
135,15,8,5,4,V42
136,15,1,1,2,I6
137,15,1,1,2,I6
138,15,3,2,2,ii6
139,15,8,5,1,V7
140,15,1,1,1,I
141,15,1,1,1,I
142,15,12,8,2,vii-6
143,15,12,8,2,vii-6
144,15,1,1,2,I6
145,15,1,1,2,I6
146,15,6,1,1,IV
147,15,8,1,1,V
148,15,1,1,1,I
149,15,1,1,1,I
150,15,12,8,2,vii-6
151,15,12,8,2,vii-6
152,15,1,1,2,I6
153,15,1,1,2,I6
154,15,6,1,1,IV
155,15,8,1,1,V
156,15,1,1,1,I
157,15,1,1,1,I
158,15,12,8,2,vii-6
159,15,8,5,1,V7
160,15,1,1,1,I
161,15,1,1,1,I
162,2,8,5,3,V43
163,2,8,5,1,V7
164,2,1,2,1,i
165,2,1,2,1,i
166,26,8,5,2,V65
167,26,8,5,2,V65
168,26,1,2,1,i
169,26,8,1,2,V6
170,26,1,2,1,i
171,26,8,8,2,vii-6/V
172,26,8,1,1,V
173,26,8,1,1,V
174,26,1,2,3,i64
175,26,1,2,3,i64
176,26,8,1,1,V
177,26,8,1,1,V
178,26,1,2,3,i64
179,26,1,2,3,i64
180,26,8,5,1,V7
181,26,8,5,1,V7
182,26,8,5,1,V7
183,26,1,2,1,i
184,26,8,5,1,V7
185,26,8,5,1,V7
186,26,8,5,1,V7
187,26,1,2,1,i
188,26,8,5,1,V7
189,26,8,5,1,V7
190,26,8,5,1,V7
191,26,8,5,1,V7
192,26,1,2,1,i
193,26,1,2,1,i
194,26,8,1,2,V6
195,26,8,1,2,V6
196,26,1,2,1,i
197,26,1,2,1,i
198,26,6,2,1,iv
199,26,6,2,1,iv
200,26,1,2,2,i6
201,26,1,2,2,i6
202,26,8,5,2,V65
203,26,8,5,2,V65
