time,key,degree,quality,inversion,roman_numeral_notation
0,25,1,1,1,I
1,25,1,1,1,I
2,25,1,1,1,I
3,25,1,1,1,I
4,25,1,1,1,I
5,25,1,1,1,I
6,25,1,1,1,I
7,25,1,1,1,I
8,25,1,1,1,I
9,25,1,1,1,I
10,25,1,1,1,I
11,25,1,1,1,I
12,25,1,1,1,I
13,25,1,1,1,I
14,25,1,1,1,I
15,7,3,2,1,ii
16,7,1,1,3,I64
17,7,1,1,3,I64
18,7,1,1,3,I64
19,7,8,5,1,V7
20,7,1,1,1,I
21,7,1,1,1,I
22,19,1,1,1,I
23,19,1,1,1,I
24,19,1,1,1,I
25,19,1,1,1,I
26,19,1,1,1,I
27,19,1,1,1,I
28,19,1,1,1,I
29,19,1,1,1,I
30,19,1,1,1,I
31,19,1,1,1,I
32,19,1,1,1,I
33,19,1,1,1,I
34,19,1,1,1,I
35,19,1,1,1,I
36,19,1,1,1,I
37,1,3,2,1,ii
38,1,1,1,3,I64
39,1,1,1,3,I64
40,1,1,1,3,I64
41,1,8,5,1,V7
42,1,1,1,1,I
43,1,1,1,1,I
44,1,1,1,1,I
45,25,3,2,1,ii
46,25,1,1,3,I64
47,25,1,1,3,I64
48,25,1,1,3,I64
49,25,8,1,1,V
50,25,1,1,1,I
51,25,1,1,1,I
52,25,1,1,3,I64
53,25,8,1,1,V
54,25,1,1,1,I
55,25,1,1,1,I
56,25,1,1,3,I64
57,25,8,1,1,V
58,25,1,1,1,I
59,25,1,1,1,I
60,25,8,5,1,V7
61,25,8,5,1,V7
62,25,1,1,1,I
63,25,1,1,1,I
64,25,8,5,1,V7
65,25,8,5,1,V7
66,25,1,1,1,I
67,25,1,1,1,I
68,25,8,5,1,V7
69,25,8,5,1,V7
70,25,1,1,1,I
71,25,1,1,1,I
72,25,8,1,1,V
73,25,8,1,1,V
74,25,1,1,1,I
75,25,1,1,1,I
76,25,8,1,1,V
77,25,8,1,1,V
78,25,8,1,1,V
79,25,8,1,1,V
80,25,8,1,1,V
81,25,8,1,1,V
82,25,8,1,1,V
