onset_time,midi_note,morphetic_pitch_number,duration,staff_number,measure
-0.25,79.0,71.0,1.75,0.0,0.0
0.0,62.0,61.0,1.0,1.0,1.0
1.5,78.0,70.0,0.25,0.0,1.0
1.75,76.0,69.0,0.25,0.0,1.0
2.0,74.0,68.0,0.25,0.0,2.0
2.25,75.0,68.0,0.25,0.0,2.0
2.5,76.0,69.0,0.25,0.0,2.0
2.75,71.0,66.0,0.25,0.0,2.0
3.0,74.0,68.0,0.25,0.0,2.0
3.25,72.0,67.0,0.25,0.0,2.0
3.5,71.0,66.0,0.25,0.0,2.0
3.75,69.0,65.0,0.25,0.0,2.0
4.0,67.0,64.0,1.0,0.0,3.0
5.75,67.0,64.0,0.25,0.0,3.0
6.0,55.0,57.0,0.5,1.0,4.0
6.75,71.0,66.0,0.25,0.0,4.0
7.0,55.0,57.0,0.5,1.0,4.0
7.75,67.0,64.0,0.25,0.0,4.0
8.0,55.0,57.0,0.5,1.0,5.0
9.75,67.0,64.0,0.25,0.0,5.0
10.0,55.0,57.0,0.5,1.0,6.0
10.75,74.0,68.0,0.25,0.0,6.0
11.0,55.0,57.0,0.5,1.0,6.0
11.75,67.0,64.0,0.25,0.0,6.0
12.0,55.0,57.0,0.5,1.0,7.0
13.75,71.0,66.0,0.25,0.0,7.0
14.0,55.0,57.0,0.5,1.0,8.0
14.75,79.0,71.0,0.25,0.0,8.0
15.0,52.0,55.0,0.5,1.0,8.0
15.75,78.0,70.0,0.25,0.0,8.0
16.0,57.0,58.0,0.5,1.0,9.0
18.0,74.0,68.0,0.5,0.0,10.0
19.0,73.0,67.0,0.5,0.0,10.0
20.0,74.0,68.0,0.5,0.0,11.0
21.75,77.0,70.0,1.75,0.0,11.0
22.0,65.0,63.0,1.5,1.0,12.0
23.5,76.0,69.0,0.25,0.0,12.0
23.75,74.0,68.0,0.25,0.0,12.0
24.0,72.0,67.0,0.25,0.0,13.0
24.25,73.0,67.0,0.25,0.0,13.0
24.5,74.0,68.0,0.25,0.0,13.0
24.75,69.0,65.0,0.25,0.0,13.0
25.0,72.0,67.0,0.25,0.0,13.0
25.25,70.0,66.0,0.25,0.0,13.0
25.5,69.0,65.0,0.25,0.0,13.0
25.75,67.0,64.0,0.25,0.0,13.0
26.0,65.0,63.0,1.0,0.0,14.0
27.75,65.0,63.0,0.25,0.0,14.0
28.0,53.0,56.0,0.5,1.0,15.0
28.75,69.0,65.0,0.25,0.0,15.0
29.0,53.0,56.0,0.5,1.0,15.0
29.75,65.0,63.0,0.25,0.0,15.0
30.0,53.0,56.0,0.5,1.0,16.0
31.75,65.0,63.0,0.25,0.0,16.0
32.0,53.0,56.0,0.5,1.0,17.0
32.75,72.0,67.0,0.25,0.0,17.0
33.0,53.0,56.0,0.5,1.0,17.0
33.75,65.0,63.0,0.25,0.0,17.0
34.0,53.0,56.0,0.5,1.0,18.0
35.75,69.0,65.0,0.25,0.0,18.0
36.0,53.0,56.0,0.5,1.0,19.0
36.75,77.0,70.0,0.25,0.0,19.0
37.0,50.0,54.0,0.5,1.0,19.0
37.75,76.0,69.0,0.25,0.0,19.0
38.0,55.0,57.0,0.5,1.0,20.0
40.0,72.0,67.0,0.5,0.0,21.0
41.0,71.0,66.0,0.5,0.0,21.0
42.0,72.0,67.0,0.5,0.0,22.0
43.75,76.0,69.0,0.25,0.0,22.0
44.0,60.0,60.0,0.5,1.0,23.0
44.75,84.0,74.0,0.25,0.0,23.0
45.0,57.0,58.0,0.5,1.0,23.0
45.75,83.0,73.0,0.25,0.0,23.0
46.0,62.0,61.0,0.5,1.0,24.0
48.0,79.0,71.0,0.5,0.0,25.0
49.0,78.0,70.0,0.5,0.0,25.0
50.0,79.0,71.0,0.5,0.0,26.0
52.0,83.0,73.0,0.5,0.0,27.0
53.0,81.0,72.0,0.5,0.0,27.0
54.0,83.0,73.0,0.5,0.0,28.0
56.0,86.0,75.0,0.5,0.0,29.0
57.0,86.0,75.0,0.5,0.0,29.0
58.0,79.0,71.0,0.25,0.0,30.0
58.25,82.0,72.0,0.25,0.0,30.0
58.5,83.0,73.0,0.25,0.0,30.0
58.75,78.0,70.0,0.25,0.0,30.0
59.0,81.0,72.0,0.25,0.0,30.0
59.25,79.0,71.0,0.25,0.0,30.0
59.5,78.0,70.0,0.25,0.0,30.0
59.75,76.0,69.0,0.25,0.0,30.0
60.0,74.0,68.0,0.25,0.0,31.0
60.25,75.0,68.0,0.25,0.0,31.0
60.5,76.0,69.0,0.25,0.0,31.0
60.75,71.0,66.0,0.25,0.0,31.0
61.0,74.0,68.0,0.25,0.0,31.0
61.25,72.0,67.0,0.25,0.0,31.0
61.5,71.0,66.0,0.25,0.0,31.0
61.75,69.0,65.0,0.25,0.0,31.0
62.0,67.0,64.0,0.25,0.0,32.0
62.25,70.0,65.0,0.25,0.0,32.0
62.5,71.0,66.0,0.25,0.0,32.0
62.75,66.0,63.0,0.25,0.0,32.0
63.0,69.0,65.0,0.25,0.0,32.0
63.25,67.0,64.0,0.25,0.0,32.0
63.5,66.0,63.0,0.25,0.0,32.0
63.75,64.0,62.0,0.25,0.0,32.0
64.0,62.0,61.0,0.25,0.0,33.0
64.25,63.0,61.0,0.25,0.0,33.0
64.5,64.0,62.0,0.25,0.0,33.0
64.75,59.0,59.0,0.25,0.0,33.0
65.0,62.0,61.0,0.25,0.0,33.0
65.25,60.0,60.0,0.25,0.0,33.0
65.5,59.0,59.0,0.25,0.0,33.0
65.75,57.0,58.0,0.25,0.0,33.0
66.0,55.0,57.0,0.25,0.0,34.0
66.25,58.0,58.0,0.25,0.0,34.0
66.5,59.0,59.0,0.25,0.0,34.0
66.75,54.0,56.0,0.25,0.0,34.0
