time,key,degree,quality,inversion,roman_numeral_notation
0,25,1,1,1,I
1,25,1,1,1,I
2,25,1,1,1,I
3,25,1,1,1,I
4,25,3,4,4,ii42
5,25,3,4,4,ii42
6,25,3,4,4,ii42
7,25,3,4,4,ii42
8,25,8,1,2,V6
9,25,8,5,1,V7
10,25,1,1,1,I
11,25,3,4,2,ii65
12,25,1,1,3,I64
13,25,8,5,1,V7
14,25,1,1,1,I
15,25,1,1,1,I
16,25,1,1,1,I
17,25,1,1,1,I
18,25,8,5,3,V43
19,25,8,5,3,V43
20,25,8,5,3,V43
21,25,8,5,3,V43
22,25,1,1,2,I6
23,25,1,1,2,I6
24,25,1,1,2,I6
25,25,1,1,2,I6
26,25,3,2,2,ii6
27,7,8,5,2,V65
28,7,1,1,1,I
29,7,10,2,2,vi6
30,7,12,10,2,vii=65
31,7,12,10,2,vii=65
32,7,5,2,1,iii
33,7,1,1,2,I6
34,7,3,2,2,ii6
35,31,8,5,2,V65
36,31,1,1,1,I
37,31,8,5,4,V42
38,31,1,1,1,I
39,31,8,5,1,V7
40,31,1,1,1,I
41,31,8,5,4,V42
42,31,1,1,1,I
43,31,8,5,1,V7
44,31,1,1,1,I
45,31,8,5,4,V42
46,31,1,1,1,I
47,31,1,1,1,I
48,31,1,1,1,I
49,31,1,1,1,I
50,7,1,1,1,I
51,7,1,1,1,I
52,7,1,1,1,I
53,7,1,1,1,I
54,7,1,1,1,I
55,7,1,1,1,I
56,7,8,5,1,V7
57,7,8,5,1,V7
58,7,8,5,1,V7
59,7,8,5,1,V7
60,7,8,5,1,V7
61,7,8,5,1,V7
62,7,8,5,1,V7
63,7,8,5,1,V7
64,7,1,1,1,I
65,7,8,5,1,V7
66,7,1,1,1,I
67,7,8,5,1,V7
68,7,1,1,1,I
69,7,5,5,1,V7/V
70,7,8,5,1,V7
71,7,8,5,1,V7
72,7,1,1,1,I
73,7,8,5,1,V7
74,7,1,1,1,I
75,7,8,5,1,V7
76,7,1,1,1,I
77,7,1,1,2,I6
78,7,3,5,3,V43/IV
