time,key,degree,quality,inversion,roman_numeral_notation
0,6,1,2,1,i
1,6,1,2,1,i
2,6,1,2,1,i
3,6,1,2,1,i
4,6,1,4,4,i42
5,6,1,4,4,i42
6,6,1,4,4,i42
7,6,1,4,4,i42
8,6,10,1,1,VI
9,6,10,1,1,VI
10,6,2,1,2,N6
11,6,2,1,2,N6
12,6,8,5,1,V7
13,6,8,5,1,V7
14,6,8,5,1,V7
15,6,8,5,1,V7
16,6,1,2,1,i
17,6,1,2,1,i
18,6,1,2,1,i
19,6,1,2,1,i
20,6,8,5,2,V65
21,6,8,5,2,V65
22,6,8,5,2,V65
23,6,8,5,2,V65
24,6,1,2,1,i
25,6,1,2,1,i
26,13,3,2,1,ii
27,13,3,2,1,ii
28,13,1,1,3,I64
29,13,1,1,3,I64
30,13,8,5,1,V7
31,13,8,5,1,V7
32,13,1,1,1,I
33,13,1,1,1,I
34,13,1,1,1,I
35,13,1,1,1,I
36,14,1,2,1,i
37,14,1,2,1,i
38,14,1,2,1,i
39,14,1,2,1,i
40,14,6,5,3,V43/VI
41,14,6,5,3,V43/VI
42,14,6,5,3,V43/VI
43,14,6,5,3,V43/VI
44,14,10,1,1,VI
45,14,1,2,3,i64
46,38,12,9,1,vii-7
47,38,8,5,2,V65
48,38,1,2,1,i
49,38,1,2,1,i
50,38,3,10,2,ii=65
51,38,3,10,2,ii=65
52,38,1,2,3,i64
53,38,1,2,3,i64
54,38,8,1,1,V
55,38,8,1,1,V
56,38,1,2,1,i
57,38,1,2,1,i
58,38,3,1,1,V/iv
59,38,3,1,1,V/iv
60,38,2,1,2,N6
61,38,2,1,2,N6
62,38,2,1,2,N6
63,38,2,1,2,N6
64,38,3,1,1,V/iv
65,38,3,1,1,V/iv
66,38,3,1,1,V/iv
67,38,3,1,1,V/iv
68,38,2,1,2,N6
69,38,2,1,2,N6
70,38,2,1,2,N6
71,38,2,1,2,N6
72,38,3,1,1,V/iv
73,38,3,1,1,V/iv
74,24,12,9,2,vii-65
75,24,12,9,2,vii-65
76,24,8,5,2,V65
77,24,8,5,2,V65
78,24,1,2,1,i
79,24,1,2,1,i
80,24,2,1,2,N6
81,24,2,1,2,N6
82,24,8,9,1,vii-7/V
83,24,8,9,1,vii-7/V
84,24,1,2,3,i64
85,24,1,2,3,i64
86,24,8,1,1,V
87,24,8,1,1,V
88,24,1,2,1,i
89,24,1,2,1,i
90,24,1,2,1,i
91,24,1,2,1,i
92,24,8,5,2,V65
93,24,8,5,2,V65
94,24,8,5,2,V65
95,24,8,5,2,V65
96,24,1,2,1,i
97,24,1,2,1,i
98,6,12,9,2,vii-65
99,6,6,2,3,iv64
100,6,8,5,2,V65
101,6,8,5,2,V65
102,6,8,5,2,V65
103,6,8,5,2,V65
104,6,1,2,1,i
105,6,1,2,1,i
106,6,3,8,2,ii-6
107,6,8,9,1,vii-7/V
108,6,8,5,1,V7
109,6,8,5,1,V7
110,6,8,5,1,V7
111,6,8,5,1,V7
112,6,8,5,1,V7
113,6,8,5,1,V7
114,6,8,5,1,V7
115,6,8,5,1,V7
116,6,1,2,3,i64
117,6,1,2,3,i64
118,6,1,2,3,i64
119,6,1,2,3,i64
120,6,1,2,3,i64
121,6,1,2,3,i64
122,6,1,2,3,i64
123,6,1,2,3,i64
124,6,8,5,1,V7
125,6,8,5,1,V7
126,6,8,5,1,V7
127,6,8,5,1,V7
128,6,1,2,3,i64
129,6,1,2,3,i64
130,6,1,2,3,i64
131,6,1,2,3,i64
132,6,8,9,1,vii-7/V
133,6,8,9,1,vii-7/V
134,6,8,9,1,vii-7/V
135,6,8,9,1,vii-7/V
136,6,12,9,1,vii-7
137,6,12,9,1,vii-7
138,6,12,9,1,vii-7
139,6,12,9,1,vii-7
140,6,12,9,1,vii-7
141,6,12,9,1,vii-7
142,6,12,9,1,vii-7
143,6,12,9,1,vii-7
144,6,12,9,1,vii-7
145,6,12,9,1,vii-7
146,6,12,9,1,vii-7
147,6,12,9,1,vii-7
148,6,8,5,1,V7
149,6,8,5,1,V7
150,6,8,5,1,V7
151,6,8,5,1,V7
152,6,8,5,1,V7
153,6,8,5,1,V7
154,6,8,5,1,V7
155,6,8,5,1,V7
156,6,8,5,1,V7
157,6,8,5,1,V7
158,6,10,1,1,VI
159,6,10,1,1,VI
160,6,3,10,2,ii=65
161,6,3,10,2,ii=65
162,6,8,5,1,V7
163,6,8,5,1,V7
164,6,1,2,1,i
165,6,1,2,1,i
166,6,1,2,1,i
167,6,1,2,1,i
168,6,8,5,2,V65
169,6,8,5,2,V65
170,6,8,5,2,V65
171,6,8,5,2,V65
172,6,1,2,1,i
173,6,1,2,1,i
174,13,3,2,1,ii
175,13,3,2,1,ii
176,13,1,1,3,I64
177,13,1,1,3,I64
178,13,8,5,1,V7
179,13,8,5,1,V7
180,13,1,1,1,I
181,13,1,1,1,I
182,13,1,1,1,I
183,13,1,1,1,I
184,13,8,5,2,V65
185,13,8,5,2,V65
186,13,8,5,2,V65
187,13,8,5,2,V65
188,13,1,1,1,I
189,13,1,1,1,I
190,6,8,5,3,V43
191,6,1,2,1,i
192,6,8,5,2,V65
193,6,8,5,2,V65
194,6,1,2,1,i
195,6,1,2,1,i
196,6,2,1,2,N6
197,6,2,1,2,N6
198,6,8,5,1,V7
199,6,8,5,1,V7
200,6,1,2,1,i
201,6,1,2,1,i
202,6,3,1,1,V/iv
203,6,3,1,1,V/iv
204,6,2,1,2,N6
205,6,2,1,2,N6
206,6,2,1,2,N6
207,6,2,1,2,N6
208,6,3,1,1,V/iv
209,6,3,1,1,V/iv
210,6,3,1,1,V/iv
211,6,3,1,1,V/iv
212,6,2,1,2,N6
213,6,2,1,2,N6
214,6,2,1,2,N6
215,6,2,1,2,N6
216,6,3,1,1,V/iv
217,6,3,1,1,V/iv
218,6,6,2,1,iv
219,6,6,2,1,iv
220,6,1,5,2,V65/III
221,6,1,5,2,V65/III
222,6,1,5,2,V65/III
223,6,5,1,1,III
224,6,10,3,2,VI65
225,6,3,8,1,ii-
226,6,8,5,2,V65
227,6,1,2,1,i
228,6,3,10,3,ii=43
229,6,3,10,3,ii=43
230,6,1,2,3,i64
231,6,3,10,2,ii=65
232,6,1,2,3,i64
233,6,1,2,3,i64
234,6,8,5,1,V7
235,6,8,5,1,V7
236,6,1,2,1,i
237,6,1,2,1,i
238,6,1,2,1,i
239,6,1,2,1,i
240,6,8,5,2,V65
241,6,8,5,2,V65
242,6,8,5,2,V65
243,6,8,5,2,V65
244,6,1,2,1,i
245,6,1,2,1,i
246,6,1,2,1,i
247,6,1,2,1,i
248,6,8,5,1,V7
249,6,8,5,1,V7
250,6,8,5,1,V7
251,6,8,5,1,V7
252,6,1,2,1,i
253,6,1,2,1,i
254,6,1,2,1,i
255,6,1,2,1,i
256,6,8,5,1,V7
257,6,8,5,1,V7
258,6,8,5,1,V7
259,6,8,5,1,V7
